268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;508302916137111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
268237; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. FRASCO COM ABERTURA TWIST OFF AMPOLA 10.00 ML; NO_ACR;539013100003803; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ  CX 50 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;525307103134116; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NQA
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;538100103110110; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); B0B
267203; DIPIRONA SODICA; NOT FOUND; 500 MG COMPRIMIDO; NO_ACR;504611902111128; DIPIRONA SODICA; NOT FOUND; 500 MG COM BL AL PLAS INC X 4; BF8
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;508302914134113; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PLAST OPC GOT X 20 ML (EMB HOSP); FM_
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;520202502135111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 300 FR PLAS OPC GOT X 10 ML (EMB HOSP); L4S
340101; CETOPROFENO; CETOPROFENO; 100 MG. PO LIOFILO P/ INJETAVEL. ENDOVENOSO FRASCO 20.00 ML; NO_ACR;500412100005804; CETOP; NOT FOUND; 20MG /G XAMP CT FR PLAS OPC X 100 ML; MD6
267206; DIPIRONA SODICA; NOT FOUND; 50 MG/ML. SOLUCAO ORAL FRASCO 100.00 ML; NO_ACR;521121401132120; DIPIRONA SODICA; NOT FOUND; 50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED; NO_ACR
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG COMPRIMIDO; NO_ACR;526122301116110; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PLAS LEIT X 2; GM2
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;508302907138117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 100 FR VD AMB GOT X 10 ML (EMB HOSP); FM_
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;537100310118111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100 (EMB FRAC); M1L
394804; PACLITAXEL; PACLITAXEL; 6 MG/ML. SOLUCAO INJETAVEL FRASCO 5.00 ML; NO_ACR;508010202150411; PACLITAX; NOT FOUND; 6 MG/ML SOL INJ CT FA VD INC X 5 ML; EUF
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;508013403130119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; EUF
371273; CLORETO SODIO; NOT FOUND; 0.9 %. SOLUCAO ESTERIL NAO INJETAVEL FRASCO 10.00 ML; NO_ACR;539013100003903; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ CX 200 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
268237; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. FRASCO COM ABERTURA TWIST OFF FRASCO 10.00 ML; NO_ACR;539013100003803; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ  CX 50 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;532300601131128; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 10 ML; NO_ACR
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG COMPRIMIDO; NO_ACR;538812070043706; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT BL AL PLAS OPC X 4; LG6
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;508302904139112; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;521121403135127; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; NO_ACR
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;528502506115118; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 200 - (EMB MULTI); PZ8
267663; FUROSEMIDA; FUROSEMIDA; 40 MG COMPRIMIDO; NO_ACR;525006501114411; FUROSEM; NOT FOUND; 40 MG COM CT BL AL PLAS AMB X 20; MD7
272839; RISPERIDONA; RISPERIDONA; 1 MG FRASCO-AMPOLA; NO_ACR;506713401118417; RISPERIDON; NOT FOUND; 1 MG COM REV CX BL AL PLAS INC X 200; CT6
375474; CLORETO SODIO; NOT FOUND; 0.9 %. SPRAY NASAL FRASCO 20.00 ML; NO_ACR;511201002156414; CLORETO SODIO; NOT FOUND; AMP 20ML 0.9%; H_I
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;508302909130113; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 200 FR PLAST OPC GOT X 10 ML (EMB HOSP); FM_
267574; CLORETO SODIO; NOT FOUND; 20%. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;511201012151415; CLORETO SODIO; NOT FOUND; AMP 10ML 20%; H_I
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;508302913138115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PLAST OPC GOT X 10 ML (EMB HOSP); FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;542012040000506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC  GOT X 10 ML ; NV7
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;537114080011506; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250; M1L
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;537100309136111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 96 FR PLAS OPC GOT X 20 ML (EMB HOSP); M1L
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;510409204111112; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 100 (EMB MULT); GOB
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;528502502111126; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 500 (EMB MULT); PZ8
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;502814703133111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML; S_A
319128; PRIMIDONA; PRIMIDONA; 100 MG COMPRIMIDO; NO_ACR;501602308119418; PRIMID; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 60; APS
272835; RIBAVIRINA; RIBAVIRINA; 250 MG COMPRIMIDO; NO_ACR;504403503110418; RIBAVIRIN; NOT FOUND; 250 MG CAP GEL DURA CT FR PLAS OPC X 60; BU_
276774; ACETATO SODIO; NOT FOUND; 2 MEQ/ML. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR;540600401155417; ACETATO SODIO; NOT FOUND; 2 MEQ/ML SOL INJ IV CX 50 AMP VD INC X 10 ML; CV_
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;537100312110118; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 10 (EMB FRAC); M1L
273702; NAPROXENO; NAPROXENO; 250 MG COMPRIMIDO; NO_ACR;520715101117418; NAPROX; NOT FOUND; 250 MG COM CT BL AL PLAS LARANJA X 20; TTB
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;508302913138115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PLAST OPC GOT X 10 ML (EMB HOSP); FM_
267574; CLORETO SODIO; NOT FOUND; 20%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR;539013100004203; CLORETO SODIO; NOT FOUND; 20% SOL INJ CX 50 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;508302914134113; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PLAST OPC GOT X 20 ML (EMB HOSP); FM_
267140; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR;531600405119416; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 5; EMS
390439; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 100MG. PO LIOFILO P/ INJETAVEL CÁPSULA; NO_ACR;507701701111411; AMOX; NOT FOUND; EMS - 500 MG 1 BL X 21 CAPS; EMS
284105; RISPERIDONA; RISPERIDONA; 3 MG FRASCO-AMPOLA; NO_ACR;506713407116416; RISPERIDON; NOT FOUND; 3 MG COM CT BL AL PLAS INC X 20; CT6
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;525307103134116; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NQA
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;528502502111126; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 500 (EMB MULT); PZ8
273256; OXCARBAZEPINA; OXCARBAZEPINA; 600 MG COMPRIMIDO; NO_ACR;533020805118414; OXCARB; NOT FOUND; 600 MG COM REV CT BL AL PLAS INC X 60; U_Q
271089; AMOXICILINA; AMOXICILINA; 500MG COMPRIMIDO; NO_ACR;507701701111411; AMOX; NOT FOUND; EMS - 500 MG 1 BL X 21 CAPS; EMS
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;537114080011606; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC) ; M1L
268237; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. FRASCO COM ABERTURA TWIST OFF FRASCO 10.00 ML; NO_ACR;539013100003903; CLORETO SODIO; NOT FOUND; 0.9% SOL INJ CX 200 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
267574; CLORETO SODIO; NOT FOUND; 20%. SOLUCAO INJETAVEL AMPOLA 20.00 ML; NO_ACR;539013100004503; CLORETO SODIO; NOT FOUND; 20% SOL INJ CX 200 AMP PLAS TRANS X 20 ML (EMB HOSP); STT
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 20.00 ML; NO_ACR;508302906131119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 100 FR PLAST OPC GOT X 20 ML (EMB HOSP); FM_
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;520709503136129; DIPIRONA SODICA; NOT FOUND; 500MG/ML SOL OR CT FR PLAS OPC GOT X 10ML; TTB
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;505209701131111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML ; NO_ACR
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;537114080011706; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 2500; M1L
272335; DIMENIDRINATO; DIMENIDRINATO; ASSOCIADO COM PIRIDOXINA CLORIDRATO. 25MG + 5MG/ML. SOLUCAO ORAL - GOTAS FRASCO 20.00 ML; NO_ACR;533513120024703; DIMENIDRIN; NOT FOUND; 25 MG/ML + 5 MG/ML SOL OR CX 50 FR PET AMB GOT X 20 ML (EMB HOSP); VAP
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;537100303138110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; M1L
268236; CLORETO SODIO; NOT FOUND; 0.9%_ SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 10.00 ML; NO_ACR;511201001151419; CLORETO SODIO; NOT FOUND; AMP 10ML 0.9%; H_I
267140; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR;531600410112416; AZI; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 9; EMS
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG COMPRIMIDO; NO_ACR;537100310118111; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100 (EMB FRAC); M1L
284106; RISPERIDONA; RISPERIDONA; 1 MG/ML. SOLUCAO ORAL. COM PIPETA DOSADORA FRASCO 30.00 ML; NO_ACR;506713010050103; RISPERIDON; NOT FOUND; 1 MG/ML SOL OR CX 10 FR VD AMB X 30 ML + 10 SER PLAS DOS (EMB HOSP); CT6
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;537114080011706; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 2500; M1L
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;520202502135111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 300 FR PLAS OPC GOT X 10 ML (EMB HOSP); L4S
410023; DIPIRONA SODICA; NOT FOUND; 1 G DRÁGEA; NO_ACR;519003503111119; DIPIRONA SODICA; NOT FOUND; 1G COM CT BL AL PLAS INC X 10; N_Q
303292; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR;514901302157417; RINGER; NOT FOUND; SOL INJ IV CX 20 BOLS PVC SIST FECH X 500 ML ; JPI
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;532300601131128; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 10 ML; NO_ACR
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;502814704131110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; S_A
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;508302908134115; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 100 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
410023; DIPIRONA SODICA; NOT FOUND; 1 G COMPRIMIDO; NO_ACR;519003504118117; DIPIRONA SODICA; NOT FOUND; 1G COM DISP BL AL PLAS INC X 100; N_Q
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 15.00 ML; NO_ACR;537100302131112; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; M1L
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;526125004112115; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP)  ; GM2
267712; OMEPRAZOL; OMEPRAZOL; 20 MG CÁPSULA; NO_ACR;514601502118416; OMEPRAZOLEX; NOT FOUND; 20 MG CAP GEL DURA CT FR PLAS OPC X 14; NO_ACR
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;528502501113125; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT); PZ8
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 10.00 ML; NO_ACR;537100304134119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 48 FR PLAS OPC GOT X 10 ML (EMB HOSP); M1L
271217; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG COMPRIMIDO; NO_ACR;507701701111411; AMOX; NOT FOUND; EMS - 500 MG 1 BL X 21 CAPS; EMS
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;508013404137117; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; EUF
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) COMPRIMIDO; NO_ACR;526125004112115; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP)  ; GM2
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;508302916137111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR VD AMB GOT X 20 ML (EMB HOSP); FM_
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;511607103131111; DIPIRONA SODICA; NOT FOUND; 500 MG/ ML SOL OR CX 200 FR PLAS OPC GOT X 10 ML (EMB HOSP); HPO
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;502814704131110; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; S_A
270437; DACARBAZINA; DACARBAZINA; 100 MG. INJETAVEL FRASCO-AMPOLA; NO_ACR;508005901151419; DACARB; NOT FOUND; 100 MG PO LIOF INJ CT FA VD AMB (REST HOSP); EUF
268149; RISPERIDONA; RISPERIDONA; 2 MG COMPRIMIDO; NO_ACR;506713404117411; RISPERIDON; NOT FOUND; 2 MG COM REV CX BL AL PLAS INC X 200; CT6
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;537100304134119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 48 FR PLAS OPC GOT X 10 ML (EMB HOSP); M1L
275475; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A ADIFENINA E PROMETAZINA. 500MG + 10MG + 5MG FRASCO 20.00 ML; NO_ACR;525013100103506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; MD7
303292; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO FRASCO 500.00 ML; NO_ACR;509506201150415; RINGER; NOT FOUND; SOL INJ IV CX 24 FR PLAS TRANS X 500 ML; FRS
313689; FOSFATO POTASSIO; NOT FOUND; MONOBASICO E DIBASICO. 2 MEQ/ML. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR;514302201159414; FOSFATO POTASSIO; NOT FOUND; 2 MEQ/ML SOL INJ IV CX 100 AMP PLAS TRANS PE X 10 ML (EMB HOSP); IS5
276271; MONTELUCASTE SODICO; NOT FOUND; 10 MG COMPRIMIDO; NO_ACR;536212040004106; MONTELUCASTE SODICO; NOT FOUND; 10 MG COM REV CT BL AL AL X 30; ZYD
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;502814702110116; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB MULT); S_A
303292; RINGER; NOT FOUND; ASSOCIADO COM LACTATO DE SODIO. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 500.00 ML; NO_ACR;514901301150419; RINGER; NOT FOUND; SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML; JPI
278482; PRIMIDONA; PRIMIDONA; 250 MG COMPRIMIDO; NO_ACR;501602303117417; PRIMID; NOT FOUND; 250 MG COM CT BL AL PLAS INC X 60; APS
267669; HALOPERIDOL; HALOPERIDOL; 5 MG NAO INFORMADO; NO_ACR;506706905114412; HALO; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 200 (EMB HOSP); CT6
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;537100307133113; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 96 FR PLAS OPC GOT X 10 ML (EMB HOSP); M1L
267669; HALOPERIDOL; HALOPERIDOL; 5 MG AMPOLA 1.00 ML; NO_ACR;506706904150415; HALO; NOT FOUND; 5 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 1 ML (EMB HOSP); CT6
410023; DIPIRONA SODICA; NOT FOUND; 1 G DRÁGEA; NO_ACR;504612120014816; DIPIRONA SODICA; NOT FOUND; 1G COM CT BL AL PLAS INC X 10 ; BF8
267203; DIPIRONA SODICA; NOT FOUND; 500 MG DRÁGEA; NO_ACR;504611902111128; DIPIRONA SODICA; NOT FOUND; 500 MG COM BL AL PLAS INC X 4; BF8
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL COMPRIMIDO; NO_ACR;537114080011606; DIPIRONA SODICA; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 250 (EMB FRAC) ; M1L
273255; OXCARBAZEPINA; OXCARBAZEPINA; 60 MG/ML. SUSPENSAO ORAL FRASCO 100.00 ML; NO_ACR;533020803131413; OXCARB; NOT FOUND; 60 MG/ML SUS OR CT FR VD AMB X 100 ML ; U_Q
382563; CLORETO SODIO; NOT FOUND; A 10%. SOLUCAO INJETAVEL AMPOLA 20.00 ML; NO_ACR;539013100004303; CLORETO SODIO; NOT FOUND; 20% SOL INJ CX 200 AMP PLAS TRANS X 10 ML (EMB HOSP); STT
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;532312100005506; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 242 FR PLAS OPC GOT X 20 ML (EMB HOSP); NO_ACR
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 10.00 ML; NO_ACR;508013403130119; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; EUF
269462; ALENDRONATO SODIO; NOT FOUND; 70 MG COMPRIMIDO; NO_ACR;500513090052206; ALENDRONATO SODIO; NOT FOUND; 70 MG COM CT AL/AL X 4; A4H
268252; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO INJETAVEL FRASCO 10.00 ML; NO_ACR;511607102133119; DIPIRONA SODICA; NOT FOUND; 500 MG/ ML SOL OR CT FR PLAS OPC GOT X 10 ML; HPO
342943; DIPIRONA SODICA; NOT FOUND; ASSOCIADA A PAPAVERINA. ADIFENINA E HOMATROPINA. 500 MG + 15 MG + 15 MG + 1 MG/ML. SOLUCAO INJETAVEL DRÁGEA; NO_ACR;528502501113125; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS TRANS X 100 (EMB MULT); PZ8
272839; RISPERIDONA; RISPERIDONA; 1 MG FRASCO-AMPOLA; NO_ACR;506713408112414; RISPERIDON; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 30; CT6
267203; DIPIRONA SODICA; NOT FOUND; 500 MG FRASCO 20.00 ML; NO_ACR;526125003132112; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; GM2
267205; DIPIRONA SODICA; NOT FOUND; 500 MG/ML. SOLUCAO ORAL (GOTAS) FRASCO 20.00 ML; NO_ACR;537100309136111; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 96 FR PLAS OPC GOT X 20 ML (EMB HOSP); M1L
267203; DIPIRONA SODICA; NOT FOUND; 500 MG AMPOLA 2.00 ML; NO_ACR;511607101153116; DIPIRONA SODICA; NOT FOUND; 500 MG/ ML  SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP); HPO
267292; IMIPRAMINA; IMIPRAMINA; CLORIDRATO. 25 MG COMPRIMIDO; NO_ACR;506707301115411; IMIPRA; NOT FOUND; 25 MG COM REV CX BL AL PLAS INC X 200 (EMB HOSP); CT6
286816; DIPIRONA SODICA; NOT FOUND; 1000 MG. SUPOSITORIO ADULTO SUPOSITÓRIO; NO_ACR;528513110125206; DIPIRONA SODICA; NOT FOUND; 1000 MG COM CT BL AL PLAS TRANS X 500 (EMB HOSP) ; PZ8
273166; NEOMICINA; NEOMICINA; 3.5MG/G. POMADA BISNAGA 20.00 G; NO_ACR;514004101164413; NEOMICIN; NOT FOUND; 3.5 MG POM DERM CT BG AL X 20 G; DLT
