73800, ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, BF8,504612001118112, ACICLOVIR, ACICLOVIR, 200 MG COM CT BL AL PLAS INC X 10, BF8
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507714008116114, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 10 MG CAP GEL DURA CT BL AL PLAS INC X 20, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507714006131116, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG/ML SOL OR CT FR PLAS TRANS GOT X 20 ML, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507714003114113, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG COM REV CT BL AL PLAS LEIT X 20, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507714005117111, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG COM REV CT BL AL PLAS LEIT X 30, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507714001111117, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20MG 2BL X 7 CAPS, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507714002118115, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20MG 4BL X 7 CAPS, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML), E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML), E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML), E3S,507730801135111, CLONAZEPAM, CLONAZEPAM, 2.5 MG/ML SOL OR CT FR VD AMB CGT X 20 ML, E3S
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML), E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML), E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML), E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML), E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML), E3S,507730802115112, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS LEIT X 30, E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507703803114112, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25MG 1BL X 15 COMP, E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507730309117111, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507730306118117, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 60 (EMB HOSP), E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507730308110113, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507730310115119, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507703801111116, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25 MG 2BL X 15 COMP, E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507703801111116, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25MG 2BL X 15 COMP, E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507730302112114, CAPTOPRIL, CAPTOPRIL, 25 MG 2 BL X 15 COMP, E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507703804110110, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50 MG + 25 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507730305111119, CAPTOPRIL, CAPTOPRIL, 50 MG 2 BL X 15 COMP, E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507730305111119, CAPTOPRIL, CAPTOPRIL, 50MG 2 BL X 15 COMP, E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507703803114112, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25 MG 1BL X 15 COMP, E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507730311111117, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 30, E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507730307114115, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 60 (EMB HOSP), E3S
57030, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 16, E3S,507730302112114, CAPTOPRIL, CAPTOPRIL, 25MG 2 BL X 15 COMP, E3S
75010, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 30, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
75010, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 30, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
75010, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 30, E3S,507730801135111, CLONAZEPAM, CLONAZEPAM, 2.5 MG/ML SOL OR CT FR VD AMB CGT X 20 ML, E3S
75010, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 30, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
75010, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 30, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
75010, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 30, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
75010, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 30, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
75010, CLONAZEPAM, CLONAZEPAM, CPR 2 MG x 30, E3S,507730802115112, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS LEIT X 30, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507707604116118, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 250MG 4 BL X 7 COMP, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507707603111112, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG 2 BL X 7 COMP, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507707609118119, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507707605163111, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 10 MG/G CREM DERM CT BG AL X 20 G, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507707607131118, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507707603111112, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 250MG 2 BL X 7 COMP, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507707606135111, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 10 MG/G SOL TOP CT FR PLAS OPC GOT X 30 ML, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507707604116118, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG 4 BL X 7 COMP, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
61436, CLO TERBINAFINA, CLORIDRATO TERBINAFINA, CPR 250 MG x 14, E3S,507707608111110, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 125 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
69601, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
69601, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
69601, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
69601, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, E3S,507734403118110, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS LEIT X 28, E3S
69601, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, E3S,507734401115114, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 100 MG COM REV CT BL AL PLAS LEIT X 14, E3S
69601, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
69601, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, E3S,507734402111112, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS LEIT X 10, E3S
69601, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, E3S,507734404114119, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS LEIT X 20, E3S
69601, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
69601, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
76774, CICLOPIROX OLAM, CICLOPIROX OLAMINA, SOLN TOP. 10 MG 15 ML x 1 (/ML), E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
76774, CICLOPIROX OLAM, CICLOPIROX OLAMINA, SOLN TOP. 10 MG 15 ML x 1 (/ML), E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
76774, CICLOPIROX OLAM, CICLOPIROX OLAMINA, SOLN TOP. 10 MG 15 ML x 1 (/ML), E3S,507739801170113, CICLOPIROX OLAMINA, CICLOPIROX OLAMINA, 10 MG/ML SOL TOP CT FR GOT PLAS TRANS X 15 ML, E3S
76774, CICLOPIROX OLAM, CICLOPIROX OLAMINA, SOLN TOP. 10 MG 15 ML x 1 (/ML), E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
76774, CICLOPIROX OLAM, CICLOPIROX OLAMINA, SOLN TOP. 10 MG 15 ML x 1 (/ML), E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
76774, CICLOPIROX OLAM, CICLOPIROX OLAMINA, SOLN TOP. 10 MG 15 ML x 1 (/ML), E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
76774, CICLOPIROX OLAM, CICLOPIROX OLAMINA, SOLN TOP. 10 MG 15 ML x 1 (/ML), E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
67450, CEFALEXINA, CEFALEXINA, CPR REVEST 1 G x 8, E3S,507704605111115, CEFALEXINA, CEFALEXINA, 1G X 45 COMP REV (EMB FRAC), E3S
67450, CEFALEXINA, CEFALEXINA, CPR REVEST 1 G x 8, E3S,507704601116112, CEFALEXINA, CEFALEXINA, 500 MG 1 BL X 10 COMP, E3S
67450, CEFALEXINA, CEFALEXINA, CPR REVEST 1 G x 8, E3S,507704602112110, CEFALEXINA, CEFALEXINA, 500MG BL X 8 COMP, E3S
67450, CEFALEXINA, CEFALEXINA, CPR REVEST 1 G x 8, E3S,507704603135114, CEFALEXINA, CEFALEXINA, SUSP 250MG FR 100ML, E3S
67450, CEFALEXINA, CEFALEXINA, CPR REVEST 1 G x 8, E3S,507704605111115, CEFALEXINA, CEFALEXINA, 1 G COM REV CT BL AL PLAS INC X 45 (EMB FRAC), E3S
67450, CEFALEXINA, CEFALEXINA, CPR REVEST 1 G x 8, E3S,507704604115117, CEFALEXINA, CEFALEXINA, 1 G COM REV CT BL AL PLAS INC X 8 , E3S
67450, CEFALEXINA, CEFALEXINA, CPR REVEST 1 G x 8, E3S,507704602112110, CEFALEXINA, CEFALEXINA, 500 MG BL X 8 COMP, E3S
67450, CEFALEXINA, CEFALEXINA, CPR REVEST 1 G x 8, E3S,507704606118113, CEFALEXINA, CEFALEXINA, 500 MG COM REV CT BL AL PLAS INC X 60 (EMB FRAC), E3S
67450, CEFALEXINA, CEFALEXINA, CPR REVEST 1 G x 8, E3S,507704601116112, CEFALEXINA, CEFALEXINA, 500MG 1 BL X 10 COMP, E3S
67450, CEFALEXINA, CEFALEXINA, CPR REVEST 1 G x 8, E3S,507704606118113, CEFALEXINA, CEFALEXINA, 500MG X 60 COMP REV (EMB FRAC), E3S
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507703803114112, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25MG 1BL X 15 COMP, E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507703801111116, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25 MG 2BL X 15 COMP, E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507703801111116, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25MG 2BL X 15 COMP, E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507703804110110, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50 MG + 25 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507703803114112, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25 MG 1BL X 15 COMP, E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
63693, CAPTOP HIDROCLO, NOT FOUND, CPR 50 MG x 15 (/25), E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
70298, CLOR AMILO HCT, NOT FOUND, CPR 5 MG x 90 (/50), E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
70298, CLOR AMILO HCT, NOT FOUND, CPR 5 MG x 90 (/50), E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
70298, CLOR AMILO HCT, NOT FOUND, CPR 5 MG x 90 (/50), E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
70298, CLOR AMILO HCT, NOT FOUND, CPR 5 MG x 90 (/50), E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
70298, CLOR AMILO HCT, NOT FOUND, CPR 5 MG x 90 (/50), E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
70298, CLOR AMILO HCT, NOT FOUND, CPR 5 MG x 90 (/50), E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507708101134416, CLORATADD D, NOT FOUND, 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507729001112111, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5.0+50 MG COM 30 COMP, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507729002119111, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 2.5MG + 25MG 2 BLT C/ 15 COMP, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507729004111116, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5 MG + 50 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507729003115118, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 2.5 MG + 25 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507729001112111, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5 MG + 50 MG COM CT BL AL PLAS LEITOSO X 30, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507708002136410, CLORATADD, NOT FOUND, 5MG/5ML XPE FR C/100ML, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507708001113417, CLORATADD, NOT FOUND, 10MG 1BL X 12 COMP, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507708102114419, CLORATADD D, NOT FOUND, (D1) BL X 12 DRG, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507708101134416, CLORATADD D, NOT FOUND, (D1) XPE FR C/60 ML, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507708001113417, CLORATADD, NOT FOUND, 10 MG 1BL X 12 COMP, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
60066, CLORATADD, NOT FOUND, CPR 10 MG x 12, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
68366, CLOR OXIMETAZOL, CLORIDRATO OXIMETAZOLINA, SOLN NASAL 0.25 MG 20 ML x 1 (/ML), E3S,507732502178115, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML, E3S
68366, CLOR OXIMETAZOL, CLORIDRATO OXIMETAZOLINA, SOLN NASAL 0.25 MG 20 ML x 1 (/ML), E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
68366, CLOR OXIMETAZOL, CLORIDRATO OXIMETAZOLINA, SOLN NASAL 0.25 MG 20 ML x 1 (/ML), E3S,507732501171117, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.25 MG/ML SOL NASAL CT FR PLAS OPC GOT X 20 ML, E3S
68366, CLOR OXIMETAZOL, CLORIDRATO OXIMETAZOLINA, SOLN NASAL 0.25 MG 20 ML x 1 (/ML), E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
68366, CLOR OXIMETAZOL, CLORIDRATO OXIMETAZOLINA, SOLN NASAL 0.25 MG 20 ML x 1 (/ML), E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
68366, CLOR OXIMETAZOL, CLORIDRATO OXIMETAZOLINA, SOLN NASAL 0.25 MG 20 ML x 1 (/ML), E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
68366, CLOR OXIMETAZOL, CLORIDRATO OXIMETAZOLINA, SOLN NASAL 0.25 MG 20 ML x 1 (/ML), E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
68366, CLOR OXIMETAZOL, CLORIDRATO OXIMETAZOLINA, SOLN NASAL 0.25 MG 20 ML x 1 (/ML), E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
67448, CARBOCISTEINA, CARBOCISTEINA, GOTAS 50 MG 20 ML x 1 (/ML), E3S,507704103132116, CARBOCISTEINA, CARBOCISTEINA, 50MG/ML SOL ORAL FR C/ 20ML, E3S
62443, CELERGIN, NOT FOUND, CPR x 20, E3S,507705301116417, CELERG, NOT FOUND, 0.25 MG + 2 MG 2 BL X 10 COMP, E3S
62443, CELERGIN, NOT FOUND, CPR x 20, E3S,507705402117419, CELERGIN, NOT FOUND, 0.25 MG + 2 MG COMP 2 BL X 10 COMP-E, E3S
62443, CELERGIN, NOT FOUND, CPR x 20, E3S,507705401137416, CELERGIN, NOT FOUND, 0.25 MG + 2 MG / 5 ML XPE 120ML, E3S
62443, CELERGIN, NOT FOUND, CPR x 20, E3S,507705302139410, CELERG, NOT FOUND, XAROPE 120ML 0.25MG+2MG/5ML, E3S
73811, CLO TICLOPIDINA, CLORIDRATO TICLOPIDINA, CPR REVEST 250 MG x 30, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
