135042; ELIQUIS; NOT FOUND; CPR REVEST 5 MG x 20; BMS;505113090020002; ELIQUIS; NOT FOUND; 5.0 MG COM REV CT BL AL PLAS INC X 20 ; BMS
59429; ZITROMAX; NOT FOUND; A.IV 500 MG x 1; PFZ;522204307158318; ZITROMAX; NOT FOUND; 500 MG PO LIOF SOL INJ INFUS IV CT FA VD INC; PFZ
59683; AERODINI; NOT FOUND; SPRAY 100 Y x 200 (/DOS); TTB;520700203131411; AERODINI; NOT FOUND; 100 MCG/DOSE AER CT TB AL X 200 DOSES; TTB
56594; GLIMEPIL; NOT FOUND; CPR 2 MG x 30; FQM;509002002111415; GLIMEPIL; NOT FOUND; 2 MG COM CT BL AL PLAS INC X 30; FQM
93123; IBUVIX; NOT FOUND; GOTAS 100 MG 20 ML x 1 (/ML); GOB;510412060072303; IBUVIX; NOT FOUND; 20 MG/ML SUS OR CT FR PLAS AMB X 100 ML + COP; GOB
65498; MUCOCETIL; NOT FOUND; GRAN ENVELO. 100 MG 5 G x 16; UCI;532902901133414; MUCOCETIL; NOT FOUND; 100 MG/5G GRAN CT 16 ENV AL ; UCI
112675; ESC; NOT FOUND; CPR REVEST 10 MG x 30; EUF;508013070098404; ESC; NOT FOUND; 10 MG COM REV CT BL AL PLAS TRANS X 30; EUF
46215; KEFLEX; NOT FOUND; DRAG 1 G x 40; BAG;536501507119317; KEFLEX; NOT FOUND; 1 G DRG CT BL AL PLAS INC X 40; BAG
68964; FOS SOD PREDNIS; NOT FOUND; SOLN ORAL 3 MG 60 ML x 1 (/ML); PZ8;528502921139119; FOSFATO SODICO PREDNISOLONA; NOT FOUND; 3 MG/ML SOL OR CT FR PLAS OPC X 60 ML + SER DOSAD; PZ8
56972; SYNTHROID; NOT FOUND; CPR 175 Y x 30; ABT;500207408116410; SYNTHROID; NOT FOUND; 175 MCG COM CT BL AL/AL X 30   ; ABT
3622; DRENOL; NOT FOUND; CPR 50 MG x 30; PFZ;522236101113414; DRENOL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 30; PFZ
71916; LEVOID; NOT FOUND; CPR 75 Y x 30; A4H;500511603111411; LEVOID; NOT FOUND; 75 MCG COM CT BL AL AL X 30; A4H
68997; CEFALEXINA; CEFALEXINA; CPR 500 MG x 10; AOB;500100806114112; CEFALEXINA; CEFALEXINA; 500 MG CAP GEL DURA CT BL AL PVC/PE/PVDC INC X 10; AOB
135998; CANDESARTA CILE; CANDESARTANA CILEXETILA; CPR 8 MG x 30; NQA;525314010040506; CANDESARTANA CILEXETILA; CANDESARTANA CILEXETILA; 8 MG COM CT BL AL PLAS OPC X 30; NQA
76366; ASSEPTCARE; NOT FOUND; SPRAY 10 MG 30 ML x 1 (/ML); N_Q;519025101172416; ASSEPTCARE; NOT FOUND; 10 MG/ML SOL TOP CT FR PLAS OPC X 30 ML + APLICADOR; N_Q
95439; BROMOPRIDA; BROMOPRIDA; CPR 10 MG x 120; PZ8;528512040113506; BROMOPRIDA; BROMOPRIDA; 10 MG COM CT BL AL PLAS INC X 120 (EMB FRAC); PZ8
49253; SABRIL; NOT FOUND; CPR 500 MG x 60; S_A;502812100064203; SABRIL; NOT FOUND; 500 MG COM REV CT BL AL PLAS AZUL X 60; S_A
127847; BETINA; NOT FOUND; CPR 24 MG x 60; EUF;508013110100204; BETINA; NOT FOUND; 24 MG COM CT BL AL PLAS TRANS X 60; EUF
58502; CEBION; NOT FOUND; CPR EF.ACERO 1 G x 10; M_S;525401510112410; CEBION; NOT FOUND; 1G COM EFERV SEM ACUCAR EST CART TB PLAS X 10; M_S
68075; TYLALGIN; NOT FOUND; CPR 750 MG x 20; GOB;510403106116420; TYLALGIN; NOT FOUND; 750 MG COM CT BL AL PLAS AMB X 20; GOB
55736; EPILENIL; NOT FOUND; CAPS 250 MG x 25; BS2;504102601113414; EPILENIL; NOT FOUND; 250 MG CAP GEL MOLE CT FR VD AMB X 25; BS2
70413; TEICOPLANINA; TEICOPLANINA; F.AMP C/DILU 400 MG 3 ML x 5; EUF;508022802158113; TEICOPLANINA; TEICOPLANINA; 400 MG PO LIOF P/ SOL INJ CT 5 FA VD INC + 5 DIL AMP PLAS X 3 ML; EUF
75757; NORFLOXACINO; NORFLOXACINO; CPR REVEST 400 MG x 14; N_Q;519028901110118; NORFLOXACINO; NORFLOXACINO; 400 MG COM REV CT BL AL PLAS INC X 14; N_Q
77489; PANTOZOL; NOT FOUND; CPR GASTROR 40 MG x 56; TAK;501102511111416; PANTOZOL; NOT FOUND; 40 MG COM REV LIB RETARD CT BL AL/AL X 56; TAK
67595; TYLAFLEX; NOT FOUND; CPR 750 MG x 200; MDQ;525104904116410; TYLAFLEX; NOT FOUND; 750 MG COM CT BL AL PLAS AMB LAR X 200; MDQ
51381; VINOCARD Q10; NOT FOUND; CPR REVEST 50 MG x 20; MJA;524802803112412; VINOCARD Q10; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 20; MJA
62950; ARADOIS; NOT FOUND; CPR REVEST 25 MG x 30; BS2;504100603119413; ARADOIS; NOT FOUND; 25 MG COM REV CT BL AL PLAS AMB X 30 ; BS2
78149; CLENIL HFA; NOT FOUND; SPRAY AERO 250 Y x 200 (/DOS); CHS;508503808171311; CLENIL HFA; NOT FOUND; 250 MCG/DOSE SOL AER CT TB AL + DISPOSITIVO ORAL + ESPAC JET X 200 DOSES ; CHS
49992; RELAPAX; NOT FOUND; CPR 5 MG x 20; CAZ;505508702111417; RELAPAX; NOT FOUND; 5 MG COM CT ENV KRAFT PE X 20; CAZ
55135; CAPTON; NOT FOUND; CPR 25 MG x 16; ROY;530201304116419; CAPTON; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 16; ROY
90235; TOPIRAMATO; TOPIRAMATO; CPR REVEST 50 MG x 60; ZYD;536202801112110; TOPIRAMATO; TOPIRAMATO; 50 MG COM REV CT BL AL/AL X 60; ZYD
31614; FORTEN; NOT FOUND; AMP.OR 10 ML x 10; CHS;508501701130417; FORTEN; NOT FOUND; PO OR + SOL OR CT 10 FR PLAS TRANS X 10 ML + TAMPA RESERVATORIO; CHS
73310; PIROXICAM; PIROXICAM; GEL. 5 MG 30 G x 1 (/G); GOB;510408901161113; PIROXICAM; PIROXICAM; 5 MG/G GEL DERM CT BG AL X 30 G  ; GOB
28224; GARDENAL; NOT FOUND; GOTAS INF 40 MG 20 ML x 1 (/ML); S_A;502805203131313; GARDENAL; NOT FOUND; 40 MG/ML SOL OR PED CT FR VD AMB GOT X 20 ML; S_A
76261; PANTOPRAZOL; PANTOPRAZOL; CPR REVEST 40 MG x 42; MD7;525009608114111; PANTOPRAZOL; PANTOPRAZOL; 40 MG COM REV CT BL AL/AL X 42; MD7
47670; BIOFENAC; NOT FOUND; CPR LAQ ENT. 50 MG x 20; A4H;500500803112416; BIOFENAC; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 20; A4H
62379; BROMOPAN; NOT FOUND; CAPS 10 MG x 20; UCI;532900601116410; BROMOPAN; NOT FOUND; 10 MG CAP GEL DURA CT 2 BL AL PLAS INC X 10; UCI
62824; MICONAL; NOT FOUND; CAPS 100 MG x 4; DFP;507300903110410; MICONAL; NOT FOUND; 100 MG CAP GEL DURA CT BL AL PLAS INC X 4; DFP
56092; ANDANTOL; NOT FOUND; GEL. 7.50 MG 40 G x 1 (/G); A4H;500507701161415; ANDANTOL; NOT FOUND; 7.5 MG/G GELEIA CT BG AL X 40 G; A4H
113382; PEMEKER; NOT FOUND; F.A PO LIOF 500 MG x 1; ZD1;534213030009704; PEMEKER; NOT FOUND; 500 MG PO LIOF SOL INJ CT FA VD TRANS; ZD1
9310; SANDOMIGRAN; NOT FOUND; DRAG 0.50 MG x 20; NVR;526513601118417; SANDOMIGRAN; NOT FOUND; 0.5 MG DRG CT 2 BL AL PLAS INC X 10; NVR
73405; AMINOTRAT; NOT FOUND; AMP. 24 MG 10 ML x 50 (/ML); NVA;526304001150415; AMINOTRAT; NOT FOUND; 24 MG/ ML SOL INJ IM IV CX 50 AMP VD AMB X 10 ML (EMB HOSP) ; NVA
147841; GABAPENTINA; GABAPENTINA; CAPS 300 MG x 60; PZ8;528513040121906; GABAPENTINA; GABAPENTINA; 300 MG CAP DURA CT BL AL PLAS TRANS X 60; PZ8
47859; TRAMAL; NOT FOUND; CAPS 50 MG x 10; PFZ;522239404117410; TRAMAL; NOT FOUND; 50 MG CAP CT BL AL PLAS OPC X 10 ; PFZ
57818; TALERC; NOT FOUND; XAROPE 2 MG 50 ML x 1 (/ML); A4H;500513803116316; TALERC; NOT FOUND; 2 MG/ML XPE CT FR VD AMB X 50 ML; A4H
28197; AMPLICTIL; NOT FOUND; CPR 25 MG x 20; S_A;502800702113311; AMPLICTIL; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; S_A
32553; PIPORTIL L4; NOT FOUND; AMP. RETARD 25 MG 1 ML x 3; S_A;502809602154311; PIPORTIL L4; NOT FOUND; 25 MG/ML SOL INJ CX 3 AMP VD AMB X 1 ML; S_A
78571; BROMOPRIDA; BROMOPRIDA; GOTAS 4 MG 20 ML x 1 (/ML); EUF;508028201131112; BROMOPRIDA; BROMOPRIDA; 4MG/ML SOL OR CT FR PLAS OPC GOT X 20ML ; EUF
93530; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); CF2;506314301160112; ACICLOVIR; ACICLOVIR; 50 MG/G CREM DERM CT BG AL X 10G ; CF2
67186; SALICETIL; NOT FOUND; CPR 100 MG x 500 (INF); BRT;504913100009004; SALICETIL; NOT FOUND; 100 MG CM CT BL AL PLAS INC X 500 (EMB MULTIPLA) ; BRT
68167; BROM FENOTEROL; NOT FOUND; GOTAS 5 MG 20 ML x 1 (/ML); GM2;526120103139118; BROMIDRATO FENOTEROL; BROMIDRATO FENOTEROL; 5 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; GM2
84665; IBUPROFENO; IBUPROFENO; GOTAS 50 MG 30 ML x 1 (/ML); PZ8;528529505136113; IBUPROFENO; IBUPROFENO; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML ; PZ8
61723; FORADIL; NOT FOUND; CAP INAL REF 12 Y x 30; NVR;526506702176411; FORADIL; NOT FOUND; 12 MCG CAP PO INAL CT BL AL/AL X 30; NVR
62061; APMED; NOT FOUND; XAR. 240 ML x 1; CM5;506406601136417; APMED; NOT FOUND; XPE CT FR VD AMB X 240 ML; CM5
74092; SECNIDAZOL; SECNIDAZOL; CPR 1000 MG x 200; PZ8;528527714110110; SECNIDAZOL; SECNIDAZOL; 1000 MG COM REV CT BL AL PLAS INC X 200 (EMB FRAC); PZ8
100265; LAMOTRIGINA; LAMOTRIGINA; CPR 25 MG x 30; EUF;508012060092206; LAMOTRIGINA; LAMOTRIGINA; 25MG COM CT BL AL PLAS TRANS X 30; EUF
48662; ALIN; NOT FOUND; CPR MASC 400 MG x 1; MLL;529100101119413; ALIN; NOT FOUND; 400 MG COM MAST CT BL AL PLAS INC X 1; MLL
62740; DICLOFENACO SOD; DICLOFENACO SODICO; CPR 50 MG x 20; BF8;504600701111117; DICLOFENACO SODICO; DICLOFENACO SODICO; 50 MG COM REV CT  BL AL PLAS INC X 20 ; BF8
61755; SUCC SOD HIDROC; SUCCINATO SODICO HIDROCORTISONA; F.A LIOF PL 100 MG 2 ML x 50; EUF;508011903152115; SUCCINATO SODICO HIDROCORTISONA; SUCCINATO SODICO HIDROCORTISONA; 100 MG PO LIOF P/ SOL INJ CT 50 FA VD INC + 50 DIL AMP VD INC X 2 ML ; EUF
77159; DIOVAN; NOT FOUND; CPR REVEST 320 MG x 14; NVR;526504812111316; DIOVAN; NOT FOUND; 320 MG COM REV CT BL AL/AL X 14; NVR
78478; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 14; MB9;525905901115110; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 14 ; MB9
78244; VIDENFIL; NOT FOUND; CPR 50 MG x 4; SDZ;511517005112413; VIDENFIL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 4; SDZ
163264; INVOKANA; NOT FOUND; CPR REVEST 300 MG x 10; J_C;514514110027302; INVOKANA; NOT FOUND; 300 MG COM REV OR CT BL AL PLAS TRANS X 10; J_C
62052; CELLOZINA; NOT FOUND; F.AMP 1 G x 25; AA0;541512030000604; CELLOZINA; NOT FOUND; 1 G PO INJ CX 25  FA VD INC; AA0
58166; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; GM2;526100407116113; AMOXICILINA; AMOXICILINA; 500 MG COM CT BL AL PLAS LEIT X 21; GM2
93140; DIMEFTAL; NOT FOUND; CPR MAST 125 MG x 10; GOB;510415201119419; DIMEFTAL; NOT FOUND; 125MG COM CT BL AL PVC INC X 10; GOB
102150; TENOLON; NOT FOUND; CPR 25 MG x 504; VAP;533506806111411; TENOLON; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 504; VAP
56252; ATACAND; NOT FOUND; CPR 16 MG x 20; AZN;502300301111217; ATACAND; NOT FOUND; 16.0 MG COM CT BL AL PLAS INC X 20 ; AZN
72529; PIELOGRAF; NOT FOUND; F.IV 76 % 50 ML x 25; JIM;515000408158417; PIELOGRAF; NOT FOUND; 76 PCC SOL INJ CX 25 FA X 50 ML; JIM
71965; GEMCIT; NOT FOUND; F.IV INFUSAO 1 G x 1; SDZ;511511201157417; GEMCIT; NOT FOUND; 1 G PO LIOF INJ CT FA VD INC ; SDZ
76832; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 14; GOB;510412302119118; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 14; GOB
74631; CIMEGRIPE BEBE; NOT FOUND; GOTAS 100 MG 15 ML x 1 (/ML); CM5;506409201139413; CIMEGRIPE BEBE; NOT FOUND; 100 MG/ ML SUS OR CT FR PET OPC X 15 ML + SERINGA DOSADORA; CM5
65292; GLICARON; NOT FOUND; CPR 80 MG x 20; CF2;506312302119411; GLICARON; NOT FOUND; 80 MG COM CT BL AL PLAS INC X 20; CF2
71778; SIMETICONA; SIMETICONA; GOTAS 75 MG 15 ML x 200 (/ML); PZ8;528525004132112; SIMETICONA; SIMETICONA; 75 MG/ML EMU OR CX 200 FR PLAS OPC GOT X 15 ML (EMB HOSP) ; PZ8
72521; GLIMEPIRIDA; GLIMEPIRIDA; CPR 2 MG x 60; MD7;525068911111119; GLIMEPIRIDA; GLIMEPIRIDA; 2 MG COM CT BL AL PLAS INC X 60; MD7
71647; SECDAZOL; NOT FOUND; CPR REVEST 1000 MG x 500; VAP;533506503117411; SECDAZOL; NOT FOUND; 1000 MG COM CT 250 ENV AL X 2; VAP
58253; FUMARATO CETOTI; FUMARATO CETOTIFENO; XAR. 0.20 MG 120 ML x 1 (/ML); MD7;525006402132118; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 0.2 MG/ML XPE CT FR VD AMB X 120 ML+ CP MED; MD7
77381; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); NV7;542012040000606; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC  GOT X 20 ML; NV7
59020; PROP CLOBETASOL; NOT FOUND; POM. 0.50 MG 30 G x 1 (/G); EUF;508016902162118; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G POM DERM CT BG AL X 30 G ; EUF
74193; RASILEZ; NOT FOUND; CPR REVEST 300 MG x 28; NVR;526529304118311; RASILEZ; NOT FOUND; 300 MG COM REV CT BL AL/AL X 28; NVR
73653; CARBOCISTEINA; CARBOCISTEINA; XAR. PED. 20 MG 100 ML x 1 (/ML); GOB;510408605137114; CARBOCISTEINA; CARBOCISTEINA; 20 MG/ML XPE CT FR PEAD X 100 ML + CP MED; GOB
100194; PARACETAMOL; PARACETAMOL; CPR 750 MG x 20; CF2;506312080027506; PARACETAMOL; PARACETAMOL; 750 MG COM CT BL AL PLAS AMB X 20; CF2
61352; OSTEOFAR; NOT FOUND; CPR 70 MG x 4; ELO;517104103112413; OSTEOFAR; NOT FOUND; 70 MG COM CT ENV AL POLIET X 4; ELO
64757; CLOPAM; NOT FOUND; GOTAS 2.50 MG 20 ML x 1 (/ML); CT6;506702601137411; CLOPAM; NOT FOUND; 2.5 MG/ML SOL OR CT FR VD AMB X 20 ML; CT6
69529; DIPRIN; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); GOB;510406003131413; DIPRIN; NOT FOUND; 500 MG/ ML SOL ORAL CT FR PLAS OPC GOT X 10 ML; GOB
48371; TERRAMICINA; NOT FOUND; A.IM 100 MG 2 ML x 5; PFZ;522203601151416; TERRAMICINA; NOT FOUND; 100 MG SOL INJ CX 5 AMP VD INC X 2 ML; PFZ
85855; DICLOFENACO SOD; DICLOFENACO SODICO; CPR REVEST 50 MG x 20; LG6;538800703110116; DICLOFENACO SODICO; DICLOFENACO SODICO; 50 MG COM REV LIB RETARD CT BL AL PLAS INC X 20; LG6
80913; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; A4H;500514101115113; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 15; A4H
78003; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 8; SDZ;511516704114115; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM CT BL AL PLAS INC X 8; SDZ
64774; ERITROMAX; NOT FOUND; F.AMP 4000 IU 1 ML x 1; BU_;504401915152413; ERITROMAX; NOT FOUND; 4000 UI/ML SOL INJ CX FA VD INC X 1 ML; BU_
68853; MIODON; NOT FOUND; CPR REVEST 200 MG x 30; BS2;504109703116411; MIODON; NOT FOUND; 200 MG COM REV CT BL AL PLAS INC X 30; BS2
62027; LISINOPRIL; LISINOPRIL; CPR 20 MG x 30; SDZ;511505405110112; LISINOPRIL; LISINOPRIL; 20 MG COM CT BL AL PLAS INC X 30; SDZ
60789; ATENOPRESS; NOT FOUND; CPR REVEST 25 MG x 28; SDZ;511500802111416; ATENOPRESS; NOT FOUND; 25 MG COM BL AL PLAS INC X 28; SDZ
42287; OLCADIL; NOT FOUND; CPR 2 MG x 20; NVR;526512002113411; OLCADIL; NOT FOUND; 2 MG COM CT STR AL X 20 ; NVR
47022; CALTREN; NOT FOUND; CPR 10 MG x 20; LIB;523700701118413; CALTREN; NOT FOUND; 10 MG COM CT BL PLAS AMB X 20; LIB
103028; ISOTRETINOINA; ISOTRETINOINA; CAPS 20 MG x 30; GM2;526112080086706; ISOTRETINOINA; ISOTRETINOINA; 20 MG CAP GEL MOLE CT BL AL/AL X 30; GM2
71282; PARACETAMOL; PARACETAMOL; SUSP ORAL 32 MG 60 ML x 1 (/ML); GM2;526121908130111; PARACETAMOL; PARACETAMOL; 32 MG/ML SUS OR CT FR PLAS TRANS X 60 ML + CP MED ; GM2
80687; PRAVASTAT SODIC; NOT FOUND; CPR 40 MG x 30; M_S;525421201115118; PRAVASTATINA SODICA; PRAVASTATINA SODICA; 40 MG COM CT BL AL/AL X 30; M_S
47465; NEO LINCO; NOT FOUND; AMP. 600 MG 2 ML x 1; N_Q;519009702159412; NEO LINCO; NOT FOUND; INJ 600MG (CX C/1 AMP C/2ML); N_Q
71697; ONTRAX; NOT FOUND; AMP. 2 MG 2 ML x 20 (/ML); BU_;504403205152414; ONTRAX; NOT FOUND; 2 MG/ML SOL INJ CX 20 AMP VD AMB X 2 ML; BU_
63921; PANTOPAZ; NOT FOUND; CPR REVEST 40 MG x 28; SDZ;511507505112415; PANTOPAZ; NOT FOUND; 40 MG COM REV CT BL AL/AL X 28; SDZ
76751; FOS DIS DEXAMET; NOT FOUND; AMP. 2 M 1 ML x 50 (/ML); FM_;508303006150115; FOSFATO DISSODICO DEXAMETASONA; NOT FOUND; 2 MG/ML SOL INJ CX 50 AMP VD INC X 1 ML (EMB HOSP); FM_
77147; XARELTO; NOT FOUND; CPR REVEST 10 MG x 30; BYP;538901204111219; XARELTO; NOT FOUND; 10 MG COM REV CT BL AL PP X 30 ; BYP
57050; CLINDAMIN C; NOT FOUND; CAPS 300 MG x 16; TTB;520706401111416; CLINDAMIN C; NOT FOUND; 300 MG CAP GEL DURA CT BL AL PLAS INC X 16; TTB
58985; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; SNV;530800402115115; AMOXICILINA; AMOXICILINA; 500 MG CAPGEL DURA CT BL AL PLAS INC X 21; SNV
66776; PANTOPRAZOL; PANTOPRAZOL; CPR REVEST 20 MG x 14; GM2;526114702115114; PANTOPRAZOL; PANTOPRAZOL; 20 MG COM REV CT  BL AL PLAS OPC  X 14; GM2
57258; ENAPROTEC; NOT FOUND; CPR 10 MG x 30; SDZ;511503604116416; ENAPROTEC; NOT FOUND; 10 MG COM CT BL AL/AL X 30; SDZ
96911; TEKZOR; NOT FOUND; CPR REVEST 50 MG x 60; GM2;526137201112413; TEKZOR; NOT FOUND; 50 MG COM REV CT BL AL PLAS OPC X 60; GM2
10133; TERRAMICINA; NOT FOUND; CAPS 500 MG x 100; PFZ;522203602113410; TERRAMICINA; NOT FOUND; 500 MG CAP GEL DURA CX STR AL/AL X 100; PFZ
55303; PRONAZOL; NOT FOUND; CAPS 150 MG x 2; DFP;507301303117412; PRONAZOL; NOT FOUND; 150 MG CAP GEL DURA CT BL AL PLAS INC X 2; DFP
75564; IBUPROFENO; IBUPROFENO; GOTAS 50 MG 30 ML x 1 (/ML); GOB;510411901132113; IBUPROFENO; IBUPROFENO; 50 MG/ML SUSP OR FR PLAS GOT X 30 ML; GOB
51685; ARTRODAR; NOT FOUND; CAPS 50 MG x 30; TPQ;532800201116417; ARTRODAR; NOT FOUND; 50 MG CAP GEL CT 3 BL AL PLAS INC X 10; TPQ
83737; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 2; MD7;525074112111112; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 2; MD7
51308; MERONEM; NOT FOUND; F.IV SOLV 500 MG x 10; AZN;502302502155315; MERONEM; NOT FOUND; 500 MG PO INJ CT 10 FA VD INC; AZN
60174; ENALAMED; NOT FOUND; CPR 20 MG x 30; CM5;506412050025603; ENALAMED; NOT FOUND; 20 MG COM CT STRIP AL X 30; CM5
72123; LORSACOR; NOT FOUND; CPR REVEST 50 MG x 60; SDZ;511513080057803; LORSACOR; NOT FOUND; 50 MG COM REV CT  BL AL PLAS OPC X 60; SDZ
2095; CARNABOL; NOT FOUND; CPR x 20; A4H;500501701119411; CARNABOL; NOT FOUND; COM OR CT STR AL X 20; A4H
65251; MENOXITON; NOT FOUND; CPR 15 MG x 10; ROY;530205601115411; MENOXITON; NOT FOUND; 15 MG COM CT BL AL PLAS INC X 10 ; ROY
76588; AMPICILINA; AMPICILINA; CAPS 500 MG x 12; PZ8;528528708114116; AMPICILINA; AMPICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 12; PZ8
80214; VENVANSE; NOT FOUND; CAPS 30 MG x 28; SHI;540200402111213; VENVANSE; NOT FOUND; 30 MG CAP GEL DURA CT FR PLAS OPC X 28; SHI
71921; LEVOID; NOT FOUND; CPR 150 Y x 30; A4H;500511608111411; LEVOID; NOT FOUND; 150 MCG COM CT BL AL AL X 30; A4H
67069; FORMYN; NOT FOUND; CPR 500 MG x 30; MB9;525903502116419; FORMYN; NOT FOUND; 500 MG COM REV CX BL AL PLAS INC X 30; MB9
96187; CLOR TANSULOSI; CLORIDRATO TANSULOSINA; CAPS 0.40 MG x 20; GOB;510412040070706; CLORIDRATO TANSULOSINA; CLORIDRATO TANSULOSINA; 0.4 MG CAP GEL DURA BL AL PLAS INC X 20 ; GOB
69719; UNOPROST; NOT FOUND; CPR 4 MG x 30; APS;501603104118411; UNOPROST; NOT FOUND; 4 MG COM CT 2 BL AL PLAS INC X 15; APS
57242; CLO LINCOMICINA; CLORIDRATO LINCOMICINA; AMP. 300 MG 1 ML x 1; N_Q;519006401158110; CLORIDRATO LINCOMICINA; CLORIDRATO LINCOMICINA; 300 MG/ML SOL INJ CT AMP VD INC X 1 ML; N_Q
78597; ENDOFER; NOT FOUND; CPR MAST 100 MG x 20; BS2;504111704116415; ENDOFER; NOT FOUND; 100 MG COM MAST CT STR X 20; BS2
69195; OXCARBAZEPINA; OXCARBAZEPINA; CPR REVEST 300 MG x 30; MD7;525067602115111; OXCARBAZEPINA; OXCARBAZEPINA; 300 MG COM REV CT BL AL PLAS INC X 30; MD7
62683; CLORTON; NOT FOUND; CPR 50 MG x 28; P7B;527901002112419; CLORTON; NOT FOUND; 50 MG COM CT 2 BL AL PLAS INC X 14; P7B
66303; DESONIDA; DESONIDA; POM.DERMAT 0.50 MG 30 G x 1 (/G); MD7;525064204161119; DESONIDA; DESONIDA; 0.5 MG/G POM DERM CT BG AL X 30G ; MD7
49579; CALCORT; NOT FOUND; CPR 6 MG x 20; S_A;502801902116310; CALCORT; NOT FOUND; 6 MG COM CT BL AL PLAS INC X 20; S_A
61384; CEFACIMED; NOT FOUND; CAPS 500 MG x 8; CM5;506401501117411; CEFACIMED; NOT FOUND; 500 MG CAP GEL DURA CT  BL AL PLAS INC X 8 ; CM5
61288; BES ANLODIPINO; BESILATO ANLODIPINO; CPR 5 MG x 20; TTB;520703701114114; BESILATO ANLODIPINO; BESILATO ANLODIPINO; 5 MG COM  BL AL PLAS OPC X 20; TTB
77576; FLUXTAR SR; NOT FOUND; CAPS 6 MG x 20; DFP;507301803111413; FLUXTAR SR; NOT FOUND; 6 MG CAP GEL C/ MCGRAN AP CT BL AL PVC ACLAR PL X 20; DFP
82363; ESCITAN; NOT FOUND; CPR REVEST 50 MG x 2; MD7;525074407111415; ESCITAN; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 2; MD7
75638; DERMATOL; NOT FOUND; POM.DERMAT 0.50 MG 30 G x 1 (/G); GM2;526129401167415; DERMATOL; NOT FOUND; 0.5 MG/G CREM CT BG AL X 30G; GM2
50023; BAMIFIX; NOT FOUND; DRAG 300 MG x 20; CHS;508500701110418; BAMIFIX; NOT FOUND; 300 MG DRG CT BL AL PLAS INC X 20; CHS
73182; EVOTABINA; NOT FOUND; F.AMP 10 MG 5 ML x 1 (/ML); EVB;536700502151411; EVOTABINA; NOT FOUND; 10 MG/ML SOL INJ CT FA VD INC X 5 ML ; EVB
50114; HYTRIN; NOT FOUND; CPR 2 MG x 14; ABT;500203801115316; HYTRIN; NOT FOUND; 2 MG COM CT BL AL PLAS INC X 14; ABT
114416; MAL TRIMEBUTINA; MALEATO TRIMEBUTINA; CAPS 200 MG x 60; EUF;508013090098906; MALEATO TRIMEBUTINA; MALEATO TRIMEBUTINA; 200 MG CAP GEL MOLE CT BL AL PLAS TRANS X 60; EUF
46435; HIGROTON; NOT FOUND; CPR 25 MG x 42; NVR;526507302112315; HIGROTON; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 42; NVR
159938; DORSANOL; NOT FOUND; PO ENV CA EC 500 MG 5 G x 50; MB9;525914070020304; DORSANOL; NOT FOUND; 500 MG PO SOL CX 50 ENV AL/PLAS 5 G (EMB MULT) MEL LIMAO ; MB9
76590; ATENOLOL; ATENOLOL; CPR 100 MG x 30; P7B;527906001114117; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 30 ; P7B
59050; BETASERC; NOT FOUND; CPR 16 MG x 30; ABT;500214100032517; BETASERC; NOT FOUND; 16 MG COM CT BL AL PLAS INC X 30; ABT
