63813, AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 18,504600202113114, AMOXICILINA CLAVULANATO POTASSIO, NOT FOUND, 50MG/ML + 12
74350, CLOR LIDOCAINA, CLORIDRATO LIDOCAINA, CREME DERMAT 40 MG 30 G x 1 (/G),507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
74350, CLOR LIDOCAINA, CLORIDRATO LIDOCAINA, CREME DERMAT 40 MG 30 G x 1 (/G),507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
74350, CLOR LIDOCAINA, CLORIDRATO LIDOCAINA, CREME DERMAT 40 MG 30 G x 1 (/G),507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
74350, CLOR LIDOCAINA, CLORIDRATO LIDOCAINA, CREME DERMAT 40 MG 30 G x 1 (/G),507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708305112119, CLORTALIDONA, CLORTALIDONA, 25MG X 90 COMP (EMB FRAC)
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708301117116, CLORTALIDONA, CLORTALIDONA,12
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708304116110, CLORTALIDONA, CLORTALIDONA,12
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708302113114, CLORTALIDONA, CLORTALIDONA, 25MG 4 BL X 15 COMP
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708301117116, CLORTALIDONA, CLORTALIDONA,12
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708302113114, CLORTALIDONA, CLORTALIDONA, 25 MG 4 BL X 15 COMP
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708303111115, CLORTALIDONA, CLORTALIDONA, 50 MG 3 BL X 10 COMP
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708306119117, CLORTALIDONA, CLORTALIDONA, 50MG X 90 COMP (EMB FRAC)
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708306119117, CLORTALIDONA, CLORTALIDONA, 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708304116110, CLORTALIDONA, CLORTALIDONA, 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)   
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708305112119, CLORTALIDONA, CLORTALIDONA, 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)   
62450, CLORTALIDONA, CLORTALIDONA, CPR 50 MG x 30,507708303111115, CLORTALIDONA, CLORTALIDONA, 50MG 3 BL X 10 COMP
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML),507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML),507706901176117, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOL NASAL 10ML
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML),507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML),507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML),507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML),507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML),507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507729105112118, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLAS INC X 60
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507729107115114, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC)
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507729103111114, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG 3 BLT C/ 10 COMP
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507729101117115, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLAS INC X 30
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507729103111114, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500MG 3 BLT C/ 10 COMP
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507729108111112, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC)
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507729106119116, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1 G COM REV CT BL AL/AL X 90 (EMB FRAC)
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507729104116111, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 60
67097, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 60,507729102113113, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1G 3 BLT C/ 10 COMP
61965, CETOPROFENO GEL, NOT FOUND, GEL. 25 MG 30 G x 1 (/G),507706005111110, CETOPROFENO, CETOPROFENO, 50 MG CAP GEL DURA CT BL AL PLAS INC X 60 (EMB FRAC)
61965, CETOPROFENO GEL, NOT FOUND, GEL. 25 MG 30 G x 1 (/G),507706001116118, CETOPROFENO, CETOPROFENO, 50MG 1 BL X 24 CAPS
61965, CETOPROFENO GEL, NOT FOUND, GEL. 25 MG 30 G x 1 (/G),507706004158113, CETOPROFENO, CETOPROFENO, 50 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML (EMB HOSP)
61965, CETOPROFENO GEL, NOT FOUND, GEL. 25 MG 30 G x 1 (/G),507706002163111, CETOPROFENO, CETOPROFENO, 25 MG/G GEL CT BG AL X 30 G
61965, CETOPROFENO GEL, NOT FOUND, GEL. 25 MG 30 G x 1 (/G),507706002163111, CETOPROFENO, CETOPROFENO, GEL BISN C/ 30 G
61965, CETOPROFENO GEL, NOT FOUND, GEL. 25 MG 30 G x 1 (/G),507706001116118, CETOPROFENO, CETOPROFENO, 50 MG 1 BL X 24 CAPS
95598, CLO PIOGLITAZO, CLORIDRATO PIOGLITAZONA, CPR 45 MG x 15,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
95598, CLO PIOGLITAZO, CLORIDRATO PIOGLITAZONA, CPR 45 MG x 15,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
95598, CLO PIOGLITAZO, CLORIDRATO PIOGLITAZONA, CPR 45 MG x 15,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
95598, CLO PIOGLITAZO, CLORIDRATO PIOGLITAZONA, CPR 45 MG x 15,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
95598, CLO PIOGLITAZO, CLORIDRATO PIOGLITAZONA, CPR 45 MG x 15,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
95598, CLO PIOGLITAZO, CLORIDRATO PIOGLITAZONA, CPR 45 MG x 15,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
67515, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20,507727901116117, CLOR ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 25MG C/20 COMP
67515, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
67515, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20,507727901116117, CLOR ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 25 MG C/20 COMP
67515, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
67515, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
67515, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
67515, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
67515, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
67515, CLO ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, CPR 25 MG x 20,507727902112115, CLOR ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 75 MG COM LIB LENTA CT BL AL PLAS LEIT X 20
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507729004111116, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5 MG + 50 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC)
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507729001112111, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5 MG + 50 MG COM CT BL AL PLAS LEITOSO X 30
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507729003115118, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND,2
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507729001112111, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND,5
70762, CLOR AMILO HCT, NOT FOUND, CPR 2.50 MG x 90 (/25),507729002119111, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND,2
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708305112119, CLORTALIDONA, CLORTALIDONA, 25MG X 90 COMP (EMB FRAC)
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708301117116, CLORTALIDONA, CLORTALIDONA,12
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708304116110, CLORTALIDONA, CLORTALIDONA,12
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708302113114, CLORTALIDONA, CLORTALIDONA, 25MG 4 BL X 15 COMP
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708301117116, CLORTALIDONA, CLORTALIDONA,12
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708302113114, CLORTALIDONA, CLORTALIDONA, 25 MG 4 BL X 15 COMP
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708303111115, CLORTALIDONA, CLORTALIDONA, 50 MG 3 BL X 10 COMP
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708306119117, CLORTALIDONA, CLORTALIDONA, 50MG X 90 COMP (EMB FRAC)
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708306119117, CLORTALIDONA, CLORTALIDONA, 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708304116110, CLORTALIDONA, CLORTALIDONA, 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)   
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708305112119, CLORTALIDONA, CLORTALIDONA, 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)   
62449, CLORTALIDONA, CLORTALIDONA, CPR 25 MG x 60,507708303111115, CLORTALIDONA, CLORTALIDONA, 50MG 3 BL X 10 COMP
59871, CARBAMAZEPINA, CARBAMAZEPINA, CPR 200 MG x 20,507704003111117, CARBAMAZEPINA, CARBAMAZEPINA, (C1) 400MG 2 BL X 10COMP
59871, CARBAMAZEPINA, CARBAMAZEPINA, CPR 200 MG x 20,507704004215420, CARBAMAZEPINA, CARBAMAZEPINA, 120 MG COM REV CT BL AL PLAS INC X 30
59871, CARBAMAZEPINA, CARBAMAZEPINA, CPR 200 MG x 20,507704001119110, CARBAMAZEPINA, CARBAMAZEPINA, (C1) 200 MG 2 BL X 10COMP
59871, CARBAMAZEPINA, CARBAMAZEPINA, CPR 200 MG x 20,507704003111117, CARBAMAZEPINA, CARBAMAZEPINA, (C1) 400 MG 2 BL X 10COMP
59871, CARBAMAZEPINA, CARBAMAZEPINA, CPR 200 MG x 20,507704001119110, CARBAMAZEPINA, CARBAMAZEPINA, (C1) 200MG 2 BL X 10COMP
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
69158, CLO OXIBUTININA, CLORIDRATO OXIBUTININA, XAR. 1 MG 120 ML x 1 (/ML),507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
69158, CLO OXIBUTININA, CLORIDRATO OXIBUTININA, XAR. 1 MG 120 ML x 1 (/ML),507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
69158, CLO OXIBUTININA, CLORIDRATO OXIBUTININA, XAR. 1 MG 120 ML x 1 (/ML),507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
69158, CLO OXIBUTININA, CLORIDRATO OXIBUTININA, XAR. 1 MG 120 ML x 1 (/ML),507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
69158, CLO OXIBUTININA, CLORIDRATO OXIBUTININA, XAR. 1 MG 120 ML x 1 (/ML),507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
69158, CLO OXIBUTININA, CLORIDRATO OXIBUTININA, XAR. 1 MG 120 ML x 1 (/ML),507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
69158, CLO OXIBUTININA, CLORIDRATO OXIBUTININA, XAR. 1 MG 120 ML x 1 (/ML),507735101131112, CLORIDRATO OXIBUTININA, CLORIDRATO OXIBUTININA, 1 MG/ML XPE CT FR VD AMB X 120 ML + CP MED
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML),507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML),507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML),507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML),507730802115112, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS LEIT X 30
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML),507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML),507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML),507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
67454, CLONAZEPAM, CLONAZEPAM, GOTAS 2.50 MG 20 ML x 1 (/ML),507730801135111, CLONAZEPAM, CLONAZEPAM,2
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507730307114115, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 60 (EMB HOSP)
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507730308110113, CAPTOPRIL, CAPTOPRIL,12
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507730310115119, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507703804110110, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50 MG + 25 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC)
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507730305111119, CAPTOPRIL, CAPTOPRIL, 50 MG 2 BL X 15 COMP
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507730306118117, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 60 (EMB HOSP)
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507730302112114, CAPTOPRIL, CAPTOPRIL, 25MG 2 BL X 15 COMP
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507703803114112, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25 MG 1BL X 15 COMP
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507730309117111, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507730305111119, CAPTOPRIL, CAPTOPRIL, 50MG 2 BL X 15 COMP
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507703803114112, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25MG 1BL X 15 COMP
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507730302112114, CAPTOPRIL, CAPTOPRIL, 25 MG 2 BL X 15 COMP
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507703801111116, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25MG 2BL X 15 COMP
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507703801111116, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25 MG 2BL X 15 COMP
57027, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 30,507730311111117, CAPTOPRIL, CAPTOPRIL,12
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
57053, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 25,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
51080, CECLOR AF, NOT FOUND, DRAG L.P 750 MG x 10,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
51080, CECLOR AF, NOT FOUND, DRAG L.P 750 MG x 10,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP
51080, CECLOR AF, NOT FOUND, DRAG L.P 750 MG x 10,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP
51080, CECLOR AF, NOT FOUND, DRAG L.P 750 MG x 10,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP
51080, CECLOR AF, NOT FOUND, DRAG L.P 750 MG x 10,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP
51080, CECLOR AF, NOT FOUND, DRAG L.P 750 MG x 10,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP
70519, CHRON ASA 5, NOT FOUND, CPR REVEST 500 MG x 50,507727103112416, CHRON ASA 5, NOT FOUND, 800 MG COM REVE CT 2 BL AL PLAS INC X 10
70519, CHRON ASA 5, NOT FOUND, CPR REVEST 500 MG x 50,507727102116418, CHRON ASA 5, NOT FOUND, 400 MG COM REVE CT 3 BL AL PLAS INC X 10
70519, CHRON ASA 5, NOT FOUND, CPR REVEST 500 MG x 50,507727101179416, CHRON ASA 5, NOT FOUND, 3 G PO EXT CT ENV AL + DIL X 100 ML
71743, CLOR RANITIDINA, CLORIDRATO RANITIDINA, XPE 75 MG 120 ML x 1 (/5ML),507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP
71743, CLOR RANITIDINA, CLORIDRATO RANITIDINA, XPE 75 MG 120 ML x 1 (/5ML),507707404117110, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300MG X 10 COMP REV
71743, CLOR RANITIDINA, CLORIDRATO RANITIDINA, XPE 75 MG 120 ML x 1 (/5ML),507707401118116, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG 5 STP C/4 COMP
71743, CLOR RANITIDINA, CLORIDRATO RANITIDINA, XPE 75 MG 120 ML x 1 (/5ML),507707403110112, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150MG X 10 COMP REV
