77003, CARVEDILOL, CARVEDILOL, CPR 25 MG x 30, MD7,525071504114119, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 30, MD7
71256, CLORTALIL, NOT FOUND, CPR 25 MG x 60, E3S,507708404110416, CLORTALIL, NOT FOUND, 25 MG COM CT ENV AL X 60, E3S
77953, AH ZUL, NOT FOUND, CPR REVEST 100 MG x 4, LG6,538806302118417, AH ZUL, NOT FOUND, 100 MG COM REV CT BL AL PLAS OPC X 4, LG6
77631, DIAZEPAM, DIAZEPAM, CPR 10 MG x 20, N_Q,519030902110113, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 20, N_Q
79597, VALSARTANA, VALSARTANA, CPR REVEST 320 MG x 60, MD7,525073108119114, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL/AL X 60, MD7
71659, AAS PROTECT, NOT FOUND, CPR REVEST 100 MG x 30, S_A,530500107118411, AAS, NOT FOUND, 100 MG COM REV CT BL AL/AL X 30, S_A
76889, PRAVAST SODIC, NOT FOUND, CPR 10 MG x 30, MD7,525071201111113, PRAVASTATINA SODICA, PRAVASTATINA SODICA, 10 MG COM CT BL AL AL X 30, MD7
79600, ATORVASTATINA, ATORVASTATINA, CPR REVEST 20 MG x 30, MD7,525073509113117, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 30, MD7
59684, AMLOVASC, NOT FOUND, CPR 10 MG x 30, SDZ,511500406119414, AMLOVASC, NOT FOUND, 10 MG COM CT BL AL PLAS LEIT X 30, SDZ
70322, PARACETAMOL, PARACETAMOL, CPR REVEST 750 MG x 20, LG6,538809303115114, PARACETAMOL, PARACETAMOL, 750 MG COM REV CT BL AL PLAS LEIT X 20, LG6
60377, ESTRINOLON, NOT FOUND, DRAG 0.625 MG x 28, E3S,507712702112415, ESTRINOLON, NOT FOUND, 0.625 MG COM REV CT BL AL PLAS INC X 28, E3S
54505, ZITRONEO, NOT FOUND, CPR 500 MG x 3, N_Q,519016903113412, ZITRONEO, NOT FOUND, 500 MG COM REV CT AL PLAS INC X 3, N_Q
71246, AMOXICILINA, AMOXICILINA, CPR 500 MG x 21, GM2,526100407116113, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 21, GM2
79558, VALSARTANA, VALSARTANA, CPR REVEST 40 MG x 30, E3S,507744401118110, VALSARTANA, VALSARTANA, 40 MG COM REV CT BL AL AL X 30, E3S
68499, NIMESULIDA, NIMESULIDA, CPR 100 MG x 12, FAS,508708301115119, NIMESULIDA, NIMESULIDA, 100 MG COM CT BL AL PLAS INC X 12, FAS
66775, PANTOPRAZOL, PANTOPRAZOL, CPR REVEST 40 MG x 28, GM2,526114701119116, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REVES CT BL AL PLAS BCO LEIT X 28, GM2
76646, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 10 MG x 15, GM2,526130903111118, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 15, GM2
56332, PRANDIN, NOT FOUND, CPR 1 MG x 30, MD7,525010402117419, PRANDIN, NOT FOUND, 1 MG COM CT BL AL/AL X 30, MD7
76493, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 150 MG x 14, LG6,538800601113116, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 14, LG6
73833, LOSARTAN POTAS, NOT FOUND, CPR REVEST 50 MG x 30, LG6,538817902111117, LOSARTANA POTASSICA, LOSARTANA POTASSICA, 50 MG COM REV CT BL AL PLAS LEIT X 30, LG6
66106, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 1 G x 30, GM2,526114001117110, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1 G COM REV CT BL AL PLAS INC X 30, GM2
57399, TILOXICAN, NOT FOUND, CPR 20 MG x 10, SDZ,511509001111411, TILOXICAN, NOT FOUND, 20 MG COM CT BL AL PLAS INC X 10, SDZ
48829, LIPANON, NOT FOUND, CAPS RETARD 250 MG x 30, FAS,508703303111411, LIPANON, NOT FOUND, 250 MG CAP GEL MICROG RETARD CT BL AL PLAST INC X 30, FAS
69557, HIDROCLOROTIAZI, NOT FOUND, CPR 50 MG x 20, GM2,526125502112117, HIDROCLOROTIAZIDA, HIDROCLOROTIAZIDA, 50 MG COM CT BL AL PLAS LEIT X 20, GM2
76989, MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CPR 2 MG x 20, N_Q,519006803116110, MALEATO DEXCLORFENIRAMINA, MALEATO DEXCLORFENIRAMINA, 2 MG COM CT BL AL PLAS INC X 20, N_Q
76690, BENESTARE, NOT FOUND, CPR REVEST 625 MG x 30, MD7,525072201115419, BENESTARE, NOT FOUND, 625 MG COM REV CT BL AL PLAS INC X 30, MD7
29016, EUCIL, NOT FOUND, CPR 10 MG x 20, FAS,508702202115413, EUCIL, NOT FOUND, 10 MG COMP CT BL AL PLAST INC X 20, FAS
61103, LISINOPRIL, LISINOPRIL, CPR 20 MG x 10, MD7,525007304118119, LISINOPRIL, LISINOPRIL, 20 MG COM CT BL AL PLAST INC X 10, MD7
59865, ATENOLOL, ATENOLOL, CPR 50 MG x 30, SDZ,511500703113119, ATENOLOL, ATENOLOL, 50 MG COM REV CT BL AL PLAS INC X 30, SDZ
68151, ALBENDAZOL, ALBENDAZOL, CPR MASC 400 MG x 1, MD7,525066603118116, ALBENDAZOL, ALBENDAZOL, 400 MG COM MAST CT BL AL PLAS INC X 1, MD7
68592, TINIDAZOL, TINIDAZOL, CPR REVEST 500 MG x 8, MD7,525067402116114, TINIDAZOL, TINIDAZOL, 500 MG COM REV CT BL AL PLAS INC X 8, MD7
68033, CEFALEXINA, CEFALEXINA, CAPS 500 MG x 8, MD7,525064306116112, CEFALEXINA, CEFALEXINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 8, MD7
3286, DIENPAX, NOT FOUND, CPR 10 MG x 20, S_A,530501502118417, DIENPAX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, S_A
80735, FUM QUETIAPINA, NOT FOUND, CPR REVEST 25 MG x 14, E3S,507745003116116, FUMARATO QUETIAPINA, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 14, E3S
62860, LORAPAN, NOT FOUND, CPR 2 MG x 20, N_Q,519018301110411, LORAPAN, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 20, N_Q
76915, RISEDRONATO SOD, RISEDRONATO SODICO, CPR REVEST 35 MG x 4, E3S,507741601116419, RISONATO, NOT FOUND, 35 MG COM REV CT BL AL PLAS OPC X 4, E3S
52670, NEO METFORMIN, NOT FOUND, CPR 850 MG x 30, N_Q,519009901119410, NEO METFORMIN, NOT FOUND, 850 MG COM CT BL AL PLAS INC X 30, N_Q
79602, ATORVASTATINA, ATORVASTATINA, CPR REVEST 10 MG x 30, MD7,525073504111116, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 30, MD7
63897, GENFIBROZILA, GENFIBROZILA, CPR REVEST 600 MG x 30, MD7,525063504119111, GENFIBROZILA, GENFIBROZILA, 600 MG COM REV CT BL AL PLAS INC X 30, MD7
33505, TICLID, NOT FOUND, DRAG 250 MG x 20, S_A,530505301117319, TICLID, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 20, S_A
81145, VALSARTANA, VALSARTANA, CPR REVEST 320 MG x 30, LG6,538806703112118, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL AL X 30, LG6
62643, FLATOL MAX, NOT FOUND, CAPS GEL 125 MG x 10, LG6,538815801113411, FLATOL MAX, NOT FOUND, 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10, LG6
66627, METILDOPA, METILDOPA, CPR REVEST 500 MG x 30, LR3,524308502115118, METILDOPA, METILDOPA, 500 MG COM CT BL AL PLAS INC X 30, LR3
56862, NEO LORATADIN, NOT FOUND, CPR 10 MG x 12, N_Q,519009801114417, NEO LORATADIN, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 12, N_Q
71844, CAPTOTEC, NOT FOUND, CPR 25 MG x 30, SDZ,511501305111416, CAPTOTEC, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30, SDZ
77344, MIOFIBRAX, NOT FOUND, CPR REVEST 10 MG x 30, LG6,538805104118412, MIOFIBRAX, NOT FOUND, 10 MG COM REV CT BL AL PLAS OPC X 30, LG6
69856, IBUPROFENO, IBUPROFENO, CPR REVEST 200 MG x 20, GM2,526122801119119, IBUPROFENO, IBUPROFENO, 200 MG COM REV CT BL AL PLAS LEIT X 20, GM2
63867, AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21, BF8,504600102119110, AMOXICILINA, AMOXICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 21, BF8
66301, CLOR AMITRIPTIL, CLORIDRATO AMITRIPTILINA, CPR 25 MG x 20, N_Q,519021301118110, CLORIDRATO AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, 25 MG COM CT BL AL PLAS INC X 20, N_Q
53333, PROXACIN, NOT FOUND, CPR REVEST 500 MG x 6, N_Q,519014302112415, PROXACIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 6, N_Q
69602, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 100 MG x 14, E3S,507734401115114, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 100 MG COM REV CT BL AL PLAS LEIT X 14, E3S
74945, CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR REVEST 20 MG x 20, MD7,525070402113115, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT BL AL PLAS INC X 20, MD7
66747, MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CPR 2 MG x 20, GM2,526114901118113, MALEATO DEXCLORFENIRAMINA, MALEATO DEXCLORFENIRAMINA, 2 MG COM CT BL AL PLAS BCO LEIT X 20, GM2
51372, PRAZOL, NOT FOUND, CAPS ENTERIC 30 MG x 7, MD7,525010505110417, PRAZOL, NOT FOUND, 30 MG CAPS GEL CT BL INC X 7, MD7
76997, RISEDRONATO SOD, RISEDRONATO SODICO, CPR REVEST 35 MG x 4, GM2,526132801111115, RISEDRONATO SODICO, RISEDRONATO SODICO, 35 MG COM REV CT BL AL PLAS OPC X 4, GM2
64431, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, BF8,504601701113118, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 10 MG COM CT STR AL X 30, BF8
63756, ALBENDAZOL, ALBENDAZOL, CPR 400 MG x 1, N_Q,519000202110119, ALBENDAZOL, ALBENDAZOL, 400 MG COM CT BL AL PLAS INC X 1, N_Q
68406, BEZAFIBRATO, BEZAFIBRATO, CPR REVEST 200 MG x 20, LG6,538807701113115, BEZAFIBRATO, BEZAFIBRATO, 200 MG COM REV CT BL AL PLAS LEIT X 20, LG6
71453, CODERGINE, NOT FOUND, CAPS 6 MG x 14, N_Q,519020401119412, CODERGINE, NOT FOUND, 6 MG CAP GEL DURA CT BL AL PLAS X 14, N_Q
66348, CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR REVEST 20 MG x 30, BF8,504610601118117, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT BL AL PLAS INC X 30, BF8
81216, BROMOPRIDA, BROMOPRIDA, CAPS 10 MG x 20, LG6,538805801110111, BROMOPRIDA, BROMOPRIDA, 10 MG CAP GEL DURA CT BL PLAS OPC X 20, LG6
66692, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CPR REVEST 20 MG x 30, GM2,526116901115110, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG COM REV CT BL AL PLAS LEIT X 30, GM2
77055, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 10 MG x 30, E3S,507740703111116, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 30, E3S
76973, CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR REVEST 30 MG x 30, GM2,526132701117111, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 30 MG COM REV CT BL AL PLAS OPC X 30, GM2
63852, SINVASTATINA, SINVASTATINA, CPR REVEST 40 MG x 10, SDZ,511508603118114, SINVASTATINA, SINVASTATINA, 40 MG COM REV CT BL AL PLAS INC X 10, SDZ
77929, SOLLEVARE, NOT FOUND, CPR REVEST 50 MG x 1, E3S,507744507110415, SOLLEVARE, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 1, E3S
63545, METILDOPA, METILDOPA, CPR REVEST 250 MG x 30, MD7,525008201118114, METILDOPA, METILDOPA, 250 MG COM REV BL AL PLAS INC X 30, MD7
61722, AMLOVASC, NOT FOUND, CPR BLISTER 5 MG x 20, SDZ,511500407115412, AMLOVASC, NOT FOUND, 5 MG COM CT BL AL PLAS LEIT X 20, SDZ
68311, PREDNISONA, PREDNISONA, CPR 5 MG x 20, N_Q,519023903115116, PREDNISONA, PREDNISONA, 5 MG COM CT BL AL PLAS INC X 20, N_Q
69533, FINASTERIDA, FINASTERIDA, CPR REVEST 5 MG x 30, LG6,538815401115113, FINASTERIDA, FINASTERIDA, 5 MG COM REV CT BL AL PLAS OPC X 30, LG6
64446, CLOR CLOMIPRAMI, CLORIDRATO CLOMIPRAMINA, CPR REVEST 10 MG x 20, E3S,507707102110113, CLORIDRATO CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, 10 MG COM REVES CT BL AL PLAS INC X 20, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507740704116111, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 5 MG COM REV CT BL AL PLAS OPC X 30, E3S
64526, PANTOPAZ, NOT FOUND, CPR REVEST 20 MG x 14, SDZ,511507501117412, PANTOPAZ, NOT FOUND, 20 MG COM REV CT BL AL/AL X 14, SDZ
67280, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 10 MG x 30, N_Q,519023402116111, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL PLAS AMB X 30, N_Q
77306, GLIMEPIRIDA, GLIMEPIRIDA, CPR 4 MG x 30, LG6,538803401115111, GLIMEPIRIDA, GLIMEPIRIDA, 4 MG COM CT BL AL PLAS OPC X 30, LG6
61093, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 90, MD7,525001804119115, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 90, MD7
62997, CETOCONAZOL, CETOCONAZOL, CPR 200 MG x 10, MD7,525002207114111, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT BL AL PLAS INC X 10, MD7
72237, ALENTHUS XR, NOT FOUND, CAPS L.C. 150 MG x 15, MD7,525068602119417, ALENTHUS XR, NOT FOUND, 150 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
69645, ATENOLOL, ATENOLOL, CPR 50 MG x 60, E3S,507703008111117, ATENOLOL, ATENOLOL, 50 MG COM CT BL AL PLAS INC X 60, E3S
76247, CLO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CAPS GEL 10 MG x 30, GM2,526130202113114, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30, GM2
68069, VIVANZA, NOT FOUND, CPR REVEST 20 MG x 4, MD7,525066101112413, VIVANZA, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 4, MD7
63624, NAVOTRAX, NOT FOUND, CPR 2 MG x 20, N_Q,519018402111413, NAVOTRAX, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 20, N_Q
76091, PANTOPRAZOL, PANTOPRAZOL, CPR REVEST 20 MG x 14, SDZ,511515401118116, PANTOPRAZOL SODICO, PANTOPRAZOL SODICO SESQUI-HIDRATADO, 20 MG COM REV CT BL AL/AL X 14, SDZ
71609, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 20, SDZ,511514102117111, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS BCO X 20, SDZ
72833, ALZEPINOL, NOT FOUND, CPR REVEST 300 MG x 20, MD7,525068702113410, ALZEPINOL, NOT FOUND, 300 MG COM REV CT BL AL PVC INC X 20, MD7
69562, TOPIRAMATO, TOPIRAMATO, CPR REVEST 100 MG x 60, GM2,526125901114113, TOPIRAMATO, TOPIRAMATO, 100 MG COM REV CT BL AL PLAS LEIT X 60, GM2
64448, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 850 MG x 30, E3S,507729101117115, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLAS INC X 30, E3S
61101, LISINOPRIL, LISINOPRIL, CPR 10 MG x 30, MD7,525007301119114, LISINOPRIL, LISINOPRIL, 10 MG COM CT BL AL PLAS INC X 30, MD7
71860, AMOXICILINA, AMOXICILINA, CPR 500 MG x 21, E3S,507701811111112, AMOXICILINA, AMOXICILINA, 500 MG COM CT BL AL PLAS LEIT X 21, E3S
76500, DESTADIN, NOT FOUND, CPR REVEST 5 MG x 10, E3S,507741201118414, DESTADIN, NOT FOUND, 5 MG COM REV CT BL AL PLAS OPC X 10, E3S
72522, GLIMEPIRIDA, GLIMEPIRIDA, CPR 4 MG x 30, MD7,525068901116118, GLIMEPIRIDA, GLIMEPIRIDA, 4 MG COM CT BL AL PLAS INC X 30, MD7
76645, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 10 MG x 10, GM2,526130902115111, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 10, GM2
75217, TAVAGRAN, NOT FOUND, CPR REVEST 500 MG x 3, LG6,538817303110415, TAVAGRAN, NOT FOUND, 500 MG COM REV CT BL AL PLAS LEIT X 3, LG6
59192, CLOR VERAPAMIL, CLORIDRATO VERAPAMIL, CPR REVES.AP 120 MG x 20, SDZ,511509701113115, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 120 MG COM REV AP CT BL AL PLAS BCO OPC X 20, SDZ
78850, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 10, GM2,526130904118116, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 5 MG COM REV CT BL AL PLAS OPC X 10, GM2
59699, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 14, SDZ,511502003119110, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 14, SDZ
77951, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 4, LG6,538806307111410, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 4, LG6
73800, ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, BF8,504612002114110, ACICLOVIR, ACICLOVIR, 200 MG COM CT BL AL PLAS INC X 25, BF8
77950, AH ZUL, NOT FOUND, CPR REVEST 50 MG x 2, LG6,538806306113411, AH ZUL, NOT FOUND, 50 MG COM REV CT BL AL PLAS OPC X 2, LG6
77723, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 14, LG6,538801801116117, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS OPC X 14, LG6
79606, ATORVASTATINA, ATORVASTATINA, CPR REVEST 80 MG x 30, MD7,525073521113113, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 80 MG COM REV CT BL AL/AL X 30, MD7
68277, MELOXICAM, MELOXICAM, CPR 15 MG x 10, LG6,538816002117110, MELOXICAM, MELOXICAM, 15 MG COM CT BL AL PLAS OPC X 10, LG6
68034, CEFALEXINA, CEFALEXINA, CAPS 500 MG x 10, MD7,525064305111117, CEFALEXINA, CEFALEXINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 10, MD7
66627, METILDOPA, METILDOPA, CPR REVEST 500 MG x 30, LR3,524308502115118, METILDOPA, METILDOPA, 500 MG COM CT FR PLAS OPC X 30, LR3
72243, CIZAX, NOT FOUND, CPR 5 MG x 30, MQF,512405503119415, CIZAX, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 30, MQF
76915, RISEDRONATO SOD, RISEDRONATO SODICO, CPR REVEST 35 MG x 4, E3S,507740301119112, RISEDRONATO SODICO, RISEDRONATO SODICO, 35 MG COM REV CT BL AL PLAS OPC X 4, E3S
67957, CAPTOPRIL, CAPTOPRIL, CPR 50 MG x 30, GM2,526101703118115, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 30, GM2
76494, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 10 MG x 15, LG6,538803501111116, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 15, LG6
78696, DOMPERIDONA, DOMPERIDONA, CPR 10 MG x 30, LG6,538805302114111, DOMPERIDONA, DOMPERIDONA, 10 MG COM CT BL AL PLAS OPC X 30, LG6
58051, PRESSEL, NOT FOUND, CPR 20 MG x 30, LG6,538809003111415, PRESSEL, NOT FOUND, 20 MG COM CT STR X 30, LG6
78281, SINVASTATINA, SINVASTATINA, CPR 20 MG x 60, LG6,538805004113117, SINVASTATINA, SINVASTATINA, 20 MG COM REV CT BL AL PLAS OPC X 60, LG6
80660, PIOTAZ, NOT FOUND, CPR 30 MG x 30, GM2,526135704117419, PIOTAZ, NOT FOUND, 30 MG COM CT FR PLAS OPC X 30, GM2
82090, ROSUVASTATI CAL, NOT FOUND, CPR REVEST 10 MG x 10, E3S,507745102114111, ROSUVASTATINA CALCICA, ROSUVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 10, E3S
57399, TILOXICAN, NOT FOUND, CPR 20 MG x 10, SDZ,511509002118411, TILOXICAN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 10, SDZ
80312, FUM QUETIAPINA, NOT FOUND, CPR REVEST 200 MG x 28, SDZ,511517802111119, FUMARATO QUETIAPINA, NOT FOUND, 200 MG COM REV OR CT BL AL PLAS INC X 28, SDZ
58556, FLUCONAZOL, FLUCONAZOL, CAPS GELATIN 150 MG x 2, MD7,525006102112111, FLUCONAZOL, FLUCONAZOL, 150 MG CX C/ 2, MD7
68309, PREDNISONA, PREDNISONA, CPR 20 MG x 20, N_Q,519023902119118, PREDNISONA, PREDNISONA, 20 MG COM CT BL AL PLAS INC X 20, N_Q
80734, FUM QUETIAPINA, NOT FOUND, CPR REVEST 200 MG x 30, E3S,507745002111110, FUMARATO QUETIAPINA, NOT FOUND, 200 MG COM REV CT BL AL PLAS OPC X 30, E3S
72832, ALZEPINOL, NOT FOUND, CPR REVEST 600 MG x 20, MD7,525068701117412, ALZEPINOL, NOT FOUND, 600 MG COM REV CT BL AL PVC INC X 20, MD7
53528, NEOPRAZOL, NOT FOUND, CAPS GASTROR 20 MG x 14, N_Q,519012402111414, NEOPRAZOL, NOT FOUND, 20 MG CAP GEL DURA CT FR PLAS OPC X 14, N_Q
59248, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, SDZ,511503504111110, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 5 MG COM CT BL AL/AL X 30, SDZ
76818, DICLOFENACO SOD, DICLOFENACO SODICO, CPR REVEST 100 MG x 10, LG6,538800702114118, DICLOFENACO SODICO, DICLOFENACO SODICO, 100 MG COMP REV DESINT LENTA BL AL PLAS INC X 10, LG6
66325, PIROXICAM, PIROXICAM, CAPS 20 MG x 15, N_Q,519021001114111, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 15, N_Q
67092, ACEROGRIP C, NOT FOUND, CPR EFER 1 G x 10, LR3,524308701118419, ACEROGRIP C, NOT FOUND, 1 G COM EFV CT PLAS OPC X 10, LR3
82908, PLAQUEVIX, NOT FOUND, CPR REV . 75 MG x 28, E3S,507745202119417, PLAQUEVIX, NOT FOUND, 75 MG COM REV CT BL AL AL X 28, E3S
80415, ROSUVASTATI CAL, NOT FOUND, CPR REVEST 10 MG x 30, GM2,526135401114111, ROSUVASTATINA CALCICA, ROSUVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 30, GM2
78001, CIT SILDENAFILA, CITRATO SILDENAFILA, CPR REVEST 50 MG x 2, SDZ,511516703118117, CITRATO SILDENAFILA, CITRATO SILDENAFILA, 50 MG COM CT BL AL PLAS INC X 2, SDZ
59080, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, MD7,525008004118111, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 10 MG COM CT BL AL/AL X 30, MD7
71604, ATENOLOL, ATENOLOL, CPR 100 MG x 60, SDZ,511500704111111, ATENOLOL, ATENOLOL, 100 MG COM REV CT BL AL PLAS INC X 60, SDZ
62026, LISINOPRIL, LISINOPRIL, CPR 10 MG x 30, SDZ,511505401115111, LISINOPRIL, LISINOPRIL, 10 MG COM CT BL AL PLAS BCO OPC X 30, SDZ
78309, SINVASTATINA, SINVASTATINA, CPR REVEST 40 MG x 60, GM2,526133603119118, SINVASTATINA, SINVASTATINA, 40 MG COM REV CT BL AL PLAS OPC X 60, GM2
80682, FUM QUETIAPINA, NOT FOUND, CPR REVEST 100 MG x 30, GM2,526136002116119, FUMARATO QUETIAPINA, NOT FOUND, 100 MG COM REV CT BL AL PLAS OPC X 30, GM2
59724, LORSACOR, NOT FOUND, CPR REVEST 50 MG x 28, SDZ,511506002117419, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 28, SDZ
62749, OMEPROTEC, NOT FOUND, CAPS 40 MG x 7, SDZ,511507404111413, OMEPROTEC, NOT FOUND, 40 MG CAP GEL DURA CT FR PLAS OPC X 7, SDZ
79583, OLANZAPINA, OLANZAPINA, CPR REVEST 5 MG x 28, E3S,507744103117116, OLANZAPINA, OLANZAPINA, 5 MG COM REV CT BL AL AL X28, E3S
123874, SIMETICONA, SIMETICONA, CAPS 125 MG x 10, SDZ,511515503115116, SIMETICONA, SIMETICONA, 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10, SDZ
75646, GLYFLUCAN, NOT FOUND, CAPS 150 MG x 2, GM2,526136201119411, GLYFLUCAN, NOT FOUND, 150 MG CAP GEL DURA CT BL AL PLAS LEIT X 2, GM2
78519, ATORLESS, NOT FOUND, CPR REVEST 40 MG x 30, GM2,526134703117417, ATORLESS, NOT FOUND, 40 MG COM REV CT BL AL / AL X 30, GM2
72344, PIROXICAM, PIROXICAM, CAPS 20 MG x 10, N_Q,519021002110118, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA CT BL AL PLAS INC X 10, N_Q
