73676; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; LG6;5,08026E+14; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INCX 30; EUF
56380; CAPTOPRIL; CAPTOPRIL; CPR 50 MG x 30; MD7;5,11501E+14; CAPTOPRIL; CAPTOPRIL; 50 MG COM CT 3 BL AL PLAS INC X 10; SDZ
57794; PROPIOSOL; NOT FOUND; CREME 0.50 MG 30 G x 1 (/G); N_Q;5,1902E+14; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G CREM DERM CT BG AL X 30 G; N_Q
59557; CETOCONAZOL CRE; NOT FOUND; CREME 20 MG 30 G x 1 (/G); N_Q;5,07706E+14; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CT BG AL X 30 G; E3S
78996; GLIBENCLAMIDA; GLIBENCLAMIDA; CPR SULCADO 5 MG x 30; MD7;5,28531E+14; GLIBENCLAMIDA; GLIBENCLAMIDA; 5 MG COM CT BL AL PLAS INC X 30 ; PZ8
85404; CLOR BROMEXINA; CLORIDRATO BROMEXINA; XAROPE INF 0.80 MG 120 ML x 1 (/ML); N_Q;5,3162E+14; CLORIDRATO BROMEXINA; CLORIDRATO BROMEXINA; 0.8 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
70022; ALPRAZOLAM; ALPRAZOLAM; CPR 0.25 MG x 30; GM2;5,2507E+14; ALPRAZOLAM; ALPRAZOLAM; 0.25 MG COM CT BL AL PLAS INC X 30 ; MD7
59904; MESI DOXAZOSINA; MESILATO DOXAZOSINA; CPR 2 MG x 30; SDZ;5,25406E+14; MESILATO DOXAZOSINA; MESILATO DOXAZOSINA; 2 MG COM EST FR PLAS OPC X 30; NO_ACR
68187; CEFALEXINA; CEFALEXINA; CPR REVEST 1 G x 8; GM2;5,2612E+14; CEFALEXINA MONOIDRATADA; CEFALEXINA MONOIDRATADA; 1G COM REV CT BL AL PLAS LEIT X 8; GM2
87519; MESALAZINA; MESALAZINA; CPR REVEST 800 MG x 30; N_Q;5,07732E+14; MESALAZINA; MESALAZINA; 800 MG COM REV CT BL AL PLAS LEIT X 30; E3S
73834; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 30; E3S;5,20728E+14; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS BCO OPC X 30; TTB
77511; IBUPROFENO; IBUPROFENO; CPR 400 MG x 10; N_Q;5,26123E+14; IBUPROFENO; IBUPROFENO; 400 MG COM REV CT BL AL PLAS OPC X 10; GM2
66081; ACEBROFILINA; ACEBROFILINA; XAR. AD 50 MG 120 ML x 1 (/5ML); GM2;5,28526E+14; ACEBROFILINA; ACEBROFILINA; 5 MG/ ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED (EMB HOSP); PZ8
59611; NEOCOPAN; NOT FOUND; GOTAS 20 ML x 1; N_Q;5,16705E+14; NEOCOPAN; NOT FOUND; GTS (FR C/20ML); NO_ACR
103015; ROSUVASTATI CAL; NOT FOUND; CPR REVEST 20 MG x 30; MD7;5,07745E+14; ROSUVASTATINA CALCICA; ROSUVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 30; E3S
62747; LEVOFLOXACINO; LEVOFLOXACINO; CPR REVEST 500 MG x 7; BF8;5,31616E+14; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG COM REV CT BL AL PLAS LEIT X 7; NO_ACR
64005; OMEPRAZOL; OMEPRAZOL; CAPS 20 MG x 14; GM2;5,11612E+14; OMEPRAZOL; OMEPRAZOL; 20 MG CAP GEL DURA CT BL AL PLAS INC X 14; HPO
55258; NEOSULIDA; NOT FOUND; CPR 100 MG x 12; N_Q;5,19013E+14; NEOSULIDA; NOT FOUND; COMP 100 MG (CX C/1 BL C/12); N_Q
69916; CEFALEXINA; CEFALEXINA; CPR REVEST 500 MG x 8; LG6;5,00101E+14; CEFALEXINA; CEFALEXINA; 500 MG COM REV CT BL AL PVC/PVDC INC X 8; AOB
53597; APETIBE; NOT FOUND; SUSP 240 ML x 1; LR3;5,24301E+14; APETIBE; NOT FOUND; SOLUCAO 240 ML; LR3
76513; SIMETICONA; SIMETICONA; GOTAS 75 MG 15 ML x 1 (/ML); SDZ;5,25106E+14; SIMETICONA; SIMETICONA; 75MG/ML EMU OR CT FR PLAS OPC GOT X 15ML ; MDQ
63897; GENFIBROZILA; GENFIBROZILA; CPR REVEST 600 MG x 30; MD7;5,25064E+14; GENFIBROZILA; GENFIBROZILA; 600 MG COM REV CT BL AL PLAS INC X 30; MD7
72319; ATENOPRESS; NOT FOUND; CPR REVEST 50 MG x 30; SDZ;5,11501E+14; ATENOPRESS; NOT FOUND; 50 MG COM BL AL PLAS INC X 30 ; SDZ
71823; CLO VENLAFAXINA; CLORIDRATO VENLAFAXINA; CAPS L.P. 75 MG x 30; MD7;5,25069E+14; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 75 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30; MD7
57688; BROMOPRIDA; BROMOPRIDA; GOTAS 4 MG 20 ML x 1 (/ML); E3S;5,19029E+14; BROMOPRIDA; BROMOPRIDA; 4 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; N_Q
72522; GLIMEPIRIDA; GLIMEPIRIDA; CPR 4 MG x 30; MD7;5,02815E+14; GLIMEPIRIDA; GLIMEPIRIDA; 4 MG COM CT BL AL PLAS INC X 30; NO_ACR
69747; LEVOFLOXACINO; LEVOFLOXACINO; CPR REVEST 500 MG x 3; E3S;5,31616E+14; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG COM REV CT BL AL PLAS LEIT X 3; NO_ACR
56576; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); E3S;5,08303E+14; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAST OPC GOT X 20 ML; FM_
68248; GLIBENCLAMIDA; GLIBENCLAMIDA; CPR 5 MG x 30; LG6;5,25306E+14; GLIBENCLAMIDA; GLIBENCLAMIDA; 5 MG COM CT BL AL PLAS INC X 30; NO_ACR
62961; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; GM2;5,065E+14; CAPTOPRIL; CAPTOPRIL; 25 MG COMP CT 3 BL AL PLAS INC X 10; NO_ACR
63243; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 30; MD7;5,20728E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM CT BL AL PLAS INC X 30; TTB
64431; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 10 MG x 30; BF8;5,28527E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 10 MG COM CT BL AL/AL X 30; PZ8
75666; SODEN; NOT FOUND; CPR REVEST 100 MG x 10; GM2;5,2613E+14; SODEN; NOT FOUND; 100 MG COM REV DESINT LENTA CT BL AL PLAS INC X 10; GM2
72519; GLIMEPIRIDA; GLIMEPIRIDA; CPR 1 MG x 30; MD7;5,02815E+14; GLIMEPIRIDA; GLIMEPIRIDA; 1 MG COM CT BL AL PLAS INC X 30; NO_ACR
78163; RAMIPRIL; RAMIPRIL; CPR SULCADO 5 MG x 30; MD7;5,25073E+14; RAMIPRIL; RAMIPRIL; 5.0 MG COM CT BL AL/AL X 30; MD7
75546; ATENOLOL; ATENOLOL; CPR 50 MG x 30; N_Q;5,25001E+14; ATENOLOL; ATENOLOL; 50 MG COM CT 3 BL AL PLAS INC X 10; MD7
63243; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 30; MD7;5,21104E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
76494; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR REVEST 10 MG x 15; LG6;5,38804E+14; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 10 MG COM REV CT BL AL PLAS OPC X 15; LG6
73840; MALENA; NOT FOUND; CPR 5 MG x 30; E3S;5,26115E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 5MG COM CT 3 STR X 10; GM2
75218; TAVAGRAN; NOT FOUND; CPR REVEST 500 MG x 7; LG6;5,38817E+14; TAVAGRAN; NOT FOUND; 500 MG COM REV CT BL AL PLAS LEIT X 7; LG6
64006; OMEPRAZOL; OMEPRAZOL; CAPS 40 MG x 7; GM2;5,23703E+14; OMEPRAZOL; OMEPRAZOL; FR.40MG X 7 CAPS; LIB
76697; CARVEDILOL; CARVEDILOL; CPR 25 MG x 30; N_Q;5,25072E+14; CARVEDILOL; CARVEDILOL; 25 MG COM CT BL AL/AL X 30; MD7
68154; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 20; LG6;5,25308E+14; ALPRAZOLAM; ALPRAZOLAM; 0.50 MG COM CT BL AL PLAS INC X 20 ; NO_ACR
76119; CLO DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; SOLN OFTAL 20 MG 5 ML x 1 (/ML); GM2;5,07744E+14; CLORIDRATO DE DORZOLAMIDA MALEATO DE TIMOLOL; NOT FOUND; 20 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML ; E3S
53285; PROFLOX; NOT FOUND; CPR REVEST 750 MG x 10; E3S;5,07722E+14; PROFLOX; NOT FOUND; 750MG BL X 10 COMP; E3S
56377; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; MD7;5,381E+14; CAPTOPRIL; CAPTOPRIL; 25 MG COM CT BL AL PVC X 30; B0B
74296; LORATADINA; LORATADINA; XAROPE 1 MG 100 ML x 1 (/ML); N_Q;5,26123E+14; LORATADINA; LORATADINA; 1 MG/ML XPE CT FR VD AMB X 100 ML + CP MED; GM2
66344; CITALOPRAM; CITALOPRAM; CPR 20 MG x 14; BF8;5,08019E+14; CITALOPRAM; CITALOPRAM; 20 MG COM REV CT BL AL PLAS INC X 14; EUF
69653; CEFADROXILA; CEFADROXILA; CAPS 500 MG x 60; E3S;5,07734E+14; CEFADROXILA; CEFADROXILA; 500 MG X 60 CAPS (EMB FRAC); E3S
69785; PARACETAMOL; PARACETAMOL; CPR REVEST 500 MG x 200; E3S;5,381E+14; PARACETAMOL; PARACETAMOL; 500 MG COM CT BL AL PLAS INC X 200 (EMB HOSP); B0B
57800; PURAN T 4; NOT FOUND; CPR 175 Y x 30; S_A;5,02817E+14; PURAN T4; NOT FOUND; 175 MCG COM CT BL AL PLAS INC X 30; NO_ACR
75183; HIDROCLOROTIAZI; NOT FOUND; CPR 50 MG x 20; MD7;5,26126E+14; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG COM CT BL AL PLAS LEIT X 20; GM2
66720; DIP BET SUL GEN; NOT FOUND; CREME 30 G x 1; GM2;5,07728E+14; DIPROP BETAMETASONA SULF GENTAMICINA; NOT FOUND; CREM BISN C/ 30G; E3S
69522; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 250 MG x 14; MD7;5,001E+14; CLORIDRATO CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; 250MG COM REVES CT 2 BL AL PLAS INC X 7; AOB
70397; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 30; E3S;5,20723E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 30; TTB
55832; CEFLEXIN; NOT FOUND; DRAG 500 MG x 8; LR3;5,31616E+14; CEFALEXINA MONOIDRATADA; CEFALEXINA MONOIDRATADA; 500 MG COM REV CT BL AL PLAS LEIT X 8; NO_ACR
66106; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 1 G x 30; GM2;5,11513E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1 G COM REV CT BL AL PLAS INC X 30; SDZ
68137; AC TR S N GR NI; NOT FOUND; CREME 30 G x 1; GM2;5,07726E+14; ACETO TRIA SULF NEO GRAM NIST; NOT FOUND; POM BISN X 30G; E3S
69422; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); GM2;5,10407E+14; ACICLOVIR; ACICLOVIR; 50 MG/G CREME DERM CT BG AL X 10G; GOB
85427; CLOR TRAMADOL; CLORIDRATO TRAMADOL; CAPS GEL 50 MG x 10; N_Q;5,07708E+14; CLOR TRAMADOL; CLORIDRATO TRAMADOL; 50MG 1 BLT C/ 10 CAPS; E3S
67650; DESONIDA; DESONIDA; CREME 0.50 MG 30 G x 1 (/G); GM2;5,07727E+14; DESONIDA; DESONIDA; 0.5MG/G CREM CT BG AL X 30G; E3S
74533; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 3; N_Q;5,07703E+14; AZITROMICINA; AZITROMICINA; 500MG 1 BL X 3 COMP; E3S
78596; IBUPROFENO; IBUPROFENO; GOTAS 100 MG 20 ML x 1 (/ML); MD7;5,26123E+14; IBUPROFENO; IBUPROFENO; 100 MG/ML SUS OR CT FR PLAS OPC X 20 ML + CGT; GM2
69520; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 500 MG x 14; MD7;5,06501E+14; CLORIDRATO CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; 500 MG COM REV CT 2 BL AL PLAS INC X 7; NO_ACR
77918; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 1; E3S;5,07743E+14; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS OPC X 1 ; E3S
78307; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; GM2;5,25304E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT 3 BL AL PLAS INC X 10; NO_ACR
78954; PRAVASTAT SODIC; NOT FOUND; CPR 10 MG x 30; N_Q;5,06902E+14; PRAVASTATINA SODICA; PRAVASTATINA SODICA; 10 MG COM CT BL AL AL X 30; NO_ACR
77810; GLIBENCLAMIDA; GLIBENCLAMIDA; CPR 5 MG x 30; N_Q;5,36201E+14; GLIBENCLAMIDA; GLIBENCLAMIDA; 5 MG COM CT BL AL PVC X 30; ZYD
77065; DIPROSONE; NOT FOUND; POM. 0.64 MG 10 G x 1 (/G); MQF;5,12402E+14; DIPROSONE; NOT FOUND; 0.64 MG/ML LOC CT FR PLAS OPC X 10 ML   ; MQF
81216; BROMOPRIDA; BROMOPRIDA; CAPS 10 MG x 20; LG6;5,07733E+14; BROMOPRIDA; BROMOPRIDA; 10 MG CAP GEL DURA CT BL AL PLAS OPC X 20; E3S
74921; NIMESULIDA; NIMESULIDA; CPR 100 MG x 12; LG6;5,25308E+14; NIMESULIDA; NIMESULIDA; 100 MG COM CT BL AL PLAS INC X 12; NO_ACR
63252; LORAZEPAM; LORAZEPAM; CPR 1 MG x 20; MD7;5,06902E+14; LORAZEPAM; LORAZEPAM; 1 MG COM CT FR PLAS OPC X 20; NO_ACR
58595; LANSOPRAZOL; LANSOPRAZOL; CAPS GELATIN 30 MG x 28; MD7;5,31605E+14; LANSOPRAZOL; LANSOPRAZOL; 30 MG CAP GEL DURA C/ MICROG LIB RET CT BL AL PLAS INC X 28; NO_ACR
64001; LISINOPRIL; LISINOPRIL; CPR 5 MG x 30; GM2;5,11505E+14; LISINOPRIL; LISINOPRIL; 5 MG COM CT BL AL PLAS BCO OPC X 30; SDZ
73554; FENOBARBITAL; FENOBARBITAL; CPR 100 MG x 20; S_A;5,19025E+14; FENOBARBITAL; FENOBARBITAL; 100 MG COM CT BL AL PLAS INC X 20; N_Q
52048; SECNIDAL; NOT FOUND; CPR 1000 MG x 2; S_A;5,02812E+14; SECNIDAL; NOT FOUND; 1000 MG COM REV CX CT 1 BL AL PLAST INC X 2; NO_ACR
63247; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 850 MG x 30; MD7;5,11513E+14; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS INC X 30; SDZ
77428; DESLORATADINA; DESLORATADINA; XAROPE 0.50 MG 100 ML x 1 (/ML); LG6;5,26132E+14; DESLORATADINA; DESLORATADINA; 0.5MG/ML XPE CT FR VD AMB X 100 ML + SER DOSAD ; GM2
57795; PROPIOSOL; NOT FOUND; POM. 0.50 MG 30 G x 1 (/G); N_Q;5,10411E+14; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G POM DERM CT BG AL X 30 G; GOB
61444; ATENOLOL; ATENOLOL; CPR 100 MG x 30; SDZ;5,06716E+14; ATENOLOL; ATENOLOL; 100MG COM CT BL AL PLAS INC X 30; CT6
58556; FLUCONAZOL; FLUCONAZOL; CAPS GELATIN 150 MG x 2; MD7;5,19026E+14; FLUCONAZOL; FLUCONAZOL; 150 MG CAP GEL DURA CT BL AL PLAS INC X 2; N_Q
56378; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 60; MD7;5,37101E+14; CAPTOPRIL; CAPTOPRIL; 25.00 MG COM CT BL AL PLAS INC X 60 (EMB FRAC); NO_ACR
63867; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; BF8;5,261E+14; AMOXICILINA; AMOXICILINA; 500MG 1 BL X 21 CAPS; GM2
63923; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 20; SDZ;5,07728E+14; ALPRAZOLAM; ALPRAZOLAM; 0.5 MG 2 BLT C/ 10 COMP; E3S
8409; PLASIL; NOT FOUND; CPR 10 MG x 20; S_A;5,0281E+14; PLASIL; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 20; NO_ACR
58165; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; GM2;5,00514E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 15; A4H
68285; PROP CLOBETASOL; NOT FOUND; SOLN CAPIL 0.50 MG 50 G x 1 (/G); LG6;5,25011E+14; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G SOL CAPILAR CT FR PLAS OPC GOT X 50 G; MD7
77023; HIDROQUINONA; HIDROQUINONA; CREME 40 MG 30 G x 1 (/G); GM2;5,07742E+14; HIDROQUINONA; HIDROQUINONA; 40 MG/G CREM CT BG AL X 30G; E3S
66092; BETAMETASONA; BETAMETASONA; CPR 2 MG x 10; GM2;5,31605E+14; BETAMETASONA; BETAMETASONA; 2.0 MG COM CT BL AL PLAS BCO LEIT X 10; NO_ACR
71860; AMOXICILINA; AMOXICILINA; CPR 500 MG x 21; E3S;5,07702E+14; AMOXICILINA; AMOXICILINA; 500MG 1 BL X 21 CAPS; E3S
76646; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR REVEST 10 MG x 15; GM2;5,00513E+14; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 10 MG COM REV CT BL AL PLAS INC X 15; A4H
63173; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; SDZ;5,21103E+14; CAPTOPRIL; CAPTOPRIL; 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
72790; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 500 MG x 14; N_Q;5,20706E+14; CIPROFLOX; NOT FOUND; COMP REV 500MG CX C/14; TTB
69428; CICLOSPORINA; CICLOSPORINA; CAPS 100 MG x 50; GM2;5,26102E+14; CICLOSPORINA; CICLOSPORINA; 100 MG 1 BL X 50 CAPS MICRORAL; GM2
58593; LANSOPRAZOL; LANSOPRAZOL; CAPS GELATIN 30 MG x 7; MD7;5,38818E+14; LANSOPRAZOL; LANSOPRAZOL; 30 MG CAP GEL DURA C/ MICROG LIB RET CT BL AL PLAS INC X 7; LG6
62719; CEFALEXINA; CEFALEXINA; CPR REVEST 500 MG x 8; N_Q;5,00101E+14; CEFALEXINA; CEFALEXINA; 500MG COM REVES CT BL AL PLAS INC X 8; AOB
76111; CIBRATO; NOT FOUND; CPR 100 MG x 30; MQF;5,12406E+14; CIBRATO; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 30; MQF
74921; NIMESULIDA; NIMESULIDA; CPR 100 MG x 12; LG6;5,25009E+14; NIMESULIDA; NIMESULIDA; 100 MG COM CT C/ 1 BL AL PLAS INC X 12; MD7
76885; GUAIFENESINA; GUAIFENESINA; XAROPE MEL 16 MG 120 ML x 1 (/ML); N_Q;5,31606E+14; GUAIFENESINA; GUAIFENESINA; 16 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED; NO_ACR
68230; DIP BET SUL GEN; NOT FOUND; POM. 30 G x 1; LG6;5,3161E+14; DIPROPIONATO BETAMETASONA SULFA GENTAMICINA; NOT FOUND; POM BIS C/ 30G; NO_ACR
68207; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 10; GM2;5,19002E+14; CETOCONAZOL; CETOCONAZOL; 200 MG COM CT BL AL PLAST INC X 10; N_Q
56377; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; MD7;5,06903E+14; CAPTOPRIL; CAPTOPRIL; 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
71446; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 10 MG x 28; E3S;5,31607E+14; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 10 MG CAP GEL DURA CT BL AL PLAS INC X 28; NO_ACR
66550; PROP CLOBETASOL; NOT FOUND; CREME 0.50 MG 30 G x 1 (/G); E3S;5,28523E+14; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G POM DERM CT BG AL X 30 G; PZ8
57001; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; E3S;5,308E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT 01 BL AL PLAS INC X 15; SNV
60443; DICLOR CETIRIZI; DICLORIDRATO CETIRIZINA; CPR RECUB. 10 MG x 6; MD7;5,25005E+14; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT 1 BL AL PLAS INC X 6; MD7
64440; ALPRAZOLAM; ALPRAZOLAM; CPR 1 MG x 20; E3S;5,2507E+14; ALPRAZOLAM; ALPRAZOLAM; 1 MG COM CT BL AL PLAS OPC X 20 ; MD7
66749; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 10 MG x 30; GM2;5,25303E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 10 MG COM CT BL AL/AL X 30; NO_ACR
61751; RINIGRAN; NOT FOUND; SOL NAS. INF 0.50 MG 10 ML x 1 (/ML); LG6;5,07722E+14; RINIGRAN; NOT FOUND; 0.5 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML; E3S
89121; CLOR PAROXETINA; CLORIDRATO PAROXETINA HEMI-HIDRATADO; CPR REVEST 20 MG x 30; E3S;5,08708E+14; CLORIDRATO PAROXETINA; CLORIDRATO PAROXETINA HEMI-HIDRATADO; 20 MG COM REV CT FR PLAS OPC X 30; FAS
81216; BROMOPRIDA; BROMOPRIDA; CAPS 10 MG x 20; LG6;5,25002E+14; BROMOPRIDA; BROMOPRIDA; 10MG CAP GEL DURA CT 2 BL AL PLAS INC X 10; MD7
68270; MALEAT DEXCLORF; MALEATO DEXCLORFENIRAMINA; CPR 2 MG x 20; LG6;5,04602E+14; MALEATO DEXCLORFENIRAMINA; MALEATO DEXCLORFENIRAMINA; 2 MG COM CT BL AL PLAS INC X 20; BF8
74902; CLOR AMITRIPTIL; CLORIDRATO AMITRIPTILINA; CPR REVEST 25 MG x 20; LG6;5,20729E+14; CLORIDRATO AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; 25 MG COM REV CT BL AL PLAS INC X 20; TTB
61539; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 240; MD7;5,381E+14; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP); B0B
58907; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 3; E3S;5,28529E+14; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 3 ; PZ8
59047; BES ANLODIPINO; BESILATO ANLODIPINO; CPR 5 MG x 30; MD7;5,20704E+14; BESILATO ANLODIPINO; BESILATO ANLODIPINO; 5 MG COM BL AL PLAS OPC X 30; TTB
64862; CLOR SERTRALINA; CLORIDRATO SERTRALINA; CPR REVEST 50 MG x 30; SDZ;5,21104E+14; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
76721; IBUPROFENO; IBUPROFENO; GOTAS 100 MG 20 ML x 1 (/ML); N_Q;5,25073E+14; IBUPROFENO; IBUPROFENO; 100 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML; MD7
66251; ACEBROFILINA; ACEBROFILINA; XAR. AD 50 MG 120 ML x 1 (/5ML); MD7;5,28526E+14; ACEBROFILINA; ACEBROFILINA; 5 MG/ ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED (EMB HOSP); PZ8
69845; DIAZEPAM; DIAZEPAM; CPR 5 MG x 30; GM2;5,0771E+14; DIAZEPAM; DIAZEPAM; 5 MG COM CT BL AL PLAS INC X 30; E3S
68307; TOPIRAMATO; TOPIRAMATO; CPR REVEST 50 MG x 60; E3S;5,31618E+14; TOPIRAMATO; TOPIRAMATO; 50MG COM REV CT BL AL PLAS LEIT X 60; NO_ACR
59480; DROPROPIZINA; DROPROPIZINA; XAR. 1.50 MG 120 ML x 1 (/ML); MD7;5,25006E+14; DROPROPIZINA; DROPROPIZINA; 1.5 MG/ML XPE X 120 ML + CP-MED; MD7
79605; ATORVASTATINA; ATORVASTATINA; CPR REVEST 40 MG x 30; MD7;5,22243E+14; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 30; PFZ
67400; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 28; SDZ;5,04601E+14; LOSARTAN POTASSICO; NOT FOUND; 50MG COM REV CT 2 BL AL PLAS OPC X 14; BF8
58750; MEBENDAZOL; MEBENDAZOL; CPR 100 MG x 6; E3S;5,28504E+14; MEBENDAZOL; MEBENDAZOL; 100MG COM BL AL PLAS INC X 6; PZ8
68197; CLOR TRAMADOL; CLORIDRATO TRAMADOL; CAPS 50 MG x 10; LG6;5,11611E+14; CLORIDRATO TRAMADOL; CLORIDRATO TRAMADOL; 50 MG CAP GEL DURA CT BL AL PLAS AMB X 10; HPO
77925; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 100 MG x 4; E3S;5,25074E+14; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 100 MG COM REV CT BL AL PLAS INC X 4; MD7
32196; FRIXOPEL; NOT FOUND; POM. 25 G x 1; E3S;5,07714E+14; FRIXOPEL; NOT FOUND; CR BISN C/25 G; E3S
70870; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 10 MG x 30; LG6;5,17604E+14; MALEAPRIL; NOT FOUND; 10 MG COMP STR CX C/30; GLO
58808; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); MD7;5,115E+14; ACICLOVIR; ACICLOVIR; 50 MG/G CREM DERM CT BG AL X 10 G; SDZ
58244; ESTROFEM; NOT FOUND; CPR REVEST 1 MG x 28; MD7;5,25006E+14; ESTROFEM; NOT FOUND; 1MG COM REV CT EST CALEND X 28; MD7
