525001701115419, CALMOCITENO, CALMOCITENO, NOT FOUND, 10 MG CX C/ 200 COMP, MD7
525004001114112, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 125 MG COM CT C/ 1 BL AL PLAS INC X 14 (GEN), MD7
525004006116113, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT BL AL PLAS INC X 60 (EMB FRAC), MD7
525004002110110, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT C/ 1 BL AL PLAS INC X 14 (GEN), MD7
525004003117119, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT C/ 1 BL AL PLAS INC X 7 (GEN), MD7
525004004113117, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT C/ 2 BL AL PLAS INC X 14 (GEN), MD7
525069703113110, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 60 (EMB FRAC), MD7
525065101119118, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 50 MG CAP GEL DURA CT BL AL PLAS BCO X 10, MD7
525068503110111, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
525068504117118, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30, MD7
525068501118113, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 75MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
525068502114111, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 75MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30, MD7
525004101161112, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, 10 MG/G CREM VAG CT BG AL X 35 G + 6 APLIC, MD7
525004102166118, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, 20 MG/G CREM VAG CT BG AL X 20 G + 3 APLIC, MD7
525004103162116, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, CREM DERM CT 1 BISN X 20G, MD7
525004201164113, CLOTRIMAZOL + AC.DEXAMETASONA, CLOTRIMAZOL AC DEXAMETASONA, NOT FOUND, 10 MG/G + 0.4 MG/G CREM DERM CT BG AL X 40 G, MD7
525001701115419, CALMOCITENO, CALMOCITENO, NOT FOUND, 10 MG CX C/ 200 COMP, MD7
525001702111417, CALMOCITENO, CALMOCITENO, NOT FOUND, 5 MG COM CT 2 BL AL PLAS INC X 15, MD7
525001703118415, CALMOCITENO, CALMOCITENO, NOT FOUND, 5 MG COMP CT C/1 BL X 20, MD7
525001704114413, CALMOCITENO, CALMOCITENO, NOT FOUND, 5 MG CX C/200 COMP, MD7
525001801111113, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COMP CT 1 BL AL PLAS INC X 16, MD7
525001802116119, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COMP CT 1 BL AL PLAS INC X 30, MD7
525001803112117, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COMP CT 2 BL AL PLAS INC X 30, MD7
525001804119115, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COMP CT 3 BL AL PLAS INC X 30, MD7
525001805115113, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COMP CT 1 BL AL PLAS INC X 16, MD7
525001806111111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COMP CT 1 BL AL PLAS INC X 30, MD7
525001807118111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COMP CT 2 BL AL PLAS INC X 30, MD7
525001808114118, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COMP CT 3 BL AL PLAS INC X 30, MD7
525001809110116, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COMP CT 1 BL AL PLAS INC X 16, MD7
525001810119113, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COMP CT 1 BL AL PLAS INC X 30, MD7
525001811115111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COMP CT 2 BL AL PLAS INC X 30, MD7
525001901114114, CAPTOPRIL + HIDROCLOROTIAZIDA, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50MG + 25MG COM CT 2 BL AL PLAST INC X 15, MD7
525001902110112, CAPTOPRIL + HIDROCLOROTIAZIDA, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50MG + 25MG COM CT 4 BL AL PLAST INC X 15, MD7
525001903117110, CAPTOPRIL + HIDROCLOROTIAZIDA, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50MG + 25MG COM CT BL AL PLAST INC X 16, MD7
525068101136114, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 20 MG/ML SUS OR CT FR VD AMB X 100 ML + DOSAD, MD7
525068201114112, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 20, MD7
525068202110110, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), MD7
525068203117119, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 30, MD7
525068204113117, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 60, MD7
525068205111118, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 20, MD7
525068207112111, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 30, MD7
525071502111112, CARVEDILOL, CARVEDILOL, CARVEDILOL, 12.5 MG COM CT BL AL/AL X 15, MD7
525071503118110, CARVEDILOL, CARVEDILOL, CARVEDILOL, 12.5 MG COM CT BL AL/AL X 30, MD7
525071501115114, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 15, MD7
525071504114119, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 30, MD7
525071505110117, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 60 (EMB HOSP), MD7
525071506117115, CARVEDILOL, CARVEDILOL, CARVEDILOL, 6.25 MG COM CT BL AL/AL X 15, MD7
525071507113113, CARVEDILOL, CARVEDILOL, CARVEDILOL, 6.25 MG COM CT BL AL/AL X 30, MD7
525065305131116, CEFACLOR, CEFACLOR, CEFACLOR, 250MG/5ML SUS OR FR C/ 80ML + DOSADOR, MD7
525065306136111, CEFACLOR, CEFACLOR, CEFACLOR, 375MG/5ML SUS OR FR C/ 80 ML + DOSADOR, MD7
525065302114113, CEFACLOR, CEFACLOR, CEFACLOR, 500 MG CAP CT BL AL PLAS INC X 10, MD7
525063801131114, CEFADROXILA, CEFADROXILA, CEFADROXILA, 100 MG/ML PO P/ SUS OR CT FR C/ 100 ML + DOSADOR, MD7
525063802136111, CEFADROXILA, CEFADROXILA, CEFADROXILA, 50 MG/ML PO P/ SUS OR CT FR C/ 100 ML + DOSADOR, MD7
525063901118111, CEFADROXILA, CEFADROXILA, CEFADROXILA, 500 MG CAP GEL DURA CT 1 BL X 8, MD7
525064302137115, CEFALEXINA, CEFALEXINA, CEFALEXINA, 100 MG/ML SUS OR CT 1 FR VD AMB X 100 ML + DOSADOR, MD7
525064301130117, CEFALEXINA, CEFALEXINA, CEFALEXINA, 50 MG/ML SUS OR CT 1 FR VD AMB X 100 ML + DOSADOR, MD7
525064305111117, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 10, MD7
525064306116112, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 8, MD7
525067501114111, CEFALEXINA MONOIDRATADA, CEFALEXINA MONOIDRATADA, CEFALEXINA MONOIDRATADA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 200 (EMB FRAC), MD7
525067502110118, CEFALEXINA MONOIDRATADA, CEFALEXINA MONOIDRATADA, CEFALEXINA MONOIDRATADA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 40 (EMB FRAC), MD7
525002201167116, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 20 MG/G CREM DERM CT BG AL X 30 G, MD7
525002202171117, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 20 MG/G SHAMP CT FR PLAST OPC X 110 ML, MD7
525002204115117, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT 3 BL AL PLAS INC X 10, MD7
525002207114111, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT BL AL PLAS INC X 10, MD7
525002301161111, CETOCONAZOL + DIP. BETAMET, CETOCONAZOL DIP BETAMET, NOT FOUND, 20 MG/G + 0.5 MG/G CREM DERM CT BG AL X 30 G, MD7
525002302168118, CETOCONAZOL + DIP. BETAMET, CETOCONAZOL DIP BETAMET, NOT FOUND, 20 MG/G + 0.5 MG/G POM DERM CT BG AL X 30 G, MD7
525002401166113, CETOCONAZOL + DIPR BETAMETASONA + SULF.NEOMICINA, CETOCONAZOL DIPR BETAMETASONA SULF NEOMICINA, NOT FOUND, 20 MG/G + 0.5 MG/G + 2.5 MG/G CREM DERM CT BG AL X, MD7
525002402162111, CETOCONAZOL + DIPR BETAMETASONA + SULF.NEOMICINA, CETOCONAZOL DIPR BETAMETASONA SULF NEOMICINA, NOT FOUND, 20 MG/G + 0.5 MG/G + 2.5 MG/G POM DERM CT BG AL X, MD7
525002503112111, CETOPROFENO, CETOPROFENO, CETOPROFENO, 100 MG COM REV CT 2 BL AL PLAST INC X 10 (GEN), MD7
525002502132117, CETOPROFENO, CETOPROFENO, CETOPROFENO, 20 MG/ML SOL OR CT FR PLAST OPC X 20ML, MD7
525002501160117, CETOPROFENO, CETOPROFENO, CETOPROFENO, 25 MG/G GEL CT BG AL X 30 G, MD7
525002504119118, CETOPROFENO, CETOPROFENO, CETOPROFENO, 50 MG CAPS GEL DURA 2 BL AL PLAS INC X 12 (GEN), MD7
525066701160117, CICLOPIROX OLAMINA, CICLOPIROX OLAMINA, CICLOPIROX OLAMINA, 10 MG/G CREM DERM CT BG X 20G, MD7
525066702175118, CICLOPIROX OLAMINA, CICLOPIROX OLAMINA, CICLOPIROX OLAMINA, 10 MG/ML SOL TOP CT FR PLAS TRANSL GOT X 15 ML, MD7
525002701119412, CINTILAN, CINTILAN, NOT FOUND, CAPS CX C/60 ( 10 BL X 6 ), MD7
525002702131416, CINTILAN, CINTILAN, NOT FOUND, LIQ SOL PED FR C/120 ML, MD7
525002901118118, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 250 MG COMP REV CT 1 BL AL PLAS INC X 10, MD7
525002902114116, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 250 MG COMP REV CT 2 BL AL PLAS INC X 7, MD7
525002903110114, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG COMP REV CT 1 BL AL PLAS INC X 10, MD7
525002904117112, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG COMP REV CT 2 BL AL PLAS INC X 7, MD7
525003101115414, CLOMID, CLOMID, NOT FOUND, COMP CX C/BL X 10, MD7
525065705111112, CLONAZEPAM, CLONAZEPAM, CLONAZEPAM, 0.5 MG COM CT BL AL PLAS INC X 20, MD7
525065704115114, CLONAZEPAM, CLONAZEPAM, CLONAZEPAM, 0.5 MG COM CT BL AL PLAS INC X 30, MD7
525065708110117, CLONAZEPAM, CLONAZEPAM, CLONAZEPAM, 0.5 MG COM CT BL AL PLAS INC X 60, MD7
525065706118110, CLONAZEPAM, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS INC X 20, MD7
525065707114119, CLONAZEPAM, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS INC X 30, MD7
525065703119116, CLONAZEPAM, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS INC X 60, MD7
525065701132115, CLONAZEPAM, CLONAZEPAM, CLONAZEPAM, 2.5MG/ML SOL OR FR X 20 ML, MD7
525003202132111, CLOR.CLOBUTINOL, CLOR CLOBUTINOL, CLORIDRATO CLOBUTINOL, 4 MG/ML XPE CT FR VD AMB X 120 ML + CP-MED, MD7
525003201136111, CLOR.CLOBUTINOL, CLOR CLOBUTINOL, CLORIDRATO CLOBUTINOL, 60 MG/ML SOL OR CT FR VD AMB X 20 ML + CGT, MD7
525066802110115, CLORIDRATO DE AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, 25 MG COM REV CT BL AL PLAS INC X 20, MD7
525066806116118, CLORIDRATO DE AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, 75 MG COM REV CT BL AL PLAS INC X 20, MD7
525067701113117, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 250 MG COM REV CT BL AL PLAS INC X 14, MD7
525067704112111, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 250 MG COM REV CT BL AL PLAS INC X 7, MD7
525067705119111, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 14, MD7
525067708118114, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 7, MD7
525064802131116, CLORIDRATO DE CLOBUTINOL + SUCCINATO DOXILAMINA, CLORIDRATO CLOBUTINOL SUCCINATO DOXILAMINA, NOT FOUND, 4MG/ML + 0.75MG/ML XPE FR X 120ML + DOS, MD7
525072301111113, CLORIDRATO DE FEXOFENADINA, CLORIDRATO FEXOFENADINA, CLORIDRATO FEXOFENADINA, 180 MG COM REV CT BL AL PLAS INC X 10, MD7
525067205116111, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS INC X 14, MD7
525067206112111, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS INC X 28, MD7
525067204136119, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG/ML SOL OR CT FR PLAS TRANSL GOT X 20 ML, MD7
525003502111118, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1 G COM REV CT 3 BL AL PLAS INC X 10, MD7
525003506115118, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT 3 BL AL PLAS INC X 10, MD7
525003507111116, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT 6 BL AL PLAS INC X 10 (EMB HOSP), MD7
525003510112111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT 3 BL AL PLAS INC X 10, MD7
525003511119118, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT 6 BL AL PLAS INC X 10 (EMB HOSP), MD7
525003601134116, CLORIDRATO DE METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, 4 MG/ML SOL OR CT FR PLAST OPC X 10 ML + CGT, MD7
525003701171110, CLORIDRATO DE NAFAZOLINA, CLORIDRATO NAFAZOLINA, CLORIDRATO NAFAZOLINA, 0.5 MG/ML SOL NASAL CT C/ 1 FR PLAS TRANSP GOT X 3, MD7
525070802111111, CLORIDRATO DE NORTRIPTILINA, CLORIDRATO NORTRIPTILINA, CLORIDRATO NORTRIPTILINA, 50 MG CAP GEL DURA CT BL AL PLAS INC X 20, MD7
525070803118118, CLORIDRATO DE NORTRIPTILINA, CLORIDRATO NORTRIPTILINA, CLORIDRATO NORTRIPTILINA, 50 MG CAP GEL DURA CT BL AL PLAS INC X 30, MD7
525070801115111, CLORIDRATO DE NORTRIPTILINA, CLORIDRATO NORTRIPTILINA, CLORIDRATO NORTRIPTILINA, 75 MG CAP GEL DURA CT BL AL PLAS INC X 20, MD7
525070804114116, CLORIDRATO DE NORTRIPTILINA, CLORIDRATO NORTRIPTILINA, CLORIDRATO NORTRIPTILINA, 75 MG CAP GEL DURA CT BL AL PLAS INC X 30, MD7
525070402113115, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT BL AL PLAS INC X 20, MD7
525070401117117, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT BL AL PLAS INC X 30 , MD7
525070702117116, CLORIDRATO DE PROPRANOLOL, CLORIDRATO PROPRANOLOL, CLORIDRATO PROPRANOLOL, 10 MG COM CT BL AL PLAS INC X 30, MD7
525070701110118, CLORIDRATO DE PROPRANOLOL, CLORIDRATO PROPRANOLOL, CLORIDRATO PROPRANOLOL, 40 MG COM CT BL AL PLAS INC X 30, MD7
525070704111115, CLORIDRATO DE PROPRANOLOL, CLORIDRATO PROPRANOLOL, CLORIDRATO PROPRANOLOL, 40 MG COM CT BL AL PLAS INC X 90 (EMB HOSP), MD7
525070703113114, CLORIDRATO DE PROPRANOLOL, CLORIDRATO PROPRANOLOL, CLORIDRATO PROPRANOLOL, 80 MG COM CT BL AL PLAS INC X 30, MD7
525003801117118, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT 1 STR X 10, MD7
525003802113116, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT 2 STR X 10, MD7
525003803111117, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CT 1 STR X 10, MD7
525003804116112, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CT 2 STR X 10, MD7
525003901111111, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT 3 BL AL PLAS INC X 10, MD7
525003906113112, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 30, MD7
525067802114119, CLORIDRATO DE SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PVC/PVC INC X 30, MD7
525067804117115, CLORIDRATO DE SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PVC/PVC INC X 30, MD7
525004005160119, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 1% CREME BISN X 20 G (GEN), MD7
525004001114112, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 125 MG COM CT C/ 1 BL AL PLAS INC X 14 (GEN), MD7
525004006116113, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT BL AL PLAS INC X 60 (EMB FRAC), MD7
525004002110110, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT C/ 1 BL AL PLAS INC X 14 (GEN), MD7
525004003117119, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT C/ 1 BL AL PLAS INC X 7 (GEN), MD7
525004004113117, CLORIDRATO DE TERBINAFINA, CLORIDRATO TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT C/ 2 BL AL PLAS INC X 14 (GEN), MD7
525069703113110, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 60 (EMB FRAC), MD7
525065101119118, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 50 MG CAP GEL DURA CT BL AL PLAS BCO X 10, MD7
525068503110111, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
525068504117118, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30, MD7
525068501118113, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 75MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
525068502114111, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 75MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30, MD7
525004101161112, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, 10 MG/G CREM VAG CT BG AL X 35 G + 6 APLIC, MD7
525004102166118, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, 20 MG/G CREM VAG CT BG AL X 20 G + 3 APLIC, MD7
525004103162116, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, CREM DERM CT 1 BISN X 20G, MD7
525004201164113, CLOTRIMAZOL + AC.DEXAMETASONA, CLOTRIMAZOL AC DEXAMETASONA, NOT FOUND, 10 MG/G + 0.4 MG/G CREM DERM CT BG AL X 40 G, MD7
525001701115419, CALMOCITENO, CALMOCITENO, NOT FOUND, 10 MG CX C/ 200 COMP, MD7
525001702111417, CALMOCITENO, CALMOCITENO, NOT FOUND, 5 MG COM CT 2 BL AL PLAS INC X 15, MD7
525001703118415, CALMOCITENO, CALMOCITENO, NOT FOUND, 5 MG COMP CT C/1 BL X 20, MD7
525001704114413, CALMOCITENO, CALMOCITENO, NOT FOUND, 5 MG CX C/200 COMP, MD7
525001801111113, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COMP CT 1 BL AL PLAS INC X 16, MD7
525001802116119, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COMP CT 1 BL AL PLAS INC X 30, MD7
525001803112117, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COMP CT 2 BL AL PLAS INC X 30, MD7
525001804119115, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COMP CT 3 BL AL PLAS INC X 30, MD7
525001805115113, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COMP CT 1 BL AL PLAS INC X 16, MD7
525001806111111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COMP CT 1 BL AL PLAS INC X 30, MD7
525001807118111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COMP CT 2 BL AL PLAS INC X 30, MD7
525001808114118, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COMP CT 3 BL AL PLAS INC X 30, MD7
525001809110116, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COMP CT 1 BL AL PLAS INC X 16, MD7
525001810119113, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COMP CT 1 BL AL PLAS INC X 30, MD7
525001811115111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COMP CT 2 BL AL PLAS INC X 30, MD7
525001901114114, CAPTOPRIL + HIDROCLOROTIAZIDA, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50MG + 25MG COM CT 2 BL AL PLAST INC X 15, MD7
525001902110112, CAPTOPRIL + HIDROCLOROTIAZIDA, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50MG + 25MG COM CT 4 BL AL PLAST INC X 15, MD7
525001903117110, CAPTOPRIL + HIDROCLOROTIAZIDA, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50MG + 25MG COM CT BL AL PLAST INC X 16, MD7
525068101136114, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 20 MG/ML SUS OR CT FR VD AMB X 100 ML + DOSAD, MD7
525068201114112, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 20, MD7
525068202110110, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), MD7
525068203117119, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 30, MD7
525068204113117, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 60, MD7
525068205111118, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 20, MD7
525068207112111, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 30, MD7
525071502111112, CARVEDILOL, CARVEDILOL, CARVEDILOL, 12.5 MG COM CT BL AL/AL X 15, MD7
525071503118110, CARVEDILOL, CARVEDILOL, CARVEDILOL, 12.5 MG COM CT BL AL/AL X 30, MD7
525071501115114, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 15, MD7
525071504114119, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 30, MD7
525071505110117, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 60 (EMB HOSP), MD7
525071506117115, CARVEDILOL, CARVEDILOL, CARVEDILOL, 6.25 MG COM CT BL AL/AL X 15, MD7
525071507113113, CARVEDILOL, CARVEDILOL, CARVEDILOL, 6.25 MG COM CT BL AL/AL X 30, MD7
525065305131116, CEFACLOR, CEFACLOR, CEFACLOR, 250MG/5ML SUS OR FR C/ 80ML + DOSADOR, MD7
