77104, MICOF.MOFETILA MG , MICOF MOFETILA, MICOFENOLATO MOFETILA, CPR REVEST 500 MG x 500, A1F
66398, MEBENDA+TIABEND.MG , MEBENDA TIABEND, NOT FOUND, CPR MASC 200 MG x 6 (/332), E3S

59503, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 7.50 MG x 10, E3S

61827, MUSCORIL , MUSCORIL, NOT FOUND, CREME 0.25 % 30 G x 1, E3S

76669, MUSCUPRINA , MUSCUPRINA, NOT FOUND, CPR REVEST 10 MG x 30, E3S

58429, MINIPIL , MINIPIL, NOT FOUND, DRAG 30 Y x 35, E3S

57761, MEBENDAZOL SUSP MG , MEBENDAZOL SUSP, NOT FOUND, SUSP 20 MG 30 ML x 1 (/ML), E3S

71928, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 60, E3S

74587, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, GOTAS 2.80 MG 20 ML x 1 (/ML), E3S

66547, MAL.DEX+PSE+GUA.MG , MAL DEX PSE GUA, NOT FOUND, SOLN ORAL 120 ML x 1, E3S

70613, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 7.50 MG x 60, E3S

49163, MUCOTOSS , MUCOTOSS, NOT FOUND, XAR. AD 50 MG 100 ML x 1 (/ML), E3S

61506, METILPRESS , METILPRESS, NOT FOUND, CPR F.C 250 MG x 30, E3S

73840, MALENA , MALENA, NOT FOUND, CPR 5 MG x 30, E3S

57140, MIGRALIV , MIGRALIV, NOT FOUND, CPR x 12, E3S

71275, MALENA HCT , MALENA HCT, NOT FOUND, CPR 25 MG x 70 (/10), E3S

49162, MUCOTOSS , MUCOTOSS, NOT FOUND, XAR. INF 20 MG 100 ML x 1 (/ML), E3S

73842, MALENA , MALENA, NOT FOUND, CPR 20 MG x 30, E3S

76668, MUSCUPRINA , MUSCUPRINA, NOT FOUND, CPR REVEST 10 MG x 15, E3S

61439, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, SOLN ORAL 0.40 MG 120 ML x 1 (, E3S

57136, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, E3S

58874, METILPRESS , METILPRESS, NOT FOUND, CPR F.C 500 MG x 30, E3S

73393, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CREME 10 MG 30 G x 1 (/G), E3S

63783, MAL.ENALA+HCLTZ.MG , MAL ENALA HCLTZ, NOT FOUND, CPR 25 MG x 30 (/10), E3S

59909, MICROPIL R28 , MICROPIL R28, NOT FOUND, DRAG x 28, E3S

68108, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 5 MG 5 ML x 1 (/ML), E3S

58027, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, CPR 250 MG x 20, E3S

61441, METILDOPA MG , METILDOPA, METILDOPA, CPR REVEST 500 MG x 30, E3S

69748, MICROPIL , MICROPIL, NOT FOUND, CPR 30 MG x 21 (/75), E3S

73841, MALENA , MALENA, NOT FOUND, CPR 10 MG x 30, E3S

62956, MINIPIL 2 POST , MINIPIL 2 POST, NOT FOUND, CPR 0.75 MG x 2, E3S

57138, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, E3S

61440, METILDOPA MG , METILDOPA, METILDOPA, CPR REVEST 250 MG x 30, E3S

58750, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, CPR 100 MG x 6, E3S

70873, METILDOPA MG , METILDOPA, METILDOPA, CPR REVEST 250 MG x 90, E3S

56743, MICROPIL , MICROPIL, NOT FOUND, CPR 20 MG x 21 (/75), E3S

62817, MUSCORIL , MUSCORIL, NOT FOUND, CPR 4 MG x 12, E3S

68113, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 2.50 MG 5 ML x 1 (/, E3S

69185, MALENA HCT , MALENA HCT, NOT FOUND, CPR 12.5 MG x 30 (/20), E3S

70868, MAL.ENALA+HCLTZ.MG , MAL ENALA HCLTZ, NOT FOUND, CPR 12.5 MG x 90 (/20), E3S

62816, MUSCORIL , MUSCORIL, NOT FOUND, AMP. 2 MG 2 ML x 3, E3S

58028, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, CPR 400 MG x 24, E3S

141804, MANA DOM ARAUJO , MANA DOM ARAUJO, NOT FOUND, CAPS 250 MG x 50, ECF

146321, MANA DOM ARAUJO , MANA DOM ARAUJO, NOT FOUND, PO GRA PO TA 50 G x 1, ECF

44701, MICOFIM , MICOFIM, NOT FOUND, CREME 20 MG 28 G x 1 (/G), ELO

81770, MICOGYN , MICOGYN, NOT FOUND, CR VAG 14APL 20 MG 80 G x 1 (/G), ELO

31169, MICOGYN , MICOGYN, NOT FOUND, CREME VAG. 80 G x 1, ELO

55250, MICORAL , MICORAL, NOT FOUND, CREME 2 % 30 G x 1, ELO

55248, MICORAL , MICORAL, NOT FOUND, CPR 200 MG x 10, ELO

75860, MANITOL , MANITOL, MANITOL, SOLN INJ S/F 20 % 250 ML x 40, EQX

60044, METRONIDAZOL , METRONIDAZOL, METRONIDAZOL, F.AMP 0.50 % 100 ML x 1, EQX

53765, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 1, EQX

75864, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, SOLN INJ S/F 100 ML x 70, EQX

75861, MANITOL , MANITOL, MANITOL, SOLN INJ S/F 20 % 250 ML x 48, EQX

75863, MANITOL , MANITOL, MANITOL, SOLN INJ S/F 20 % 500 ML x 24, EQX

69488, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, F.AMP 5 MG 100 ML x 100 (/ML), EQX

53766, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 500 ML x 1, EQX

114418, MAL TRIMEBUTINA MG , MAL TRIMEBUTINA, MALEATO TRIMEBUTINA, CAPS 200 MG x 30, EUF

71933, MELOCOX , MELOCOX, NOT FOUND, CPR 15 MG x 10, EUF

75568, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 30, EUF

63819, MEROPENEM MG , MEROPENEM, MEROPENEM, F.AMP 500 MG x 10, EUF

106502, MONTELUCASTE SO MG , MONTELUCASTE SO, MONTELUCASTE SODIO, CPR MAST 5 MG x 30, EUF

72125, MUSCULARE , MUSCULARE, NOT FOUND, CPR REVEST 10 MG x 15, EUF

100269, MESI IMATINIBE MG , MESI IMATINIBE, MESILATO IMATINIBE, CPR REVEST 400 MG x 30, EUF

60295, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, EUF

113300, MOLIERI , MOLIERI, NOT FOUND, CPR REV 0.03 MG x 63 (/3), EUF

72127, MUSCULARE , MUSCULARE, NOT FOUND, CPR REVEST 10 MG x 30, EUF

64354, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 10, EUF

60867, MIDAZOLAM MG , MIDAZOLAM, MIDAZOLAM, AMP. 15 MG 3 ML x 5, EUF

100268, MESI IMATINIBE MG , MESI IMATINIBE, MESILATO IMATINIBE, CPR REVEST 100 MG x 60, EUF

142048, MEROPENEM MG , MEROPENEM, MEROPENEM, F.AMP LIOF 500 MG x 25, EUF

64353, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 7.50 MG x 10, EUF

115835, MUPIROCINA MG , MUPIROCINA, MUPIROCINA, POM DERM 20 MG 15 G x 1 (/G), EUF

64459, MALEA.MIDAZOLAM MG , MALEA MIDAZOLAM, MALEATO MIDAZOLAM, CPR REVEST 15 MG x 30, EUF

114416, MAL TRIMEBUTINA MG , MAL TRIMEBUTINA, MALEATO TRIMEBUTINA, CAPS 200 MG x 60, EUF

142041, MEROPENEM MG , MEROPENEM, MEROPENEM, F.AMP LIOF 1 G x 25, EUF

71932, MELOCOX , MELOCOX, NOT FOUND, CPR 7.50 MG x 10, EUF

71931, MELOCOX , MELOCOX, NOT FOUND, A.IM 10 MG 1.50 ML x 5 (/ML), EUF

72124, MUSCULARE , MUSCULARE, NOT FOUND, CPR REVEST 5 MG x 15, EUF

75533, MICOF.MOFETILA MG , MICOF MOFETILA, MICOFENOLATO MOFETILA, CPR REVEST 500 MG x 50, EUF

67978, MEROPENEM MG , MEROPENEM, MEROPENEM, F.AMP 1 G x 10, EUF

113297, MOLIERI , MOLIERI, NOT FOUND, CPR REV 0.03 MG x 21 (/3), EUF

60869, MIDAZOLAM MG , MIDAZOLAM, MIDAZOLAM, AMP. 5 MG 5 ML x 5, EUF

106501, MONTELUCASTE SO MG , MONTELUCASTE SO, MONTELUCASTE SODIO, CPR MAST 4 MG x 30, EUF

60868, MIDAZOLAM MG , MIDAZOLAM, MIDAZOLAM, AMP. 50 MG 10 ML x 5, EUF

52124, MINILAX , MINILAX, NOT FOUND, MICRO-ENEMA 6.50 G x 7, EUF

64355, MELOXICAM MG , MELOXICAM, MELOXICAM, A.IM 10 MG 1.50 ML x 5 (/ML), EUF

58608, MUPIROCINA MG , MUPIROCINA, MUPIROCINA, CREME 20 MG 15 G x 1 (/G), EUF

64458, MALEA.MIDAZOLAM MG , MALEA MIDAZOLAM, MALEATO MIDAZOLAM, CPR REVEST 15 MG x 20, EUF

62555, MESNA MG , MESNA, MESNA, F.AMP 400 MG 4 ML x 10, EUF

75532, MAMARE , MAMARE, NOT FOUND, DISCO P/SEIO x 2, EUF

72126, MUSCULARE , MUSCULARE, NOT FOUND, CPR REVEST 5 MG x 30, EUF

42640, MANA DAS CRIANCAS , MANA DAS CRIANCAS, NOT FOUND, LIQD 60 ML x 1, E_B

42639, MANA DAS CRIANCAS , MANA DAS CRIANCAS, NOT FOUND, LIQD 30 ML x 1, E_B

144995, MM MULTIV+MINERAIS , MM MULTIV MINERAIS, NOT FOUND, CPR EFERVESC x 20, E_V

54691, MAGNOPYROL , MAGNOPYROL, NOT FOUND, GOTAS 500 MG 10 ML x 1 (/ML), FAS

6503, MAGNOPYROL , MAGNOPYROL, NOT FOUND, CPR 500 MG x 200, FAS

30330, METIOCOLIN CPTO , METIOCOLIN CPTO, NOT FOUND, AMP.OR 10 ML x 12, FAS

60705, MAGNOPYROL , MAGNOPYROL, NOT FOUND, SOL ORAL CHO 100 ML x 1, FAS

64797, MIOFLEX-A , MIOFLEX A, NOT FOUND, CPR x 12, FAS

53508, MAGNOPYROL , MAGNOPYROL, NOT FOUND, GOTAS 500 MG 20 ML x 1 (/ML), FAS

32546, MAGNOPYROL , MAGNOPYROL, NOT FOUND, SUP. 300 MG x 5, FAS

6927, MIOFLEX , MIOFLEX, NOT FOUND, CPR x 16, FAS

6948, M.M. EXPECTORANTE , M M EXPECTORANTE, NOT FOUND, XAROPE 120 ML x 1, FAS

68498, MELOXICAM MG , MELOXICAM, MELOXICAM, A.IM 10 MG 1.50 ML x 5 (/ML), FAS

30619, METIOCOLIN CPTO , METIOCOLIN CPTO, NOT FOUND, AMP.OR 10 ML x 100, FAS

69860, MAXSULID , MAXSULID, NOT FOUND, CPR 400 MG x 10, FAS

6790, METIOCOLIN B12 , METIOCOLIN B12, NOT FOUND, DRAG x 40, FAS

54877, MATRICARIA F DUTRA , MATRICARIA F DUTRA, NOT FOUND, PO 10 G x 24, FAY

62356, MENOPUR , MENOPUR, NOT FOUND, F.AMP C/DILU 75 IU 1 ML x 5, FER

54772, MENOGON , MENOGON, NOT FOUND, AMP. LIOF 75 IU 1 ML x 5, FER

62355, MENOPUR , MENOPUR, NOT FOUND, F.AMP C/DILU 75 IU 1 ML x 1, FER

72032, METROFARMA , METROFARMA, NOT FOUND, AMP. 10 MG 2 ML x 100 (/ML), FM_

76755, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAROPE 2 MG 100 ML x 60 (/5ML), FM_

78173, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 50, FM_

76757, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAROPE 2 MG 100 ML x 1 (/5ML), FM_

76756, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAROPE 2 MG 120 ML x 60 (/5ML), FM_

61186, METROFARMA , METROFARMA, NOT FOUND, AMP. 5 MG 2 ML x 50, FM_

66157, MAREVAN , MAREVAN, NOT FOUND, CPR 7.50 MG x 30, FQM

56191, MATERVIT , MATERVIT, NOT FOUND, CPR REVEST x 30, FQM

77341, MARESIS , MARESIS, NOT FOUND, SPRAY NASAL 0.90 % 100 ML x 1, FQM

62009, MAREVAN , MAREVAN, NOT FOUND, CPR 5 MG x 30, FQM

74663, MAREVAN , MAREVAN, NOT FOUND, CPR 2.50 MG x 60, FQM

144133, MARESIS JATO FORTE , MARESIS JATO FORTE, NOT FOUND, SPRAY NAS JC 0.90 % 100 ML x 1, FQM

63787, MATERFOLIC , MATERFOLIC, NOT FOUND, CPR 5 MG x 30, FQM

6583, MAREVAN , MAREVAN, NOT FOUND, CPR 5 MG x 10, FQM

89338, MEL ROSADO , MEL ROSADO, NOT FOUND, LIQD 30 ML x 1, FXC

154481, MAXXY OMEGA 3 6 9 , MAXXY OMEGA 3 6 9, NOT FOUND, CAPS x 90, G2L

60243, MALEAPRIL , MALEAPRIL, NOT FOUND, CPR 20 MG x 30, G7L

60242, MALEAPRIL , MALEAPRIL, NOT FOUND, CPR 10 MG x 30, G7L

67733, MALTENS , MALTENS, NOT FOUND, CPR REVEST x 30, G7L

60244, MALEAPRIL , MALEAPRIL, NOT FOUND, CPR 5 MG x 30, G7L

94155, MOZOBIL , MOZOBIL, NOT FOUND, F AMP SC 20 MG 1.20 ML x 1 (/ML), GEZ

86842, MYOZYME , MYOZYME, NOT FOUND, F.AMP LIOF 50 MG x 1, GEZ

165439, MIRVASO , MIRVASO, NOT FOUND, GEL 5 MG 30 G x 1 (/G), GLD

145945, METVIX , METVIX, NOT FOUND, CREME 160 MG 2 G x 1 (/G), GLD

72869, MAPITRIM , MAPITRIM, NOT FOUND, SUSP F 80 MG 100 ML x 1 (/16), GLO

71496, MAPITRIM , MAPITRIM, NOT FOUND, SUSP 40 MG 60 ML x 1 (/8), GLO

70551, MAPITRIM , MAPITRIM, NOT FOUND, CPR F 800 MG x 10 (/160), GLO

70552, MAPITRIM , MAPITRIM, NOT FOUND, CPR 400 MG x 20 (/80), GLO

72868, MAPITRIM , MAPITRIM, NOT FOUND, SUSP 40 MG 100 ML x 1 (/8), GLO

76667, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, GLO

69864, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 30, GM2

66749, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, GM2

68581, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, CPR 0.25 MG x 20 (/2), GM2

69036, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.50 % 5 ML x 1, GM2

66750, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, GM2

69489, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL VAG+10AP 500 MG 50 G x 1 (/5G), GM2

143257, MISACARDIO , MISACARDIO, NOT FOUND, CPR 80 MG x 30, GM2

66747, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CPR 2 MG x 20, GM2

69859, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, GM2

69863, MESALAZINA MG , MESALAZINA, MESALAZINA, CPR REVEST 800 MG x 30, GM2

102527, MEZOLIUM , MEZOLIUM, NOT FOUND, CPR REVEST 20 MG x 28, GM2

140279, MUSCUSAN , MUSCUSAN, NOT FOUND, CPR REVEST 5 MG x 10, GM2

78278, MODIK , MODIK, NOT FOUND, SACHETS 5 % 250 MG x 6, GM2

101632, MEZOLIUM , MEZOLIUM, NOT FOUND, CPR REVEST 40 MG x 28, GM2

73995, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, GOTAS 2.80 MG 20 ML x 1 (/ML), GM2

69035, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.25 % 5 ML x 1, GM2

66745, MAL.ENALA+HCLTZ.MG , MAL ENALA HCLTZ, NOT FOUND, CPR 12.5 MG x 30 (/20), GM2

66752, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 10, GM2

143255, MISACARDIO , MISACARDIO, NOT FOUND, CPR 40 MG x 30, GM2

72914, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CREME 10 MG 30 G x 1 (/G), GM2

66748, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, GM2

146572, MUSCUSAN , MUSCUSAN, NOT FOUND, CPR REVEST 10 MG x 30, GM2

140280, MUSCUSAN , MUSCUSAN, NOT FOUND, CPR REVEST 5 MG x 30, GM2

78279, MODIK , MODIK, NOT FOUND, SACHETS 5 % 250 MG x 12, GM2

66746, MAL.ENALA+HCLTZ.MG , MAL ENALA HCLTZ, NOT FOUND, CPR 25 MG x 30 (/10), GM2

140278, MUSCUSAN , MUSCUSAN, NOT FOUND, CPR REVEST 10 MG x 10, GM2

73641, MANNATIV , MANNATIV, NOT FOUND, GEL CR.FPS30 50 ML x 1, GMK

73642, MANNATIV , MANNATIV, NOT FOUND, LOC. 150 ML x 1, GMK

151669, MULTI-VITAMIN , MULTI VITAMIN, NOT FOUND, TABS F WI IR x 60, GN1

68849, MENBEL , MENBEL, NOT FOUND, SUSP 20 MG 30 ML x 1 (/ML), GOB

95078, MERTISEPT , MERTISEPT, NOT FOUND, SOL TOP. 10 MG 30 ML x 1 (/ML), GOB

71407, MIZONOL , MIZONOL, NOT FOUND, CREME DERMAT 20 MG 28 G x 1 (/G), GOB

70611, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, SOLN ORAL 2 MG 120 ML x 1 (/5ML, GOB

78235, MIRACALCIO VIT D , MIRACALCIO VIT D, NOT FOUND, CPR REVEST x 75, GOB

71750, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, SUSP 100 MG 30 ML x 1 (/5ML), GOB

71572, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, CR.VAG.10APL 100 MG 50 G x 1 (/G), GOB

120320, MAXIVIEW , MAXIVIEW, NOT FOUND, SUSP OFTAL 5 ML x 1, GOB

150175, MIRACALCIO VIT D , MIRACALCIO VIT D, NOT FOUND, CPR RE 600MG 400 IU x 60, GOB

75715, METRO+NISTATINA MG , METRO NISTATINA, NOT FOUND, CR.VAG.10APL 50 G x 1, GOB

64922, MENBEL , MENBEL, NOT FOUND, CPR 100 MG x 6, GOB

150773, MIRACALCIO VIT D , MIRACALCIO VIT D, NOT FOUND, CPR RE 500MG 400 IU x 60, GOB

95083, MERTISEPT , MERTISEPT, NOT FOUND, SPRAY 10 MG 45 ML x 1 (/ML), GOB

93125, MENBEL , MENBEL, NOT FOUND, CPR 500 MG x 1, GOB

75686, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, GOB

52119, MEDAZOL , MEDAZOL, NOT FOUND, CPR 100 MG x 6, GP8

52120, MEDAZOL , MEDAZOL, NOT FOUND, SUSP 100 MG 30 ML x 1 (/5ML), GP8

66319, MEDAZOL , MEDAZOL, NOT FOUND, CPR 100 MG x 240, GP8

61049, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, SUSP 100 MG 30 ML x 1 (/5ML), GP8

75132, MARACUJA , MARACUJA, NOT FOUND, CPR 320 MG x 45, HBA

151706, MAGIBEL , MAGIBEL, NOT FOUND, CAPS x 90, HBH

6534, MALVOL , MALVOL, NOT FOUND, LIQD 100 ML x 1, HEA

155283, MEL ROSADO , MEL ROSADO, NOT FOUND, LIQUIDO 30 ML x 1, HF_

73199, MIDAZOLAM MG , MIDAZOLAM, MIDAZOLAM, AMP. 5 MG 3 ML x 100 (/ML), HPO

73019, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAROPE 120 ML x 50, HPO

65118, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAROPE 120 ML x 1, HPO

77397, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAROPE 0.40 MG 100 ML x 50 (/ML, HPO

73301, MIDAZOLAM MG , MIDAZOLAM, MIDAZOLAM, AMP. 5 MG 10 ML x 100 (/ML), HPO

73297, MIDAZOLAM MG , MIDAZOLAM, MIDAZOLAM, AMP. 1 MG 5 ML x 100 (/ML), HPO

60758, MAXIDRIN , MAXIDRIN, NOT FOUND, CPR 500 MG x 120, HTZ

60757, MAXIDRIN , MAXIDRIN, NOT FOUND, CPR 500 MG x 12, HTZ

72593, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 35, HYP

6552, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 1, H_I

49346, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 500 ML x 1, H_I

65121, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, F.AMP PLAST 5 MG 100 ML x 1 (/ML), H_I

76850, MAGNOGEL , MAGNOGEL, NOT FOUND, SUSP 150 ML x 1, IFA

77521, MAGNOGEL , MAGNOGEL, NOT FOUND, SUSP 100 ML x 1, IFA

77342, MEGMEL , MEGMEL, NOT FOUND, XAROPE 0.05 MG 100 ML x 1 (/ML), IFA

76957, METRONIDAZOL , METRONIDAZOL, METRONIDAZOL, F.AMP 0.50 % 100 ML x 12, IS5

62766, MEPENOX , MEPENOX, NOT FOUND, F.AMP INFUS 1 G 20 ML x 10, I_B

73332, MONOCEF , MONOCEF, NOT FOUND, F.AMP 750 MG x 50, I_B

80220, MIDADORM , MIDADORM, NOT FOUND, AMP. 5 MG 3 ML x 50 (/ML), I_B

62764, MEPENOX , MEPENOX, NOT FOUND, F.AMP INFUS 500 MG 10 ML x 10, I_B

141995, MEROPENEM TR-HI MG , MEROPENEM TR HI, NOT FOUND, F.A PO 500 MG 17.5 ML x 10, I_B

146376, MEROPENEM TR-HI MG , MEROPENEM TR HI, NOT FOUND, F.A PO 1 G 20 ML x 10, I_B

72296, METRONIDAZOL , METRONIDAZOL, METRONIDAZOL, SOLN INJ. 5 MG 100 ML x 50 (/ML), JPI

120327, MANITOL , MANITOL, MANITOL, SOL INJ S/F 200 MG 250 ML x 40 (/ML), JPI

49279, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 1, JPI

78107, MANITOL , MANITOL, MANITOL, SOL INJ S/F 200 MG 250 ML x 35 (/ML), JPI

72031, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 30, JPI

59732, MOTILIUM , MOTILIUM, NOT FOUND, CPR BLISTER 10 MG x 30, J_C

6872, MICRONOR , MICRONOR, NOT FOUND, CPR 0.35 MG x 35, J_C

92103, MOTILIUM , MOTILIUM, NOT FOUND, CPR BLISTER 10 MG x 90, J_C

59733, MOTILIUM , MOTILIUM, NOT FOUND, CPR BLISTER 10 MG x 60, J_C

62190, MYLICON , MYLICON, NOT FOUND, SUSP ORAL 75 MG 15 ML x 1 (/ML), J_C

49122, MOTILIUM , MOTILIUM, NOT FOUND, SUSP 1 MG 100 ML x 1 (/ML), J_C

77650, MOTILIUM , MOTILIUM, NOT FOUND, SUSP ORAL 1 MG 60 ML x 1 (/5ML), J_C

34031, MOTILIUM , MOTILIUM, NOT FOUND, CPR BLISTER 10 MG x 20, J_C

74617, MOTILIUM , MOTILIUM, NOT FOUND, SUSP 1 MG 200 ML x 1 (/ML), J_C

72872, MINESOL , MINESOL, NOT FOUND, LOC TD FPS30 100 ML x 1, J_J

68538, MINESOL , MINESOL, NOT FOUND, G AC O C F30 50 G x 1, J_J

74762, MINESOL , MINESOL, NOT FOUND, CR MINER F40 50 G x 1, J_J

78316, MINESOL , MINESOL, NOT FOUND, G C A-OX F70 50 ML x 1, J_J

50063, MYLANTA PLUS , MYLANTA PLUS, NOT FOUND, CPR MASC MOR x 36, J_J

65540, MINESOL , MINESOL, NOT FOUND, LOC PR FPS30 50 ML x 1, J_J

160368, MINESOL , MINESOL, NOT FOUND, K OCF30+CS6% 56 G x 1, J_J

159771, MINESOL , MINESOL, NOT FOUND, K 2GC OC F30 x 1, J_J

158169, MINESOL , MINESOL, NOT FOUND, K FP70+PU-AC 130 ML x 1, J_J

68539, MINESOL , MINESOL, NOT FOUND, GEL PR FPS23 50 G x 1, J_J

95857, MINESOL , MINESOL, NOT FOUND, G AC O C F70 50 G x 1, J_J

29436, MYLANTA PLUS , MYLANTA PLUS, NOT FOUND, SUSP 240 ML x 1, J_J

62818, MASSE , MASSE, NOT FOUND, CREME AME 2 % 50 G x 1, J_J

65539, MINESOL , MINESOL, NOT FOUND, GEL TD FPS25 50 G x 1, J_J

55468, MINESOL , MINESOL, NOT FOUND, LEITE BLOQ.S 125 ML x 1, J_J

65541, MINESOL , MINESOL, NOT FOUND, LOC TD FPS60 50 ML x 1, J_J

74519, MINESOL , MINESOL, NOT FOUND, GC AC UN F30 50 G x 1, J_J

69283, MYLANTA DE BOLSO , MYLANTA BOLSO, NOT FOUND, CPR M.MEN GE x 144, J_J

71571, MAXIFEN , MAXIFEN, NOT FOUND, GOTAS 50 MG 30 ML x 1 (/ML), J_J

78490, MINESOL , MINESOL, NOT FOUND, SERUM FPS30 50 ML x 1, J_J

78317, MINESOL , MINESOL, NOT FOUND, G C A-OX F40 50 ML x 1, J_J

50064, MYLANTA PLUS , MYLANTA PLUS, NOT FOUND, SUSP MORANGO 240 ML x 1, J_J

49653, MYLANTA PLUS , MYLANTA PLUS, NOT FOUND, CPR MASC x 36, J_J

74518, MINESOL , MINESOL, NOT FOUND, GC AC UN F60 50 G x 1, J_J

62847, MINESOL , MINESOL, NOT FOUND, CREME FPS60 50 ML x 1, J_J

114433, MINESOL , MINESOL, NOT FOUND, GC AC UN F80 50 G x 1, J_J

51432, MASSE , MASSE, NOT FOUND, CREME GEST 50 G x 1, J_J

62846, MINESOL , MINESOL, NOT FOUND, CREME FPS30 50 ML x 1, J_J

69282, MYLANTA DE BOLSO , MYLANTA BOLSO, NOT FOUND, CPR M.F/VERM x 144, J_J

114439, MERTHIOCORT , MERTHIOCORT, NOT FOUND, SOL TOP. 30 ML x 1, KFQ

114448, MERTHIOCORT , MERTHIOCORT, NOT FOUND, SPRAY 45 ML x 1, KFQ

