76383; TOLREST ; TOLREST; NOT FOUND; CPR 50 MG x 28; A4H
31201; TRIMEXAZOL 800 ; TRIMEXAZOL 800; NOT FOUND; CPR 800 MG x 10 (/160); S_A

61762; TRIATEC ; TRIATEC; NOT FOUND; CAPS PREVENT 10 MG x 15; S_A

49369; TRIFIBRA MIX ; TRIFIBRA MIX; NOT FOUND; POLVO ENVELO 5 G x 30; S_A

59637; TRIATEC ; TRIATEC; NOT FOUND; CPR 2.50 MG x 15; S_A

31107; TRENTAL ; TRENTAL; NOT FOUND; AMP. 100 MG 5 ML x 5; S_A

53183; TAVANIC ; TAVANIC; NOT FOUND; CPR REVEST 500 MG x 7; S_A

30244; TARGIFOR ; TARGIFOR; NOT FOUND; CPR EFER 1.50 G x 20; S_A

94562; TAXOTERE ; TAXOTERE; NOT FOUND; F AMP IV 80 MG 4 ML x 1; S_A

10581; TRINESTRYL A.P. ; TRINESTRYL A P; NOT FOUND; A.IM 2 ML x 1; S_A

79623; TARGIFOR C ; TARGIFOR C; NOT FOUND; CPR REVEST x 30; S_A

53560; TRIATEC ; TRIATEC; NOT FOUND; CPR 2.50 MG x 30; S_A

49368; TRIFIBRA MIX ; TRIFIBRA MIX; NOT FOUND; POLVO ENVELO 5 G x 12; S_A

51270; TAXOTERE ; TAXOTERE; NOT FOUND; F.AMP SOLV 80 MG 2 ML x 1; S_A

46624; TARGIFOR C ; TARGIFOR C; NOT FOUND; CPR EFER x 16 (INF); S_A

48575; TARGOCID ; TARGOCID; NOT FOUND; F.AMP SOLV 400 MG 3 ML x 1; S_A

55077; TRENTAL ; TRENTAL; NOT FOUND; C.VER.REV.AP 600 MG x 20; S_A

30890; TRENTAL ; TRENTAL; NOT FOUND; DRAG 400 MG x 20; S_A

59423; TOPLEXIL ; TOPLEXIL; NOT FOUND; XAR. INF 100 ML x 1; S_A

79624; TARGIFOR C ; TARGIFOR C; NOT FOUND; CPR REVEST x 60; S_A

30464; TIAPRIDAL ; TIAPRIDAL; NOT FOUND; CPR 100 MG x 20; S_A

10482; TRANXILENE ; TRANXILENE; NOT FOUND; CAPS 10 MG x 20; S_A

54625; TRIATEC D ; TRIATEC D; NOT FOUND; CPR x 30; S_A

48574; TARGOCID ; TARGOCID; NOT FOUND; F.AMP SOLV 200 MG 3 ML x 1; S_A

51269; TAXOTERE ; TAXOTERE; NOT FOUND; F.AMP SOLV 20 MG 0.50 ML x 1; S_A

33505; TICLID ; TICLID; NOT FOUND; DRAG 250 MG x 20; S_A

61763; TRIATEC ; TRIATEC; NOT FOUND; CAPS PREVENT 10 MG x 30; S_A

93583; TARGIFOR C ; TARGIFOR C; NOT FOUND; CPR REVEST x 90; S_A

53561; TRIATEC ; TRIATEC; NOT FOUND; CPR 5 MG x 30; S_A

59424; TOPLEXIL ; TOPLEXIL; NOT FOUND; XAROPE 100 ML x 1 (ADLT); S_A

31977; TARGIFOR C ; TARGIFOR C; NOT FOUND; CPR EFER x 16; S_A

59638; TRIATEC ; TRIATEC; NOT FOUND; CPR 5 MG x 15; S_A

94561; TAXOTERE ; TAXOTERE; NOT FOUND; F AMP IV 20 MG 1 ML x 1; S_A

83464; TECTA ; TECTA; NOT FOUND; CPR GASTROR 40 MG x 60; TAK

45758; TEBONIN ; TEBONIN; NOT FOUND; CPR REVEST 40 MG x 30; TAK

83465; TECTA ; TECTA; NOT FOUND; CPR GASTROR 40 MG x 30; TAK

60059; TEBONIN ; TEBONIN; NOT FOUND; SOLN ORAL 40 MG 60 ML x 1 (/ML); TAK

83397; TEBONIN ; TEBONIN; NOT FOUND; CPR REVEST 80 MG x 30; TAK

98205; TEBONIN ; TEBONIN; NOT FOUND; CPR REVEST 80 MG x 10; TAK

77769; TACHOSIL ; TACHOSIL; NOT FOUND; ESPJ ESTERI x 1; TAK

56074; TEBONIN ; TEBONIN; NOT FOUND; CPR REVEST 120 MG x 20; TAK

48424; TEBONIN ; TEBONIN; NOT FOUND; CPR REVEST 80 MG x 20; TAK

98204; TEBONIN ; TEBONIN; NOT FOUND; CPR REVEST 120 MG x 10; TAK

83396; TEBONIN ; TEBONIN; NOT FOUND; CPR REVEST 120 MG x 30; TAK

74017; TEVAMETHO ; TEVAMETHO; NOT FOUND; F.AMP 100 MG 10 ML x 1 (/ML); TEV

74493; TEVACARBO ; TEVACARBO; NOT FOUND; F.AMP IV 450 MG 45 ML x 1; TEV

131353; TEVAGRASTIM ; TEVAGRASTIM; NOT FOUND; SER PREENCH 300 Y 0.50 ML x 1; TEV

74494; TEVACARBO ; TEVACARBO; NOT FOUND; F.AMP IV 50 MG 5 ML x 1; TEV

74023; TEVAETOPO ; TEVAETOPO; NOT FOUND; F.AMP 100 MG 5 ML x 10; TEV

74020; TEVAMETHO ; TEVAMETHO; NOT FOUND; F.AMP 25 MG 20 ML x 1 (/ML); TEV

74019; TEVAMETHO ; TEVAMETHO; NOT FOUND; F.AMP 25 MG 2 ML x 1 (/ML); TEV

77646; TRISENOX ; TRISENOX; NOT FOUND; AMP. 1 MG 10 ML x 10 (/ML); TEV

75219; TEVAFOLIN ; TEVAFOLIN; NOT FOUND; F.AMP 300 MG 30 ML x 1; TEV

74022; TEVAPACLI ; TEVAPACLI; NOT FOUND; F.AMP 30 MG 5 ML x 1; TEV

74492; TEVACARBO ; TEVACARBO; NOT FOUND; F.AMP IV 150 MG 15 ML x 1; TEV

90232; TEVAGRASTIM ; TEVAGRASTIM; NOT FOUND; SER PREENCH 300 Y 0.50 ML x 5; TEV

75220; TEVAFOLIN ; TEVAFOLIN; NOT FOUND; F.AMP 50 MG 5 ML x 1; TEV

73859; TEVABLEO ; TEVABLEO; NOT FOUND; F.AMP LIOF 15 IU x 1; TEV

65265; TORVAL CR ; TORVAL CR; NOT FOUND; CPR L.A.COAT 500 MG x 30; TNT

77118; TORLOS ; TORLOS; NOT FOUND; CPR REVEST 100 MG x 10; TNT

60648; TORLOS-H ; TORLOS H; NOT FOUND; CPR REVEST 12.5 MG x 28 (/50); TNT

60647; TORLOS-H ; TORLOS H; NOT FOUND; CPR REVEST 12.5 MG x 14 (/50); TNT

120490; TORLOS ; TORLOS; NOT FOUND; CPR REVEST 50 MG x 30; TNT

60646; TORLOS ; TORLOS; NOT FOUND; CPR REVEST 50 MG x 28; TNT

60645; TORLOS ; TORLOS; NOT FOUND; CPR REVEST 50 MG x 14; TNT

77117; TORLOS ; TORLOS; NOT FOUND; CPR REVEST 100 MG x 30; TNT

120491; TORLOS-H ; TORLOS H; NOT FOUND; CPR REVEST 12.5 MG x 30 (/50); TNT

65264; TORVAL CR ; TORVAL CR; NOT FOUND; CPR L.A.COAT 300 MG x 30; TNT

60644; TORLOS ; TORLOS; NOT FOUND; CPR REVEST 25 MG x 28; TNT

81452; THERACNE ; THERACNE; NOT FOUND; SABAO LIQD 120 ML x 1; TSK

81223; THERACNE ; THERACNE; NOT FOUND; GEL CR HIDRA 25 G x 1; TSK

85924; TELOSS 5 ; TELOSS 5; NOT FOUND; SHAMPOO 120 ML x 1; TSK

53005; THERASONA ; THERASONA; NOT FOUND; UNGT 10 MG 25 G x 1 (/G); TSK

85925; TELOSS 5 ; TELOSS 5; NOT FOUND; KIT SH+LOC 240 ML x 1; TSK

53003; THERACORT 20 ; THERACORT 20; NOT FOUND; F.AMP SOLV 20 MG 2 ML x 1 (/ML); TSK

52999; THERACORT ; THERACORT; NOT FOUND; CREME 0.25 MG 25 G x 1 (/G); TSK

97420; TELOSS DS ; TELOSS DS; NOT FOUND; SHAMPOO 120 ML x 1; TSK

63543; THERAPSOR ; THERAPSOR; NOT FOUND; POM. 0.05 % 15 G x 1; TSK

70894; THERACORT 40 ; THERACORT 40; NOT FOUND; F.AMP SOLV 40 MG 1 ML x 6; TSK

73489; THERACNE ; THERACNE; NOT FOUND; SABAO ESPU 50 ML x 1; TSK

85926; TELOSS 5 ; TELOSS 5; NOT FOUND; LOCAO 120 ML x 1; TSK

53001; THERACORT F ; THERACORT F; NOT FOUND; CREME 5 MG 25 G x 1; TSK

81183; THERACNE ; THERACNE; NOT FOUND; LOC ADS 120 ML x 1; TSK

52998; THERACNE ; THERACNE; NOT FOUND; GEL ESFOLIAN 80 G x 1; TSK

53429; THERAPSOR ; THERAPSOR; NOT FOUND; SOLN CAPIL 0.05 % 25 ML x 1; TSK

75807; THERACNE ; THERACNE; NOT FOUND; SABAO 80 G x 1; TSK

53004; THERASONA ; THERASONA; NOT FOUND; CREME 10 MG 25 G x 1 (/G); TSK

53430; THERAPSOR ; THERAPSOR; NOT FOUND; CREME 0.05 % 25 G x 1; TSK

71834; THERACORT 40 ; THERACORT 40; NOT FOUND; F.AMP SOLV 40 MG 1 ML x 1; TSK

53006; THERATAR ; THERATAR; NOT FOUND; GEL. 17.5 MG 80 G x 1 (/G); TSK

74456; THERACNE ; THERACNE; NOT FOUND; SABAO 100 G x 1; TSK

64117; TRIAXON ; TRIAXON; NOT FOUND; F.IV 500 MG 5 ML x 1; TTB

106887; TINID+NIT.MICON.MG ; TINID NIT MICON; NOT FOUND; CR.VAG.7 APL 40 G x 1; TTB

144323; TEUCIPROX ; TEUCIPROX; NOT FOUND; CPR REVEST 500 MG x 7; TTB

64118; TRIAXON ; TRIAXON; NOT FOUND; F.IV 1 G 10 ML x 1; TTB

51449; TYLIDOL ; TYLIDOL; NOT FOUND; CPR 500 MG x 200; TTB

159558; TEUPANTOL BABY ; TEUPANTOL BABY; NOT FOUND; CREME 30 G x 1; TTB

76217; TRIAXON ; TRIAXON; NOT FOUND; F.IM 1 G 3.50 ML x 50; TTB

53191; TETRADERM ; TETRADERM; NOT FOUND; CREME 20 G x 1; TTB

76218; TRIAXON ; TRIAXON; NOT FOUND; F.IV S/DIL 500 MG x 50; TTB

87138; TOPIRAMATO MG ; TOPIRAMATO; TOPIRAMATO; CPR REVEST 25 MG x 60; TTB

76268; TRIAXON ; TRIAXON; NOT FOUND; F.IM 500 MG 2 ML x 1; TTB

77116; TEUTOFORMIN ; TEUTOFORMIN; NOT FOUND; CPR 500 MG x 30; TTB

78933; TEUFRON ; TEUFRON; NOT FOUND; CPR 1 MG x 30; TTB

73248; TEUTOFORMIN ; TEUTOFORMIN; NOT FOUND; CPR 850 MG x 150; TTB

42731; TETRACLIN ; TETRACLIN; NOT FOUND; CAPS 250 MG x 100; TTB

66384; TRAMALIV ; TRAMALIV; NOT FOUND; CAPS 50 MG x 10; TTB

144326; TEUCIPROX ; TEUCIPROX; NOT FOUND; CPR REVEST 500 MG x 14; TTB

70415; TRIAXON ; TRIAXON; NOT FOUND; F.IM 1 G 3.50 ML x 1; TTB

87141; TOPIRAMATO MG ; TOPIRAMATO; TOPIRAMATO; CPR REVEST 100 MG x 60; TTB

78934; TEUFRON ; TEUFRON; NOT FOUND; CPR 0.50 MG x 30; TTB

52250; TYLIDOL ; TYLIDOL; NOT FOUND; GOTAS 200 MG 15 ML x 1 (/ML); TTB

66381; TEUTOVIT E ; TEUTOVIT E; NOT FOUND; CAPS 400 MG x 30; TTB

66383; TRAMALIV ; TRAMALIV; NOT FOUND; AMP. 100 MG 2 ML x 6; TTB

66382; TRAMALIV ; TRAMALIV; NOT FOUND; AMP. 50 MG 1 ML x 6; TTB

43938; TETRACLIN ; TETRACLIN; NOT FOUND; CAPS 500 MG x 100; TTB

87140; TOPIRAMATO MG ; TOPIRAMATO; TOPIRAMATO; CPR REVEST 50 MG x 60; TTB

53432; TYLIDOL ; TYLIDOL; NOT FOUND; CPR 750 MG x 200; TTB

76578; TRIAXON ; TRIAXON; NOT FOUND; F.IM 250 MG 2 ML x 1; TTB

54539; TEUTOMICIN ; TEUTOMICIN; NOT FOUND; POM. 10 G x 1; TTB

66380; TENOFTAL ; TENOFTAL; NOT FOUND; SOLN OFTAL 5 MG 5 ML x 1 (/ML); TTB

76767; TYLIDOL ; TYLIDOL; NOT FOUND; CPR 750 MG x 20; TTB

57971; TEUTOFORMIN ; TEUTOFORMIN; NOT FOUND; CPR 850 MG x 30; TTB

70098; TRIAXON ; TRIAXON; NOT FOUND; F.AMP S/DILU 1 G 10 ML x 50; TTB

112262; TEUPANTOL ; TEUPANTOL; NOT FOUND; POM. 50 MG 30 G x 1 (/G); TTB

78935; TEUFRON ; TEUFRON; NOT FOUND; CPR 2 MG x 30; TTB

51448; TYLIDOL ; TYLIDOL; NOT FOUND; CPR 500 MG x 20; TTB

10315; THIABEN ; THIABEN; NOT FOUND; CPR 500 MG x 6; UCI

89060; THIABENA POMADA ; THIABENA POMADA; NOT FOUND; POM. 1 G 45 G x 1; UCI

10317; THIABENA ; THIABENA; NOT FOUND; POM. 15 G x 1; UCI

69238; TRISOMATOL ; TRISOMATOL; NOT FOUND; CPR 25 MG x 20; UCI

65517; TRENTOFIL ; TRENTOFIL; NOT FOUND; CPR.RE.LP 400 MG x 20; UCI

48578; TIABIOSE ; TIABIOSE; NOT FOUND; CREME 45 G x 1; UCI

70630; TRENTOFIL ; TRENTOFIL; NOT FOUND; CPR.RE.LP 400 MG x 200; UCI

49079; TRINIZOL-M ; TRINIZOL M; NOT FOUND; CR.VAG.C/APL 80 G x 1; UCI

70896; TRISOMATOL ; TRISOMATOL; NOT FOUND; CPR 25 MG x 200; UCI

69239; TRISOMATOL ; TRISOMATOL; NOT FOUND; CPR 75 MG x 20; UCI

66455; TRINIZOL-M ; TRINIZOL M; NOT FOUND; CR.VAG.7 APL 40 G x 1; UCI

10316; THIABEN ; THIABEN; NOT FOUND; LIQD 250 MG 40 ML x 1 (/5ML); UCI

68020; TEFLAN ; TEFLAN; NOT FOUND; F.AMP SOLV 40 MG 2 ML x 5; U_Q

73040; TEIPLAN ; TEIPLAN; NOT FOUND; F.AMP C/DILU 400 MG 3 ML x 1; U_Q

61296; TERBUTIL ; TERBUTIL; NOT FOUND; AMP. 0.50 MG 1 ML x 50 (/ML); U_Q

115933; TEFLAN ; TEFLAN; NOT FOUND; CPR REVEST 20 MG x 5; U_Q

57916; TOBRACORT ; TOBRACORT; NOT FOUND; POM. OFTAL 3.50 G x 1; U_Q

77114; TEFLAN ; TEFLAN; NOT FOUND; F.AMP 40 MG x 50; U_Q

55800; TERMOL ; TERMOL; NOT FOUND; CPR 750 MG x 200; U_Q

77728; TERTOP ; TERTOP; NOT FOUND; CPR 250 MG x 14; U_Q

58075; TOBRACORT ; TOBRACORT; NOT FOUND; SUSP OFTAL 5 ML x 1; U_Q

59422; TINORAL ; TINORAL; NOT FOUND; CPR REVEST 500 MG x 4; U_Q

67423; TESS ; TESS; NOT FOUND; CPR REVEST x 21; U_Q

66793; TEFLAN ; TEFLAN; NOT FOUND; F.AMP 20 MG x 50; U_Q

59376; TEFLAN ; TEFLAN; NOT FOUND; CPR REVEST 20 MG x 10; U_Q

77727; TERTOP ; TERTOP; NOT FOUND; CPR 250 MG x 28; U_Q

61295; TERBUTIL ; TERBUTIL; NOT FOUND; AMP. 0.50 MG 1 ML x 6 (/ML); U_Q

59377; TEFLAN ; TEFLAN; NOT FOUND; F.AMP SOLV 20 MG 2 ML x 1; U_Q

55801; TERMOL ; TERMOL; NOT FOUND; GOTAS 200 MG 15 ML x 1 (/ML); U_Q

52716; TRIOXINA ; TRIOXINA; NOT FOUND; F.IM SOLV. 1 G 3.50 ML x 1; U_Q

59375; TANDRIFLAN ; TANDRIFLAN; NOT FOUND; CPR x 30; U_Q

74251; TRIOXINA ; TRIOXINA; NOT FOUND; F.IV SOLV 1 G 10 ML x 50; U_Q

159559; TANDRIFLAN ; TANDRIFLAN; NOT FOUND; CPR x 100; U_Q

117578; TEIPLAN ; TEIPLAN; NOT FOUND; F.AMP C/DILU 200 MG 3 ML x 1; U_Q

66470; TOPCOID ; TOPCOID; NOT FOUND; GEL. 0.50 % 40 G x 1; U_Q

58650; TROPINOM ; TROPINOM; NOT FOUND; COLIRIO 5 ML x 1; U_Q

76625; TANDRIFLAN ; TANDRIFLAN; NOT FOUND; CPR x 15; U_Q

57918; TOBRANOM ; TOBRANOM; NOT FOUND; SOLN OFTAL 3 MG 5 ML x 1 (/ML); U_Q

59993; TRACOZOL ; TRACOZOL; NOT FOUND; CAPS 100 MG x 4; VAP

59994; TRACOZOL ; TRACOZOL; NOT FOUND; CAPS 100 MG x 15; VAP

54123; TECNOCARB ; TECNOCARB; NOT FOUND; F.AMP LIOF 450 MG x 1; ZD1

50029; TECNOMICINA ; TECNOMICINA; NOT FOUND; F.AMP SOLV 15 MG x 1; ZD1

49067; TECNOTAX ; TECNOTAX; NOT FOUND; CPR 20 MG x 30; ZD1

62129; TECNOMET ; TECNOMET; NOT FOUND; CPR 2.50 MG x 20; ZD1

160511; TRIDEVIT ; TRIDEVIT; NOT FOUND; GOTAS 5 Y 20 ML x 1; ZD1

61223; TECNOTECAN ; TECNOTECAN; NOT FOUND; F.AMP LIOF 40 MG 2 ML x 1; ZD1

49066; TECNOTAX ; TECNOTAX; NOT FOUND; CPR 10 MG x 30; ZD1

60963; TECNOMET ; TECNOMET; NOT FOUND; CPR 2.50 MG x 50; ZD1

64595; TAMSULON ; TAMSULON; NOT FOUND; CAPS L.P. 0.40 MG x 30; ZD1

54146; TECNOPLATIN ; TECNOPLATIN; NOT FOUND; F.INFUS.LIOF 10 MG x 1; ZD1

160513; TRIDEVIT ; TRIDEVIT; NOT FOUND; CPR MAST 5 Y x 120; ZD1

160512; TRIDEVIT ; TRIDEVIT; NOT FOUND; CPR MAST 5 Y x 60; ZD1

58974; TECNOTECAN ; TECNOTECAN; NOT FOUND; F.AMP LIOF 100 MG x 1; ZD1

68590; TECNOMAX ; TECNOMAX; NOT FOUND; F.AMP LIOF 50 MG x 1; ZD1

54122; TECNOCARB ; TECNOCARB; NOT FOUND; F.AMP LIOF 150 MG x 1; ZD1

64596; TAMSULON ; TAMSULON; NOT FOUND; CAPS L.P. 0.40 MG x 20; ZD1

54147; TECNOPLATIN ; TECNOPLATIN; NOT FOUND; F.INFUS.LIOF 50 MG x 1; ZD1

56241; TECNOCRIS ; TECNOCRIS; NOT FOUND; F.AMP LIOF 1 MG 1 ML x 1; ZD1

160510; TRIDEVIT ; TRIDEVIT; NOT FOUND; GOTAS 5 Y 10 ML x 1; ZD1

50390; TECNOVORIN ; TECNOVORIN; NOT FOUND; F.AMP 50 MG 20 ML x 1; ZD1

90235; TOPIRAMATO MG ; TOPIRAMATO; TOPIRAMATO; CPR REVEST 50 MG x 60; ZYD

78248; TAR ZOLPIDEM MG ; TAR ZOLPIDEM; NOT FOUND; CPR REVEST 10 MG x 20; ZYD

