270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 1.00 ML
376809; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; BETULA + ARNICA (ARNICA MONTANA L). EM SOLUCAO OLEOSA TOPICA; NO_ACR; FRASCO; 100.00 G

270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

404421; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; STRYPHNODENDRON BARBATIMAN MART.. 60 MG/G. POMADA; NO_ACR; BISNAGA; 20.00 G

396450; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; EXTRATO SECO DE FOLHAS DE ESPINHEIRA-SANTA. MAYTENUS ILICIFOLIA. 380 MG; NO_ACR; CÃPSULA; 0

270889; ESCINA; ESCINA; ESCINA; AMORFA. ASSOCIADA COM ESCINA POLISSULFONADA SODICA. SALICILATO DE DIETILAMINA. 10MG + 10MG + 50MG/G. GEL TOPICO; NO_ACR; BISNAGA; 30.00 G

385424; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALCACHOFRA (CYNARA SCOLYMUS L.). E ASSOCIACOES. FORMA ORAL SOLIDA; NO_ACR; CÃPSULA; 0

270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 1.00 ML

267281; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML

369177; EVEROLIMO; EVEROLIMO; EVEROLIMO; 0.25 MG; NO_ACR; COMPRIMIDO; 0

267207; ERITROMICINA; ERITROMICINA; ERITROMICINA; 250 MG; NO_ACR; DRÃGEA; 0

270848; ESTRADIOL; ESTRADIOL; ESTRADIOL; ASSOCIADO COM NORETISTERONA ACETATO. 2MG + 1MG; NO_ACR; COMPRIMIDO; 0

269997; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 25 MG/ML. SUSPENSAO ORAL; NO_ACR; COMPRIMIDO; 0

267207; ERITROMICINA; ERITROMICINA; ERITROMICINA; 250 MG; NO_ACR; FRASCO; 60.00 ML

291231; ESTREPTOMICINA SULFATO; ESTREPTOMICINA SULFATO; NOT FOUND; 1 G. PO P/ SUSPENSAO INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML

426103; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND;  MENTHA PIPERITA. 750 MG; NO_ACR; CÃPSULA; 0

395847; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALOE VERA (L.) BURM F.. 50 MG/G. POMADA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; BISNAGA; 50.00 G

382297; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 2 MG/ML. SUSPENSAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 100.00 ML

270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; COMPRIMIDO; 0

285689; EZETIMIBA; EZETIMIBA; EZETIMIBA; ASSOCIADO A SINVASTATINA. 10MG + 40 MG; NO_ACR; COMPRIMIDO; 0

267281; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL; NO_ACR; COMPRIMIDO; 0

270365; EPIRRUBICINA CLORIDRATO; EPIRRUBICINA CLORIDRATO; NOT FOUND; 20 MG. INJETAVEL; NO_ACR; FRASCO; 10.00 ML

271432; ESTROGÃNIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; 1.25 MG; NO_ACR; COMPRIMIDO; 0

272624; EMULSÃO DE LIPÃDIOS; EMULSAO LIPIDIOS; NOT FOUND; 20%. MCT / LCT. INJETaVEL; NO_ACR; FRASCO; 500.00 ML

267281; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 5.00 ML

305808; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; PASSIFLORA INCARNATA. CARATAEGUS OXYACANTHA. SALIX ALBA. 100 MG + 30 MG + 100 MG; NO_ACR; FRASCO; 120.00 ML

315089; ENTECAVIR; ENTECAVIR; ENTECAVIR; 1 MG; NO_ACR; COMPRIMIDO; 0

359286; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; HERA SEMPRE-VERDE. EXTRATO SECO DE HEDERA HELIX. 7 MG/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML

272198; ETILEFRINA CLORIDRATO; ETILEFRINA CLORIDRATO; NOT FOUND; 10MG/ML. INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

297775; ENZIMAS PANCREÃTICAS; ENZIMAS PANCREATICAS; NOT FOUND; PANCREATINA ( AMILASE + LIPASE + PROTEASE ). 10.000 UI; NO_ACR; CÃPSULA; 0

376809; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; BETULA + ARNICA (ARNICA MONTANA L). EM SOLUCAO OLEOSA TOPICA; NO_ACR; FRASCO; 100.00 ML

343607; ETANERCEPTE; ETANERCEPTE; ETANERCEPTE; 25 MG. PO LIOFILO P/ INJETAVEL. COM KIT DE APLICACAO; NO_ACR; SERINGA; 0

267650; ENALAPRIL MALEATO; ENALAPRIL MALEATO; NOT FOUND; 5 MG; NO_ACR; COMPRIMIDO; 0

295299; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; MENTHA CRISPA. 160 MG. EXTRATO SECO; NO_ACR; CÃPSULA; 0

272201; ETILEFRINA CLORIDRATO; ETILEFRINA CLORIDRATO; NOT FOUND; 7.5MG/ML. SOLUCAO ORAL - GOTAS; NO_ACR; FRASCO; 20.00 ML

308073; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ARNICA MONTANA L.. 200 MG/G. GEL; NO_ACR; FRASCO; 250.00 G

355023; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; EXTRATO SECO DE VALERIANA OFFICINALIS. 125 MG; NO_ACR; COMPRIMIDO; 0

274187; ESOMEPRAZOL; ESOMEPRAZOL; ESOMEPRAZOL; SAL MAGNESICO. 40 MG; NO_ACR; FRASCO-AMPOLA; 0

274187; ESOMEPRAZOL; ESOMEPRAZOL; ESOMEPRAZOL; SAL MAGNESICO. 40 MG; NO_ACR; COMPRIMIDO; 0

329337; EMULSÃO DE LIPÃDIOS; EMULSAO LIPIDIOS; NOT FOUND; 20%. EMULSAO INJETAVEL; NO_ACR; FRASCO; 500.00 ML

305235; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GERMEN DE SOJA. (ISOFLAVONAS 15MG. SAPONINAS 20.5MG. LECITINA 9MG. ALFA TOCOFEROL 0.041MG) EM 500 MG; NO_ACR; COMPRIMIDO; 0

272623; EMULSÃO DE LIPÃDIOS; EMULSAO LIPIDIOS; NOT FOUND; 10%. MCT / LCT. INJETaVEL; NO_ACR; MILILITRO; 0

269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 120.00 ML

397280; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). O.1 ML/ ML. XAROPE; NO_ACR; FRASCO; 120.00 ML

393764; ESCITALOPRAM OXALATO; ESCITALOPRAM OXALATO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL - GOTAS; NO_ACR; FRASCO; 15.00 ML

271171; ENALAPRIL MALEATO; ENALAPRIL MALEATO; NOT FOUND; ASSOCIADO COM HIDROCLOROTIAZIDA. 20MG + 12.5MG; NO_ACR; COMPRIMIDO; 0

290673; EBASTINA; EBASTINA; EBASTINA; 10 MG; NO_ACR; COMPRIMIDO; 0

271172; ENALAPRIL MALEATO; ENALAPRIL MALEATO; NOT FOUND; ASSOCIADO COM HIDROCLOROTIAZIDA. 10MG + 25MG; NO_ACR; COMPRIMIDO; 0

356602; ESTROGÃNIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; 0.3 MG; NO_ACR; COMPRIMIDO; 0

382297; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 2 MG/ML. SUSPENSAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 60.00 ML

399412; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ESPINHEIRA SANTA. MAYTENUS ILICIFOLIA MART.EX.REISS. 500 MG; NO_ACR; CÃPSULA; 0

270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; COMPRIMIDO; 0

299766; ETAMBUTOL DICLORIDRATO; ETAMBUTOL DICLORIDRATO; NOT FOUND; 400 MG; NO_ACR; COMPRIMIDO; 0

267653; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 25 MG; NO_ACR; FRASCO; 50.00 ML

266714; ENZIMAS PANCREÃTICAS; ENZIMAS PANCREATICAS; NOT FOUND; PANCREATINA ( AMILASE + LIPASE + PROTEASE ). 4.500 UI. USO ORAL; NO_ACR; CÃPSULA; 0

324415; ETORICOXIBE; ETORICOXIBE; ETORICOXIBE; 90 MG; NO_ACR; COMPRIMIDO; 0

268335; EFAVIRENZ; EFAVIRENZ; EFAVIRENZ; 50 MG; NO_ACR; FRASCO; 180.00 ML

329337; EMULSÃO DE LIPÃDIOS; EMULSAO LIPIDIOS; NOT FOUND; 20%. EMULSAO INJETAVEL; NO_ACR; FRASCO; 100.00 ML

395728; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). 0.25 ML/ML. XAROPE; NO_ACR; FRASCO; 100.00 ML

401323; EPINASTINA; EPINASTINA; EPINASTINA; SAL CLORIDRATO. 0.5 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML

305808; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; PASSIFLORA INCARNATA. CARATAEGUS OXYACANTHA. SALIX ALBA. 100 MG + 30 MG + 100 MG; NO_ACR; COMPRIMIDO; 0

271434; ESTROGÃNIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; 0.625 MG; NO_ACR; DRÃGEA; 0

348339; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 5 MG/ML. SUSPENSAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 50.00 ML

270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; DRÃGEA; 0

274149; ERTAPENEM SÃDICO; ERTAPENEM SODICO; ERTAPENEM SODICO; 1 G. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

267207; ERITROMICINA; ERITROMICINA; ERITROMICINA; 250 MG; NO_ACR; COMPRIMIDO; 0

267654; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 100 MG; NO_ACR; FRASCO; 50.00 ML

266713; ENZIMAS PANCREÃTICAS; ENZIMAS PANCREATICAS; NOT FOUND; PANCREATINA ( AMILASE + LIPASE + PROTEASE ). 20.000 UI. USO ORAL; NO_ACR; CÃPSULA; 0

272624; EMULSÃO DE LIPÃDIOS; EMULSAO LIPIDIOS; NOT FOUND; 20%. MCT / LCT. INJETaVEL; NO_ACR; FRASCO; 100.00 ML

395618; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALCACHOFRA (CYNARA SCOLYMUS L.). 300 MG; NO_ACR; CÃPSULA; 0

270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

267283; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG; NO_ACR; AMPOLA; 1.00 ML

399411; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ESPINHEIRA SANTA. MAYTENUS ILICIFOLIA MART.EX.REISS. 12 MG/ML. TINTURA; NO_ACR; CÃPSULA; 0

267207; ERITROMICINA; ERITROMICINA; ERITROMICINA; 250 MG; NO_ACR; FRASCO; 50.00 ML

269990; ERITROMICINA; ERITROMICINA; ERITROMICINA; 25 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 120.00 ML

270971; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADO COM PARACETAMOL. 10MG + 500MG; NO_ACR; COMPRIMIDO; 0

395728; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). 0.25 ML/ML. XAROPE; NO_ACR; FRASCO; 120.00 ML

272645; ENOXAPARINA; ENOXAPARINA; NOT FOUND; 40MG/0.4 ML. INJETAVEL. SERINGA PRE-ENCHIDA; NO_ACR; SERINGA; 0

270833; ESTRADIOL; ESTRADIOL; ESTRADIOL; 2MG; NO_ACR; COMPRIMIDO; 0

367506; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 1 MG/ML. SUSPENSAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 50.00 ML

266716; ENZIMAS PANCREÃTICAS; ENZIMAS PANCREATICAS; NOT FOUND; PANCREATINA ( AMILASE + LIPASE + PROTEASE ). 18.000 UI. USO ORAL; NO_ACR; CÃPSULA; 0

399409; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; RHAMNUS PURSHIANA DC.. 150 MG; NO_ACR; CÃPSULA; 0

399413; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; RHAMNUS PURSHIANA DC.. 500 MG; NO_ACR; CÃPSULA; 0

269995; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 250 MG; NO_ACR; COMPRIMIDO; 0

399442; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; UNCARIA TOMENTOSA DC.. 100 MG; NO_ACR; COMPRIMIDO; 0

278430; ELIXIR PAREGORICO; ELIXIR PAREGORICO; NOT FOUND; SOLUCAO ORAL. GOTAS; NO_ACR; FRASCO; 30.00 ML

272193; ESMOLOL CLORIDRATO; ESMOLOL CLORIDRATO; NOT FOUND; 250 MG/ML. INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

282580; ETANOLAMINA OLEATO; ETANOLAMINA OLEATO; NOT FOUND; 5%. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

271435; ESTROGÃNIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; ESTROGENIOS CONJUGADOS; 0.625 MG/G. CREME VAGINAL; NO_ACR; BISNAGA; 25.00 G

323437; ESTRADIOL; ESTRADIOL; ESTRADIOL; 1 MG/G. GEL COM FRASCO DOSADOR; NO_ACR; FRASCO; 80.00 G

343608; ETANERCEPTE; ETANERCEPTE; ETANERCEPTE; 50 MG. PO LIOFILO P/ INJETAVEL. COM KIT DE APLICACAO; NO_ACR; SERINGA; 0

343607; ETANERCEPTE; ETANERCEPTE; ETANERCEPTE; 25 MG. PO LIOFILO P/ INJETAVEL. COM KIT DE APLICACAO; NO_ACR; FRASCO-AMPOLA; 0

267282; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

269999; ERITROMICINA; ERITROMICINA; ERITROMICINA; 20 MG/ML. SOLUCAO TOPICA; NO_ACR; FRASCO; 60.00 ML

292774; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; PEUMUS BOLDUS.RHAMNUS PURSHIANA E RHEUM P. LINNE. COMPOSICAO: BOLDINA.EMODINA E COMP.ANTRAQUINONICOS. 0.01 MG + 0.3 MG + 0.34 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 10.00 ML

267283; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG; NO_ACR; DRÃGEA; 0

267208; ESTRIOL; ESTRIOL; ESTRIOL; 1 MG/G. CREME VAGINAL; NO_ACR; BISNAGA; 50.00 G

267283; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG; NO_ACR; FRASCO; 20.00 ML

369176; EVEROLIMO; EVEROLIMO; EVEROLIMO; 0.50 MG; NO_ACR; COMPRIMIDO; 0

269990; ERITROMICINA; ERITROMICINA; ERITROMICINA; 25 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML

370230; EXTRATO DE PRÃPOLIS; EXTRATO PROPOLIS; NOT FOUND; EXTRATO DE PROPOLIS. 20%. SOLUCAO ALCOOLICA; NO_ACR; LITRO; 0

272198; ETILEFRINA CLORIDRATO; ETILEFRINA CLORIDRATO; NOT FOUND; 10MG/ML. INJETAVEL; NO_ACR; COMPRIMIDO; 0

426292; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; RHAMNUS PURSHIANA DC.. 380 MG; NO_ACR; CÃPSULA; 0

393139; EVEROLIMO; EVEROLIMO; EVEROLIMO; 10 MG; NO_ACR; COMPRIMIDO; 0

269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 50.00 ML

385424; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALCACHOFRA (CYNARA SCOLYMUS L.). E ASSOCIACOES. FORMA ORAL SOLIDA; NO_ACR; COMPRIMIDO; 0

267282; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; COMPRIMIDO; 0

408498; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; PASSIFLORA INCARNATA. CRATAEGUS OXYACANTHA. SALIX ALBA. 50 MG + 0.10 ML + 0.7 ML/ ML. SOLUCAO ORAL; NO_ACR; COMPRIMIDO; 0

315088; ENTECAVIR; ENTECAVIR; ENTECAVIR; 0.5 MG; NO_ACR; COMPRIMIDO; 0

270971; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADO COM PARACETAMOL. 10MG + 500MG; NO_ACR; DRÃGEA; 0

395631; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). 5%. XAROPE; NO_ACR; FRASCO; 10.00 ML

393886; ENFUVIRTIDA; ENFUVIRTIDA; ENFUVIRTIDA; 180 MG. PO LIOFILO P/ INJETAVEL. C/ KIT P/PREPARO. APLICACAO E DESCARTE; NO_ACR; CONJUNTO; 0

267651; ENALAPRIL MALEATO; ENALAPRIL MALEATO; NOT FOUND; 10 MG; NO_ACR; COMPRIMIDO; 0

308073; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ARNICA MONTANA L.. 200 MG/G. GEL; NO_ACR; BISNAGA; 60.00 G

291772; ESCITALOPRAM OXALATO; ESCITALOPRAM OXALATO; NOT FOUND; 15 MG; NO_ACR; COMPRIMIDO; 0

381776; ESTIRIPENTOL; ESTIRIPENTOL; ESTIRIPENTOL; 500 MG; NO_ACR; CÃPSULA; 0

269997; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 25 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML

308073; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ARNICA MONTANA L.. 200 MG/G. GEL; NO_ACR; FRASCO; 120.00 ML

329336; EMULSÃO DE LIPÃDIOS; EMULSAO LIPIDIOS; NOT FOUND; 10%. EMULSAO INJETAVEL; NO_ACR; FRASCO; 500.00 ML

269995; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 250 MG; NO_ACR; DRÃGEA; 0

305413; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GINKGO BILOBA. 120 MG; NO_ACR; COMPRIMIDO; 0

308073; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ARNICA MONTANA L.. 200 MG/G. GEL; NO_ACR; BISNAGA; 20.00 G

270889; ESCINA; ESCINA; ESCINA; AMORFA. ASSOCIADA COM ESCINA POLISSULFONADA SODICA. SALICILATO DE DIETILAMINA. 10MG + 10MG + 50MG/G. GEL TOPICO; NO_ACR; BISNAGA; 100.00 G

269998; ERITROMICINA; ERITROMICINA; ERITROMICINA; ESTOLATO. 50 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML

357657; ETRAVIRINA; ETRAVIRINA; ETRAVIRINA; 100 MG; NO_ACR; COMPRIMIDO; 0

395843; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; CINNAMOMUM ZEYLANICUM NESS.. CARYOPHYLLUS AROMATICUS. SOLUCAO ORAL; NO_ACR; FRASCO; 30.00 ML

268455; ENOXAPARINA; ENOXAPARINA; NOT FOUND; 80MG/0.8 ML. INJETAVEL. SERINGA GRADUADA; NO_ACR; SERINGA; 0

395946; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; ALOE VERA (L.) BURM F.. 200 MG/G. CREME; NO_ACR; BISNAGA; 50.00 G

343494; ESPIRAMICINA; ESPIRAMICINA; ESPIRAMICINA; 1.500.000 UI; NO_ACR; COMPRIMIDO; 0

410019; ELTROMBOPAG OLAMINA; ELTROMBOPAG OLAMINA; ELTROMBOPAGUE OLAMINA; 25 MG; NO_ACR; COMPRIMIDO; 0

287687; EFEDRINA; EFEDRINA; EFEDRINA; SULFATO. 50 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

367507; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 5 MG/ML. SUSPENSAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 50.00 ML

342178; ETOPÃSIDO; ETOPOSIDO; NOT FOUND; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

267207; ERITROMICINA; ERITROMICINA; ERITROMICINA; 250 MG; NO_ACR; CÃPSULA; 0

368779; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). EXTRATO FLUIDO; NO_ACR; FRASCO; 120.00 ML

270838; ESTRADIOL; ESTRADIOL; ESTRADIOL; 25MG. IMPLANTE COM APLICADOR E PINCA; NO_ACR; AMPOLA; 1.00 ML

340142; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; CHLORELLA. 500 MG; NO_ACR; ENVELOPE; 0

272621; EMBUCRILATO; EMBUCRILATO; EMBUCRILATO; 1G/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 0.50 ML

285686; EZETIMIBA; EZETIMIBA; EZETIMIBA; 10 MG; NO_ACR; COMPRIMIDO; 0

270622; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 6.67MG + 333MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML

406994; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; PASSIFLORA INCARNATA. 300 MG; NO_ACR; CÃPSULA; 0

404690; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GLYCINE MAX (L.) MERRIL. 75 MG; NO_ACR; CÃPSULA; 0

270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML

270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; COMPRIMIDO; 0

370231; EXTRATO DE PRÃPOLIS; EXTRATO PROPOLIS; NOT FOUND; EXTRATO DE PROPOLIS. 30%. SOLUCAO ALCOOLICA; NO_ACR; FRASCO; 30.00 ML

395728; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). 0.25 ML/ML. XAROPE; NO_ACR; FRASCO; 30.00 ML

272194; ESMOLOL CLORIDRATO; ESMOLOL CLORIDRATO; NOT FOUND; 10 MG/ML. INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

393764; ESCITALOPRAM OXALATO; ESCITALOPRAM OXALATO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL - GOTAS; NO_ACR; FRASCO; 28.00 ML

369179; EVEROLIMO; EVEROLIMO; EVEROLIMO; 1 MG; NO_ACR; COMPRIMIDO; 0

427409; EVEROLIMO; EVEROLIMO; EVEROLIMO; 2.5 MG; NO_ACR; COMPRIMIDO; 0

267281; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL; NO_ACR; FRASCO; 20.00 ML

267654; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 100 MG; NO_ACR; COMPRIMIDO; 0

338134; ESPIRONOLACTONA; ESPIRONOLACTONA; ESPIRONOLACTONA; 50 MG; NO_ACR; COMPRIMIDO; 0

270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; FRASCO; 20.00 ML

395631; EXTRATO MEDICINAL; EXTRATO MEDICINAL; NOT FOUND; GUACO (MIKANIA GLOMERATA SPRENG.). 5%. XAROPE; NO_ACR; FRASCO; 120.00 ML

