56094; ANTUX ; ANTUX; NOT FOUND; XAR. 30 MG 120 ML x 1 (/5ML); A4H
57572; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CPR 200 MG x 10; RBY

57445; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 6; RBY

57447; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; SUSP 250 MG 150 ML x 1 (/5ML); RBY

63205; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; PO P/SUSP 600 MG 15 ML x 1; RBY

57574; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CPR 400 MG x 10; RBY

58906; AXETIL CEFUROXI.MG ; AXETIL CEFUROXI; NOT FOUND; PO P/SUSP 250 MG 50 ML x 1 (/5M; RBY

58347; AXETIL CEFUROXI.MG ; AXETIL CEFUROXI; NOT FOUND; CPR REVEST 250 MG x 10; RBY

78565; AXETIL CEFUROXI.MG ; AXETIL CEFUROXI; NOT FOUND; PO P/SUSP 250 MG 70 ML x 1 (/5M; RBY

78564; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 30; RBY

60949; ACECLOFENACO MG ; ACECLOFENACO; ACECLOFENACO; CPR REVEST 100 MG x 12; RBY

65410; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 25 MG x 28; RBY

68883; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 30; RBY

64482; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 28; RBY

71814; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 875 MG x 14 (/125); RBY

57441; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 6 (/125); RBY

61938; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 2; RBY

57584; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; SUSP 250 MG 75 ML x 1 (/5ML); RBY

73797; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; KIT. x 1; ROC

64019; ACCUTREND ; ACCUTREND; NOT FOUND; TIRAS COLEST x 25; ROC

103555; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; K COMBO TIRA x 100; ROC

98677; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; K COMBO T+BI x 100; ROC

76066; ACTEMRA ; ACTEMRA; NOT FOUND; F.AMP INFUS 80 MG 4 ML x 1; ROC

150190; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; METER ONLY x 1; ROC

64612; ACCU-CHEK ADVANTAG ; ACCU CHEK ADVANTAG; NOT FOUND; TEST II x 10; ROC

129310; ACCU-CHEK SOFTCLIX ; ACCU CHEK SOFTCLIX; NOT FOUND; LAN+25LAN x 1; ROC

136409; ACCU-CHEK SOFT PRO ; ACCU CHEK SOFT PRO; NOT FOUND; LANCETADOR x 1; ROC

63872; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; TIRAS TESTE x 10; ROC

146862; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; KIT MON+LAC x 1; ROC

71072; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; KIT 10L/10T x 1; ROC

98680; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; K COMBO TIRA x 100; ROC

147794; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; KIT25 L3P2 x 75; ROC

83656; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; K COMBO T+TD x 75; ROC

98682; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; K COMBO TIRA x 75; ROC

89435; ACCU-CHEK SOFT.II ; ACCU CHEK SOFT II; NOT FOUND; LA TEST GLIC x 200; ROC

56544; ACCU-CHEK ADVANTAG ; ACCU CHEK ADVANTAG; NOT FOUND; TEST II x 25; ROC

64018; ACCUTREND ; ACCUTREND; NOT FOUND; TIRAS GLICOS x 25; ROC

93799; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; K 3X2 TIRAS x 150; ROC

73795; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; TIRAS TESTE x 25; ROC

73796; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; TIRAS TESTE x 50; ROC

99515; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; K COMBO TIRA x 60; ROC

76583; ACCU-CHEK PER NANO ; ACCU CHEK PER NANO; NOT FOUND; KIT. x 1; ROC

98683; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; K COMBO T+PD x 75; ROC

64021; ACCUTREND ; ACCUTREND; NOT FOUND; TIRAS TRIGLI x 25; ROC

147796; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; KIT25 L3P2 x 75; ROC

117547; ACCU-CHEK MULTICLI ; ACCU CHEK MULTICLI; NOT FOUND; LANCETAS x 204; ROC

64020; ACCUTREND ; ACCUTREND; NOT FOUND; TIRAS COLEST x 5; ROC

71073; ACCU-CHEK ADVANTAG ; ACCU CHEK ADVANTAG; NOT FOUND; KIT 10L/10T x 1; ROC

72828; ACCUTREND ; ACCUTREND; NOT FOUND; TIRAS BM LAC x 25; ROC

71075; ACCU-CHEK GO ; ACCU CHEK GO; NOT FOUND; TIRAS TESTE x 10; ROC

93800; ACCU-CHEK PER NANO ; ACCU CHEK PER NANO; NOT FOUND; K T TES+P N x 50; ROC

98678; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; K COMBO T+PD x 100; ROC

99514; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; K COMBO TIRA x 60; ROC

117545; ACCU-CHEK MULTICLI ; ACCU CHEK MULTICLI; NOT FOUND; LANCETAS x 102; ROC

63873; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; TIRAS TESTE x 25; ROC

89427; ACCU-CHEK MULTICLI ; ACCU CHEK MULTICLI; NOT FOUND; LA TEST GLIC x 24; ROC

93801; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; K 3X2 TIRAS x 150; ROC

71074; ACCU-CHEK GO ; ACCU CHEK GO; NOT FOUND; KIT 10L/10T x 1; ROC

98681; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; K COMBO T+FR x 100; ROC

98679; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; K COMBO TIRA x 75; ROC

80249; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; TIRAS TESTE x 100; ROC

88321; ACCU-CHEK SOFT.II ; ACCU CHEK SOFT II; NOT FOUND; LA TEST GLIC x 25; ROC

67120; ACCU-CHEK GO ; ACCU CHEK GO; NOT FOUND; TIRAS TESTE x 50; ROC

67119; ACCU-CHEK GO ; ACCU CHEK GO; NOT FOUND; TIRAS TESTE x 25; ROC

73794; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; TIRAS TESTE x 10; ROC

83664; ACCU-CHEK PERFORMA ; ACCU CHEK PERFORMA; NOT FOUND; K COMBO T+MP x 100; ROC

83659; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; K COMBO T+BD x 100; ROC

147795; ACCU-CHEK MULTICLI ; ACCU CHEK MULTICLI; NOT FOUND; K LANC+12LAN x 1; ROC

63874; ACCU-CHEK ACTIVE ; ACCU CHEK ACTIVE; NOT FOUND; TIRAS TESTE x 50; ROC

56545; ACCU-CHEK ADVANTAG ; ACCU CHEK ADVANTAG; NOT FOUND; TEST II x 50; ROC

76067; ACTEMRA ; ACTEMRA; NOT FOUND; F.AMP INFUS 200 MG 10 ML x 1; ROC

77188; ALBENDROX ; ALBENDROX; NOT FOUND; CPR 200 MG x 100; ROY

55958; AZIDROMIC ; AZIDROMIC; NOT FOUND; SUSP ORAL 600 MG 15 ML x 1; ROY

59836; ALBENDROX ; ALBENDROX; NOT FOUND; CPR 400 MG x 1; ROY

50034; ALERMINE ; ALERMINE; NOT FOUND; XAR. 2 MG 100 ML x 1 (/5ML); ROY

49929; ANTIFEBRIN ; ANTIFEBRIN; NOT FOUND; CPR 500 MG x 100 (ADLT); ROY

55316; AEROTAMOL ; AEROTAMOL; NOT FOUND; CPR 2 MG x 500; ROY

50033; ALERMINE ; ALERMINE; NOT FOUND; CPR 2 MG x 20; ROY

62478; ATENOTON ; ATENOTON; NOT FOUND; CPR 50 MG x 28; ROY

55318; AEROTAMOL ; AEROTAMOL; NOT FOUND; XAR. 2 MG 120 ML x 1 (/5ML); ROY

55315; AEROTAMOL ; AEROTAMOL; NOT FOUND; CPR 2 MG x 20; ROY

59835; ALBENDROX ; ALBENDROX; NOT FOUND; CPR 200 MG x 2; ROY

59837; ALBENDROX ; ALBENDROX; NOT FOUND; SUSP 40 MG 10 ML x 1 (/ML); ROY

62797; ALERMINE ; ALERMINE; NOT FOUND; CPR 2 MG x 500; ROY

57839; ANGYTON ; ANGYTON; NOT FOUND; CPR 200 MG x 20; ROY

42759; ANTIFEBRIN ; ANTIFEBRIN; NOT FOUND; CPR 100 MG x 200 (INF); ROY

62508; AZIDROMIC ; AZIDROMIC; NOT FOUND; CPR REVEST 500 MG x 3; ROY

55959; AZIDROMIC ; AZIDROMIC; NOT FOUND; SUSP ORAL 900 MG 22.5 ML x 1; ROY

62819; ANGYTON ; ANGYTON; NOT FOUND; CPR 200 MG x 500; ROY

58908; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 2; SDZ

77263; ALENDRONATO SOD.MG ; ALENDRONATO SOD; NOT FOUND; CPR REVEST 70 MG x 4; SDZ

61835; AMPICILINA MG ; AMPICILINA; AMPICILINA; CAPS 500 MG x 24; SDZ

64485; ATENORESE ; ATENORESE; NOT FOUND; CPR 25 MG x 30 (/100); SDZ

59550; ATENOPRESS ; ATENOPRESS; NOT FOUND; CPR REVEST 100 MG x 28; SDZ

52309; AMOXINA ; AMOXINA; NOT FOUND; CAPS 500 MG x 8; SDZ

65320; ALENDRONATO SOD.MG ; ALENDRONATO SOD; NOT FOUND; CPR 10 MG x 15; SDZ

59438; AMIDALIN ; AMIDALIN; NOT FOUND; PAS.MEN.25X4 x 100; SDZ

59864; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 25 MG x 30; SDZ

72319; ATENOPRESS ; ATENOPRESS; NOT FOUND; CPR REVEST 50 MG x 30; SDZ

59439; AMIDALIN ; AMIDALIN; NOT FOUND; PAS.CER.25X4 x 100; SDZ

55699; AMIDALIN ; AMIDALIN; NOT FOUND; PAST MENTA x 20; SDZ

67841; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 16; SDZ

32085; AMIDALIN ; AMIDALIN; NOT FOUND; PAST LARANJA x 20; SDZ

71604; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 60; SDZ

76542; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 875 MG x 14 (/125); SDZ

56547; AMIDALIN ; AMIDALIN; NOT FOUND; SPRAY MENTA 25 ML x 1; SDZ

72318; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; PO P/SUSP 250 MG 75 ML x 1 (/62; SDZ

67636; AMIDALIN ; AMIDALIN; NOT FOUND; PAS.MEL/LIMA x 100; SDZ

64484; ATENORESE ; ATENORESE; NOT FOUND; CPR 12.5 MG x 30 (/50); SDZ

59685; AMLOVASC ; AMLOVASC; NOT FOUND; CPR BLISTER 5 MG x 30; SDZ

63925; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 2 MG x 30; SDZ

58488; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; PO P/SUSP 250 MG 100 ML x 1 (/6; SDZ

61527; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CPR 200 MG x 25; SDZ

61444; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 100 MG x 30; SDZ

59136; ALOPURINOL MG ; ALOPURINOL; ALOPURINOL; CPR 300 MG x 30; SDZ

58901; AMPICILINA MG ; AMPICILINA; AMPICILINA; CAPS 500 MG x 12; SDZ

71603; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 60; SDZ

112797; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 21 (/125); SDZ

72456; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; SDZ

63923; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 20; SDZ

74253; AMPICILINA MG ; AMPICILINA; AMPICILINA; CAPS 500 MG x 18; SDZ

57838; AMOXINA ; AMOXINA; NOT FOUND; CAPS 500 MG x 12; SDZ

66586; AROTIN ; AROTIN; NOT FOUND; CPR REVEST 20 MG x 30; SDZ

67084; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 30; SDZ

62501; AMIDALIN ; AMIDALIN; NOT FOUND; PAS.MEL/LIMA x 20; SDZ

58485; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 12 (/125); SDZ

68361; AMOXINA ; AMOXINA; NOT FOUND; CAPS 500 MG x 21; SDZ

71539; AROTIN ; AROTIN; NOT FOUND; CPR REVEST 20 MG x 20; SDZ

59440; AMIDALIN ; AMIDALIN; NOT FOUND; PAS.LAR.25X4 x 100; SDZ

63924; ALPRAZOLAM MG ; ALPRAZOLAM; ALPRAZOLAM; CPR 1 MG x 20; SDZ

59684; AMLOVASC ; AMLOVASC; NOT FOUND; CPR 10 MG x 30; SDZ

52310; AMOXINA ; AMOXINA; NOT FOUND; SUSP 250 MG 60 ML x 1; SDZ

72604; ATENOPRESS ; ATENOPRESS; NOT FOUND; CPR REVEST 25 MG x 30; SDZ

64249; ANDELUX ; ANDELUX; NOT FOUND; CPR 50 MG x 20; SDZ

63101; AMIDALIN ; AMIDALIN; NOT FOUND; SPRAY LARANJ 25 ML x 1; SDZ

60789; ATENOPRESS ; ATENOPRESS; NOT FOUND; CPR REVEST 25 MG x 28; SDZ

70282; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 875 MG x 20 (/125); SDZ

58909; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 3; SDZ

72317; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; PO P/SUSP 125 MG 75 ML x 1 (/31; SDZ

64990; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CPR 400 MG x 30; SDZ

67083; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 20; SDZ

112796; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 14 (/125); SDZ

46980; ANARTRIT ; ANARTRIT; NOT FOUND; CAPS 20 MG x 12; SDZ

58486; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 875 MG x 12 (/125); SDZ

77150; ACICLOVIR MG ; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); SDZ

59549; ATENOPRESS ; ATENOPRESS; NOT FOUND; CPR REVEST 50 MG x 28; SDZ

71602; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 25 MG x 60; SDZ

55698; AMIDALIN ; AMIDALIN; NOT FOUND; PAST CEREJA x 20; SDZ

61722; AMLOVASC ; AMLOVASC; NOT FOUND; CPR BLISTER 5 MG x 20; SDZ

77873; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; PO P/SUSP 400 MG 70 ML x 1 (/57; SDZ

72106; ATENOPRESS ; ATENOPRESS; NOT FOUND; CPR REVEST 100 MG x 30; SDZ

59865; ATENOLOL MG ; ATENOLOL; ATENOLOL; CPR 50 MG x 30; SDZ

58487; AMOXI+CLAVU.POT.MG ; AMOXI CLAVU POT; NOT FOUND; PO P/SUSP 125 MG 100 ML x 1 (/3; SDZ

67339; AMIDALIN ; AMIDALIN; NOT FOUND; PAST FRAMBUE x 20; SDZ

77264; ALENDRONATO SOD.MG ; ALENDRONATO SOD; NOT FOUND; CPR REVEST 70 MG x 8; SDZ

63922; ALENDRONATO SOD.MG ; ALENDRONATO SOD; NOT FOUND; CPR 10 MG x 30; SDZ

61721; AMLOVASC ; AMLOVASC; NOT FOUND; CPR 10 MG x 20; SDZ

86229; AZITROMICINA MG ; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 5; SDZ

130531; ANEMION ; ANEMION; NOT FOUND; SOL ORAL 8.50 MG 120 ML x 1 (/ML); SEZ

57109; ALUDROXIL ; ALUDROXIL; NOT FOUND; CPR MASC 300 MG x 24; SNV

49645; ALUDROXIL ; ALUDROXIL; NOT FOUND; SUSP 200 ML x 1; SNV

67638; ANGIL ; ANGIL; NOT FOUND; CPR 10 MG x 500; SNV

49012; ANGIL ; ANGIL; NOT FOUND; CPR 10 MG x 20; SNV

58985; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; SNV

47894; ALERGYO ; ALERGYO; NOT FOUND; CPR 2 MG x 20; SNV

54865; ALUDROXIL ; ALUDROXIL; NOT FOUND; SUSP 100 ML x 1; SNV

49011; ANGIL ; ANGIL; NOT FOUND; CPR LING 5 MG x 20; SNV

75069; AMOXICILINA MG ; AMOXICILINA; AMOXICILINA; CPR 500 MG x 500; SNV

67637; ANGIL ; ANGIL; NOT FOUND; CPR LING 5 MG x 500; SNV

47895; ALERGYO ; ALERGYO; NOT FOUND; LIQD 2 MG 100 ML x 1 (/5ML); SNV

84467; AC DEXAMETASONA MG ; AC DEXAMETASONA; ACETATO DEXAMETASONA; CREME DERM 1 MG 10 G x 1 (/G); SNV

156871; ATEROMA ; ATEROMA; NOT FOUND; CPR 10 MG x 30; SP0

60985; ARCOXIA ; ARCOXIA; NOT FOUND; CPR REVEST 90 MG x 14; SP0

159021; ATEROMA ; ATEROMA; NOT FOUND; CPR REVEST 40 MG x 10; SP0

572; AMPLACILINA ; AMPLACILINA; NOT FOUND; CAPS 500 MG x 12; SP0

140535; AVAL ; AVAL; NOT FOUND; CPR REVEST 160 MG x 30; SP0

159020; ATEROMA ; ATEROMA; NOT FOUND; CPR REVEST 20 MG x 10; SP0

60306; AMYTRIL ; AMYTRIL; NOT FOUND; CPR 75 MG x 20; SP0

53594; AMYTRIL ; AMYTRIL; NOT FOUND; CPR 25 MG x 200; SP0

154153; ARCOXIA ; ARCOXIA; NOT FOUND; CPR REVEST 90 MG x 2; SP0

156869; ALDIJET ; ALDIJET; NOT FOUND; AMP 150 MG 1 ML x 1 (/10); SP0

163294; ASEA HCT ; ASEA HCT; NOT FOUND; CPR REVEST 20 MG x 30 (/12.); SP0

163295; ASEA HCT ; ASEA HCT; NOT FOUND; CPR REVEST 40 MG x 30 (/12.); SP0

140537; AVAL ; AVAL; NOT FOUND; CPR REVEST 80 MG x 30; SP0

53596; ANGINO RUB ; ANGINO RUB; NOT FOUND; PAST MENTA x 16; SP0

52406; AMYTRIL ; AMYTRIL; NOT FOUND; CPR 25 MG x 20; SP0

156870; AMYTRIL ; AMYTRIL; NOT FOUND; CPR 25 MG x 30; SP0

574; AMPLACILINA ; AMPLACILINA; NOT FOUND; SUSP 250 MG 60 ML x 1 (/5ML); SP0

79958; AMYTRIL ; AMYTRIL; NOT FOUND; CPR 10 MG x 30; SP0

163296; ASEA HCT ; ASEA HCT; NOT FOUND; CPR REVEST 40 MG x 30 (/25); SP0

53080; ANGINO RUB ; ANGINO RUB; NOT FOUND; PAST MORANGO x 16; SP0

159019; ATEROMA ; ATEROMA; NOT FOUND; CPR REVEST 10 MG x 10; SP0

59446; ARCOXIA ; ARCOXIA; NOT FOUND; CPR REVEST 60 MG x 7; SP0

156873; ATEROMA ; ATEROMA; NOT FOUND; CPR 40 MG x 30; SP0

60984; ARCOXIA ; ARCOXIA; NOT FOUND; CPR REVEST 60 MG x 14; SP0

140536; AVAL ; AVAL; NOT FOUND; CPR REVEST 320 MG x 30; SP0

53079; ANGINO RUB ; ANGINO RUB; NOT FOUND; PAST MEL LIM x 16; SP0

156872; ATEROMA ; ATEROMA; NOT FOUND; CPR 20 MG x 30; SP0

59448; ARCOXIA ; ARCOXIA; NOT FOUND; CPR REVEST 120 MG x 4; SP0

59447; ARCOXIA ; ARCOXIA; NOT FOUND; CPR REVEST 90 MG x 7; SP0

118966; AC ZOLEDRONICO MG ; AC ZOLEDRONICO; NOT FOUND; AMP. 4 MG 5 ML x 1; SPI

53307; ACNE-AID WASH ; ACNE AID WASH; NOT FOUND; ESPUMA CREMO 60 G x 1; STF

72506; ANSOLAR ; ANSOLAR; NOT FOUND; CR DU G FP30 60 G x 1; STF

74702; ANSOLAR ; ANSOLAR; NOT FOUND; LOCION FPS60 60 G x 1; STF

77042; ANSOLAR ; ANSOLAR; NOT FOUND; SP SPORT F65 90 ML x 1; STF

72505; ANSOLAR ; ANSOLAR; NOT FOUND; CR DU CG F30 2.50 G x 20; STF

51459; AERO-PED ; AERO PED; NOT FOUND; XAR. 2 MG 120 ML x 1 (/5ML); STF

75323; ALTARGO ; ALTARGO; NOT FOUND; POM. 10 MG 5 G x 1 (/G); STF

76238; ANSOLAR ; ANSOLAR; NOT FOUND; FLUID FPS70 60 ML x 1; STF

51070; ACNE-AID ; ACNE AID; NOT FOUND; SABAO 100 G x 1; STF

55097; ACNESOAP ; ACNESOAP; NOT FOUND; SABAO 100 G x 1; STF

84668; ANSOLAR ; ANSOLAR; NOT FOUND; C DU P/C F30 2.50 G x 20; STF

33297; ARCALION ; ARCALION; NOT FOUND; DRAG 200 MG x 20; SVR

52407; ARCALION ; ARCALION; NOT FOUND; DRAG 200 MG x 60; SVR

140311; ACERTIL ; ACERTIL; NOT FOUND; CPR REVEST 10 MG x 30; SVR

54960; ARAVA ; ARAVA; NOT FOUND; CPR REVEST 20 MG x 30; S_A

587; AMPLICTIL PSIQUIA. ; AMPLICTIL PSIQUIA; NOT FOUND; CPR 100 MG x 20; S_A

57008; APROZIDE ; APROZIDE; NOT FOUND; CPR 300 MG x 14 (/12); S_A

76392; AMARYL ; AMARYL; NOT FOUND; CPR 3 MG x 30; S_A

63648; ALLEGRA D ; ALLEGRA D; NOT FOUND; CPR REVEST x 6; S_A

95778; APROZIDE ; APROZIDE; NOT FOUND; CPR 300 MG x 14 (/25); S_A

54568; ALLEGRA D ; ALLEGRA D; NOT FOUND; CPR REVEST x 10; S_A

814; ANTIETANOL ; ANTIETANOL; NOT FOUND; CPR 250 MG x 20; S_A

51620; AMARYL ; AMARYL; NOT FOUND; CPR 2 MG x 30; S_A

53018; APROVEL ; APROVEL; NOT FOUND; CPR 150 MG x 28; S_A

11; AAS ; AAS; NOT FOUND; CPR 100 MG x 200 (INF); S_A

75103; ALLEGRA ; ALLEGRA; NOT FOUND; SUSP PED 6 MG 150 ML x 1 (/ML); S_A

60981; ACTONEL ; ACTONEL; NOT FOUND; CPR REVEST 35 MG x 2; S_A

51619; AMARYL ; AMARYL; NOT FOUND; CPR 1 MG x 30; S_A

50640; AAS ; AAS; NOT FOUND; CPR 500 MG x 20 (ADLT); S_A

57673; ANZEMET ; ANZEMET; NOT FOUND; F.IV 100 MG 5 ML x 1; S_A

31606; ATLANSIL ; ATLANSIL; NOT FOUND; AMP. 150 MG 3 ML x 6; S_A

10; AAS ; AAS; NOT FOUND; CPR 500 MG x 500 (ADLT); S_A

52801; ALLEGRA ; ALLEGRA; NOT FOUND; CAPS 60 MG x 10; S_A

52803; ALLEGRA ; ALLEGRA; NOT FOUND; CPR REVEST 180 MG x 10; S_A

33172; AAS ; AAS; NOT FOUND; CPR 500 MG x 200 (ADLT); S_A

56664; ALLEGRA ; ALLEGRA; NOT FOUND; CPR REVEST 30 MG x 20; S_A

75104; APIDRA ; APIDRA; NOT FOUND; REFILL 100 IU 3 ML x 1; S_A

150; ADEROGIL-D3 AMPOLA ; ADEROGIL D3 AMPOLA; NOT FOUND; AMP.OR 3 ML x 3; S_A

53017; APROVEL ; APROVEL; NOT FOUND; CPR 150 MG x 14; S_A

80863; APROVEL ; APROVEL; NOT FOUND; CPR REVEST 300 MG x 30; S_A

922; ARGYROPHEDRINE ; ARGYROPHEDRINE; NOT FOUND; GOTAS NASAL 20 ML x 1; S_A

75325; APIDRA ; APIDRA; NOT FOUND; CAN SOLOSTAR 3 ML x 1; S_A

32348; AGREAL ; AGREAL; NOT FOUND; CAPS 100 MG x 20; S_A

585; AMPLICTIL ; AMPLICTIL; NOT FOUND; AMP. 25 MG x 5; S_A

63647; ALLEGRA ; ALLEGRA; NOT FOUND; CPR REVEST 60 MG x 10; S_A

53020; APROVEL ; APROVEL; NOT FOUND; CPR 300 MG x 28; S_A

80864; APROVEL ; APROVEL; NOT FOUND; CPR REVEST 150 MG x 30; S_A

80053; APROZIDE ; APROZIDE; NOT FOUND; CPR 300 MG x 30 (/12); S_A

62430; ATURGYL NF ; ATURGYL NF; NOT FOUND; SPRAY NASAL 0.50 MG 15 ML x 1 (/ML); S_A

95777; APROZIDE ; APROZIDE; NOT FOUND; CPR 150 MG x 30 (/12); S_A

53019; APROVEL ; APROVEL; NOT FOUND; CPR 300 MG x 14; S_A

28198; AMPLICTIL ; AMPLICTIL; NOT FOUND; GOTAS 40 MG 20 ML x 1 (/ML); S_A

152; ADEROGIL-D3 ; ADEROGIL D3; NOT FOUND; GOTAS 10 ML x 1; S_A

31607; ATLANSIL ; ATLANSIL; NOT FOUND; AMP. 150 MG 3 ML x 50; S_A

57006; APROZIDE ; APROZIDE; NOT FOUND; CPR 150 MG x 14 (/12); S_A

72452; ALLEGRA ; ALLEGRA; NOT FOUND; CPR REVEST 180 MG x 5; S_A

50641; AAS ; AAS; NOT FOUND; CPR 100 MG x 30 (INF); S_A

77043; ACTONEL ; ACTONEL; NOT FOUND; CPR REVEST 150 MG x 1; S_A

52802; ALLEGRA ; ALLEGRA; NOT FOUND; CPR REVEST 120 MG x 10; S_A

56662; ACTONEL ; ACTONEL; NOT FOUND; CPR REVEST 5 MG x 28; S_A

60983; ACTONEL ; ACTONEL; NOT FOUND; CPR REVEST 35 MG x 4; S_A

28197; AMPLICTIL ; AMPLICTIL; NOT FOUND; CPR 25 MG x 20; S_A

74989; AMARYL FLEX ; AMARYL FLEX; NOT FOUND; CPR SULCADO 1 MG x 150 (/500); S_A

75105; APIDRA ; APIDRA; NOT FOUND; F.AMP 100 IU 10 ML x 1; S_A

71659; AAS PROTECT ; AAS PROTECT; NOT FOUND; CPR REVEST 100 MG x 30; S_A

