104561; CORUS ; CORUS; NOT FOUND; CPR REVEST 25 MG x 30; A4H
158181; CAND CILE+HIDRO MG ; CAND CILE HIDRO; NOT FOUND; CPR 16 MG x 30 (/12.); GM2

103000; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 25 MG x 60; GM2

77945; CIT SILDENAFILA MG ; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 8; GM2

69552; CEFACLOR MG ; CEFACLOR; CEFACLOR; SUSP 375 MG 100 ML x 1 (/5ML); GM2

68520; CET+D.BET+S.NEO MG ; CET D BET S NEO; NOT FOUND; CREME 30 G x 1; GM2

73884; CLO TICLOPIDINA MG ; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; GM2

76973; CLOR.PAROXETINA MG ; CLOR PAROXETINA; NOT FOUND; CPR REVEST 30 MG x 30; GM2

63991; CLORTALIDONA MG ; CLORTALIDONA; CLORTALIDONA; CPR 50 MG x 30; GM2

74634; CLONAZEPAM MG ; CLONAZEPAM; CLONAZEPAM; CPR 2 MG x 20; GM2

66700; CLOR. VERAPAMIL MG ; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; CPR REVEST 80 MG x 30; GM2

76119; CLO DORZOLAMIDA MG ; CLO DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; SOLN OFTAL 20 MG 5 ML x 1 (/ML; GM2

158180; CAND CILE+HIDRO MG ; CAND CILE HIDRO; NOT FOUND; CPR 8 MG x 30 (/12.); GM2

52852; CEGLEN ; CEGLEN; NOT FOUND; CPR EFER 1 G x 10; GMK

47026; CEDUR ; CEDUR; NOT FOUND; DRAG RETARD 400 MG x 30; GMK

57853; CEGLEN ; CEGLEN; NOT FOUND; CPR EFE LARA 1 G x 15; GMK

75632; CLOTRIGEL ; CLOTRIGEL; NOT FOUND; CR.VAG.3 APL 20 MG 20 G x 1 (/G); GMK

57599; CLIBIUM ; CLIBIUM; NOT FOUND; CPR REVEST 80 MG x 30; GMK

53463; CLISTIN ; CLISTIN; NOT FOUND; CPR 10 MG x 12; GMK

57598; CLIBIUM ; CLIBIUM; NOT FOUND; CPR REVEST 40 MG x 30; GMK

71766; CEGLEN ZINCO ; CEGLEN ZINCO; NOT FOUND; CPR EFER 1 G x 10; GMK

53464; CLISTIN ; CLISTIN; NOT FOUND; XAR. PED. 5 MG 100 ML x 1 (/5ML); GMK

70299; CLOR.DOXORRUBIC.MG ; CLOR DOXORRUBIC; CLORIDRATO DOXORRUBICINA; F.AMP LIOF 10 MG x 1; GMK

53219; CAMOXIN ; CAMOXIN; NOT FOUND; PO P/SUSP 250 MG 150 ML x 1 (/5ML); GMK

32693; CEDUR ; CEDUR; NOT FOUND; DRAG 200 MG x 20; GMK

71311; CARBOPLATINA MG ; CARBOPLATINA; CARBOPLATINA; F.AMP 450 MG 100 ML x 1; GMK

73381; CELAMINA ; CELAMINA; NOT FOUND; SOLN TOP. 10 MG 15 ML x 1 (/ML); GMK

73132; CLO IRINOTECANO MG ; CLO IRINOTECANO; CLORIDRATO IRINOTECANO; F.AMP 100 MG 5 ML x 1; GMK

70300; CLOR.DOXORRUBIC.MG ; CLOR DOXORRUBIC; CLORIDRATO DOXORRUBICINA; F.AMP LIOF 50 MG x 1; GMK

53220; CAMOXIN ; CAMOXIN; NOT FOUND; PO P/SUSP 500 MG 150 ML x 1 (/5ML); GMK

71310; CARBOPLATINA MG ; CARBOPLATINA; CARBOPLATINA; F.AMP 150 MG 20 ML x 1; GMK

52853; CEGLEN EFERVESCENT ; CEGLEN EFERVESCENT; NOT FOUND; CPR EFER 2 G x 10; GMK

57600; CLIBIUM ; CLIBIUM; NOT FOUND; CPR REVEST 120 MG x 30; GMK

53218; CAMOXIN ; CAMOXIN; NOT FOUND; CAPS 500 MG x 21; GMK

77879; CELAMINA SHAMPOO ; CELAMINA SHAMPOO; NOT FOUND; SHAMP ZINCO 150 ML x 1; GMK

73382; CELAMINA ; CELAMINA; NOT FOUND; CREME 10 MG 20 G x 1 (/G); GMK

47025; CEDUR ; CEDUR; NOT FOUND; DRAG RETARD 400 MG x 20; GMK

73133; CLO IRINOTECANO MG ; CLO IRINOTECANO; CLORIDRATO IRINOTECANO; F.AMP 40 MG 2 ML x 1; GMK

77878; CELAMINA SHAMPOO ; CELAMINA SHAMPOO; NOT FOUND; SHAMP ULTRA 150 ML x 1; GMK

95697; COLIRIO GEOLAB ; COLIRIO GEOLAB; NOT FOUND; SOL OFTAL 0.15 MG 20 ML x 1 (/0.3); GOB

93134; CLOR. BROMEXINA MG ; CLOR BROMEXINA; CLORIDRATO BROMEXINA; XAR AD. 8 MG 120 ML x 1 (/5ML); GOB

76200; CISTEIL ; CISTEIL; NOT FOUND; XAR. AD 40 MG 120 ML x 1 (/ML); GOB

75280; CET+D.BET+S.NEO MG ; CET D BET S NEO; NOT FOUND; CREME 30 G x 1; GOB

71703; CELETIL ; CELETIL; NOT FOUND; XAROPE 120 ML x 1; GOB

84391; CLO HIDROXIZINA MG ; CLO HIDROXIZINA; NOT FOUND; SOL ORAL. 2 MG 120 ML x 1 (/ML); GOB

71654; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 30 MG 120 ML x 1 (/5ML); GOB

76196; CISTEIL ; CISTEIL; NOT FOUND; XAR. INF 20 MG 120 ML x 1 (/ML); GOB

96187; CLOR.TANSULOSI MG ; CLOR TANSULOSI; CLORIDRATO TANSULOSINA; CAPS 0.40 MG x 20; GOB

63735; CIVERTIM ; CIVERTIM; NOT FOUND; CPR 75 MG x 30; GOB

63736; CIVERTIM ; CIVERTIM; NOT FOUND; CPR 25 MG x 30; GOB

72849; CIVERTIM ; CIVERTIM; NOT FOUND; CPR 75 MG x 450; GOB

84632; CLOR BETAXOLOL MG ; CLOR BETAXOLOL; CLORIDRATO BETAXOLOL; SOL OFTAL 5 MG 5 ML x 1 (/ML); GOB

73218; CLOTRI+AC.DEXAM.MG ; CLOTRI AC DEXAM; NOT FOUND; CREME 40 G x 1; GOB

64848; CELETIL ; CELETIL; NOT FOUND; CPR x 20; GOB

63733; CAPOX ; CAPOX; NOT FOUND; CPR 25 MG x 30; GOB

67453; CIVERTIM ; CIVERTIM; NOT FOUND; CPR 25 MG x 450; GOB

95270; CLONAZEPAM MG ; CLONAZEPAM; CLONAZEPAM; GOTAS 2.50 MG 20 ML x 1 (/ML); GOB

76920; CAPOX ; CAPOX; NOT FOUND; CPR 25 MG x 750; GOB

76939; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; XAR. 75 MG 120 ML x 1 (/5ML); GOB

79142; CIPROFLOX+DEXA.MG ; CIPROFLOX DEXA; NOT FOUND; SOLN OFTAL 5 ML x 1; GOB

76832; CLOR.CIPROFLOXA.MG ; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 14; GOB

113360; CISTEIL ; CISTEIL; NOT FOUND; SACHE 600 MG 5 G x 16; GOB

75281; CET+D.BET+S.NEO MG ; CET D BET S NEO; NOT FOUND; POM. 30 G x 1; GOB

64854; CIXIN ; CIXIN; NOT FOUND; CPR 0.50 MG x 20; GOB

76826; CAPOX ; CAPOX; NOT FOUND; CPR 50 MG x 750; GOB

72175; CETO+DIP BETAME MG ; CETO DIP BETAME; NOT FOUND; POM. 20 MG 30 G x 1 (/G); GOB

71984; CONACORT ; CONACORT; NOT FOUND; CREME 30 G x 1; GOB

120316; CETORO.TROMETAM.MG ; CETORO TROMETAM; NOT FOUND; SOLN OFTAL 4 MG 10 ML x 1 (/ML; GOB

78537; CIPRIXIN DEXA ; CIPRIXIN DEXA; NOT FOUND; SOLN OFTAL 5 ML x 1; GOB

113364; CISTEIL ; CISTEIL; NOT FOUND; SACHE 200 MG 5 G x 16; GOB

71983; CONACORT ; CONACORT; NOT FOUND; POM. 30 G x 1; GOB

72174; CETO+DIP BETAME MG ; CETO DIP BETAME; NOT FOUND; CREME 20 MG 30 G x 1 (/G); GOB

71653; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. PED. 15 MG 120 ML x 1 (/5ML; GOB

73875; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR. 50 MG 100 ML x 1 (/ML); GOB

76640; CETORO.TROMETAM.MG ; CETORO TROMETAM; NOT FOUND; SOLN OFTAL 5 MG 5 ML x 1 (/ML); GOB

70837; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; CREME 20 MG 30 G x 1 (/G); GOB

67452; CIPRIX ; CIPRIX; NOT FOUND; CPR REVEST 500 MG x 300; GOB

93136; CLOR. BROMEXINA MG ; CLOR BROMEXINA; CLORIDRATO BROMEXINA; XAR. PED. 4 MG 120 ML x 1 (/5ML; GOB

134984; COLCHICINA MG ; COLCHICINA; COLCHICINA; CPR 0.50 MG x 30; GOB

72848; CETADEX ; CETADEX; NOT FOUND; CREME 1 MG 10 G x 1 (/G); GOB

95271; CLONAZEPAM MG ; CLONAZEPAM; CLONAZEPAM; GOTAS 2.50 MG 20 ML x 50 (/ML); GOB

64852; CIPRIX ; CIPRIX; NOT FOUND; CPR REVEST 500 MG x 14; GOB

73653; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR. PED. 20 MG 100 ML x 1 (/ML); GOB

72283; CETATEN N ; CETATEN N; NOT FOUND; CREME DERMAT 10 MG 40 G x 1 (/G); GOB

63734; CAPOX ; CAPOX; NOT FOUND; CPR 50 MG x 30; GOB

60466; CANDIFEN ; CANDIFEN; NOT FOUND; GEL VAG C/AP 100 MG 50 G x 1 (/G); GP8

55720; CETOMIZOL ; CETOMIZOL; NOT FOUND; CPR 200 MG x 30; GP8

54833; CINTIDINA ; CINTIDINA; NOT FOUND; CPR 200 MG x 20; GP8

57073; CORIZIN ; CORIZIN; NOT FOUND; CAPS x 20; GP8

55754; CANDIFEN ; CANDIFEN; NOT FOUND; SUSP 4 % 100 ML x 1; GP8

55969; CEFEXINA ; CEFEXINA; NOT FOUND; SUSP 250 MG 60 ML x 1 (/5ML); GP8

54883; CANDIFEN ; CANDIFEN; NOT FOUND; CPR 250 MG x 20; GP8

61039; CALVIN ; CALVIN; NOT FOUND; CPR REVEST 1 MG x 30; GP8

57060; CLOTRIDERM ; CLOTRIDERM; NOT FOUND; CREME 10 MG 50 G x 1 (/G); GP8

59761; CIPROFLOXIL ; CIPROFLOXIL; NOT FOUND; CPR 500 MG x 14; GP8

57061; COLCHIN ; COLCHIN; NOT FOUND; CPR 0.50 MG x 20; GP8

55753; CANDIFEN ; CANDIFEN; NOT FOUND; CPR 400 MG x 20; GP8

60467; CINTIDINA ; CINTIDINA; NOT FOUND; AMP. 300 MG 2 ML x 6; GP8

57045; CINTIDINA ; CINTIDINA; NOT FOUND; CPR 400 MG x 20; GP8

55721; CETOMIZOL ; CETOMIZOL; NOT FOUND; CREME 20 MG 30 G x 1 (/G); GP8

67457; COLIPAN ; COLIPAN; NOT FOUND; CPR 10 MG x 500; GP8

64863; CLOTRIMAZOL MG ; CLOTRIMAZOL; CLOTRIMAZOL; CREME 10 MG 50 G x 1 (/G); GP8

77833; CLOR TIAMINA MG ; CLOR TIAMINA; CLORIDRATO TIAMINA; CPR REVEST 300 MG x 500; HPO

70763; CLOR.AMIODARONA MG ; CLOR AMIODARONA; CLORIDRATO AMIODARONA; A.IV 50 MG 3 ML x 100 (/ML); HPO

75926; CLOR.METOCLOP.MG ; CLOR METOCLOP; CLORIDRATO METOCLOPRAMIDA; GOTAS 4 MG 10 ML x 1 (/ML); HPO

65030; CLOR. LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; F.AMP S/VAS 2 % 5 ML x 100; HPO

68525; CLOR.DOBUTAMINA MG ; CLOR DOBUTAMINA; CLORIDRATO DOBUTAMINA; F.AMP 250 MG 20 ML x 10; HPO

76652; CLOR.NORTRIPTIL.MG ; CLOR NORTRIPTIL; CLORIDRATO NORTRIPTILINA; CAPS 75 MG x 30; HPO

77862; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. PED. 15 MG 120 ML x 1 (/5ML; HPO

85619; CLOR NALOXONA MG ; CLOR NALOXONA; CLORIDRATO NALOXONA; AMP. 0.40 MG 1 ML x 10 (/ML); HPO

77898; CLOR.FLUOXETINA MG ; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 500; HPO

70524; CLOR.METOCLOP.MG ; CLOR METOCLOP; CLORIDRATO METOCLOPRAMIDA; GOTAS 4 MG 10 ML x 200 (/ML); HPO

70521; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 30 MG 120 ML x 50 (/5ML); HPO

73519; CLOTRIMAZOL MG ; CLOTRIMAZOL; CLOTRIMAZOL; CR.VAG. 6APL 10 MG 35 G x 1 (/G); HPO

75922; CITR.FENTANILA MG ; CITR FENTANILA; CITRATO FENTANILA; A.IV 50 Y 10 ML x 50 (/ML); HPO

74154; CLO TERBINAFINA MG ; CLO TERBINAFINA; CLORIDRATO TERBINAFINA; CREME 10 MG 20 G x 1 (/G); HPO

72509; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. PED. 15 MG 100 ML x 50 (/5M; HPO

76548; CARBONATO LITIO MG ; CARBONATO LITIO; NOT FOUND; CPR 300 MG x 500; HPO

72510; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 30 MG 100 ML x 1 (/5ML); HPO

65026; CLINDAMICIL ; CLINDAMICIL; NOT FOUND; CAPS 300 MG x 16; HPO

76831; CLONAZEPAM MG ; CLONAZEPAM; CLONAZEPAM; GOTAS 2.50 MG 20 ML x 200 (/ML); HPO

62411; CETOCOL ; CETOCOL; NOT FOUND; CREME 20 MG 30 G x 100 (/G); HPO

79074; CLOR. LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; SPRAY 100 MG 50 ML x 1 (/ML); HPO

70527; CLOR.ONDANSETRO MG ; CLOR ONDANSETRO; CLORIDRATO ONDANSETRONA; A.IV 4 MG 2 ML x 100; HPO

77860; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; CREME 20 MG 30 G x 1 (/G); HPO

65029; CLOR. LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; F.AMP S/VAS 2 % 20 ML x 25; HPO

67360; CLOR. LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; GEL. 20 MG 30 G x 100 (/G); HPO

65021; CETOCOL ; CETOCOL; NOT FOUND; CPR 200 MG x 10; HPO

77863; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 30 MG 120 ML x 1 (/5ML); HPO

67995; CLOR DOPAMINA MG ; CLOR DOPAMINA; CLORIDRATO DOPAMINA; AMP INF 50 MG 10 ML x 100; HPO

70759; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; CREME 20 MG 30 G x 100 (/G); HPO

70528; CLOR.ONDANSETRO MG ; CLOR ONDANSETRO; CLORIDRATO ONDANSETRONA; A.IV 8 MG 4 ML x 100; HPO

62833; CARDIORON ; CARDIORON; NOT FOUND; A.IV 50 MG 3 ML x 100 (/ML); HPO

62557; CIPROFLOXAN ; CIPROFLOXAN; NOT FOUND; F.IV 200 MG 100 ML x 1; HPO

76830; CLONAZEPAM MG ; CLONAZEPAM; CLONAZEPAM; GOTAS 2.50 MG 20 ML x 1 (/ML); HPO

114423; CARBAMAZEPINA MG ; CARBAMAZEPINA; CARBAMAZEPINA; SUSP ORAL 20 MG 100 ML x 1 (/ML); HPO

72508; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. PED. 15 MG 100 ML x 1 (/5ML; HPO

72511; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 30 MG 100 ML x 50 (/5ML); HPO

71772; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; AMP. 25 MG 2 ML x 100 (/ML); HPO

113639; CARBAMAZEPINA MG ; CARBAMAZEPINA; CARBAMAZEPINA; SUSP ORAL 20 MG 100 ML x 50 (/ML); HPO

70520; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. PED. 15 MG 120 ML x 50 (/5M; HPO

77326; CLOR. LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; GEL. 20 MG 30 G x 1 (/G); HPO

73413; CITR.FENTANILA MG ; CITR FENTANILA; CITRATO FENTANILA; A.IV 50 Y 5 ML x 25 (/ML); HPO

72985; CEFALEXOL ; CEFALEXOL; NOT FOUND; SUSP 50 MG 100 ML x 1 (/ML); HPO

75924; CLOR TRAMADOL MG ; CLOR TRAMADOL; CLORIDRATO TRAMADOL; AMP. 50 MG 1 ML x 100 (/ML); HPO

73277; CLOR.METOCLOP.MG ; CLOR METOCLOP; CLORIDRATO METOCLOPRAMIDA; AMP. 5 MG 2 ML x 100 (/ML); HPO

75925; CLOR TRAMADOL MG ; CLOR TRAMADOL; CLORIDRATO TRAMADOL; AMP. 100 MG 2 ML x 100 (/ML); HPO

76972; CLOR.FLUOXETINA MG ; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 28; HPO

77368; CEFALEXOL ; CEFALEXOL; NOT FOUND; SUSP 50 MG 60 ML x 1 (/ML); HPO

76693; CARBONATO LITIO MG ; CARBONATO LITIO; NOT FOUND; CPR 300 MG x 50; HPO

78418; CLOR TRAMADOL MG ; CLOR TRAMADOL; CLORIDRATO TRAMADOL; CAPS GEL 50 MG x 500; HPO

62410; CETOCOL ; CETOCOL; NOT FOUND; CPR 200 MG x 500; HPO

73414; CITR.FENTANILA MG ; CITR FENTANILA; CITRATO FENTANILA; A.IV 50 Y 2 ML x 50 (/ML); HPO

68727; CLO BUPIVACAINA MG ; CLO BUPIVACAINA; NOT FOUND; AMP.PESADA 0.50 % 4 ML x 50; HYP

65033; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; AMP. 25 MG 2 ML x 100 (/ML); HYP

73107; CLOR.ONDANSETRO MG ; CLOR ONDANSETRO; CLORIDRATO ONDANSETRONA; AMP. 2 MG 4 ML x 100 (/ML); HYP

65031; CLOR. LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; F.AMP S/VAS 2 % 20 ML x 25; HYP

80838; CLOR CLORPROMAZ MG ; CLOR CLORPROMAZ; CLORIDRATO CLORPROMAZINA; AMP I.M. 5 MG 5 ML x 50 (/ML); HYP

67851; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; AMP. 20 % 10 ML x 100; HYP

66604; CLORETO DE POTASIO ; CLORETO POTASIO; NOT FOUND; A.IV 10 % 10 ML x 100; HYP

69314; CLO BUPIVACAINA MG ; CLO BUPIVACAINA; NOT FOUND; AMP. S/V 0.50 % 20 ML x 25; HYP

44414; CLORETO DE SODIO ; CLORETO SODIO; NOT FOUND; AMP. 0.90 % 10 ML x 100; HYP

73106; CLOR.ONDANSETRO MG ; CLOR ONDANSETRO; CLORIDRATO ONDANSETRONA; AMP. 2 MG 2 ML x 100 (/ML); HYP

75376; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; LOCION FPS15 110 ML x 1; HY_

75373; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; S O B B FPS4 110 ML x 1; HY_

75379; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; LOCION FPS30 110 ML x 1; HY_

75383; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; GEL H P S 110 ML x 1; HY_

75377; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; SPRA R FPS15 110 ML x 1; HY_

75381; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; LOC K FPS50 110 ML x 1; HY_

75375; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; LOCION FPS 8 110 ML x 1; HY_

75374; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; L BRON FPS4 110 ML x 1; HY_

75380; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; LOCION FPS50 110 ML x 1; HY_

75372; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; O BRONZ FPS2 110 ML x 1; HY_

75382; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; LOC H P S 110 ML x 1; HY_

75378; CENOURA & BRONZE ; CENOURA BRONZE; NOT FOUND; SPR SP FPS30 110 ML x 1; HY_

54156; CLORETO DE POTASIO ; CLORETO POTASIO; NOT FOUND; A.IV 19.1 % 10 ML x 1; H_I

73284; CYMEVIR ; CYMEVIR; NOT FOUND; BOLSA. 250 MG 250 ML x 1; H_I

65531; CIPROFLOXACINO MG ; CIPROFLOXACINO; CIPROFLOXACINO; SOL INJ BOLS 2 MG 200 ML x 1 (/M; H_I

66495; CIPROFLOXACINO MG ; CIPROFLOXACINO; CIPROFLOXACINO; SOL INJ BOLS 2 MG 100 ML x 1 (/M; H_I

68566; CLORETO DE POTASIO ; CLORETO POTASIO; NOT FOUND; A.IV 10 % 10 ML x 200; H_I

73285; CYMEVIR ; CYMEVIR; NOT FOUND; BOLSA. 500 MG 500 ML x 1; H_I

70760; CIPROBACTER ; CIPROBACTER; NOT FOUND; SOL INJ BOLS 2 MG 100 ML x 1 (/ML); IS5

73593; CIPROFLOXACINO MG ; CIPROFLOXACINO; CIPROFLOXACINO; SOL INJ BOLS 200 MG 100 ML x 1; IS5

70761; CIPROBACTER ; CIPROBACTER; NOT FOUND; SOL INJ BOLS 2 MG 200 ML x 1 (/ML); IS5

85290; CLORETO DE POTASIO ; CLORETO POTASIO; NOT FOUND; A.IV 19.1 % 10 ML x 120; IS5

72512; CLORETO DE POTASIO ; CLORETO POTASIO; NOT FOUND; A.IV 10 % 10 ML x 200; IS5

71877; CLORETO DE POTASIO ; CLORETO POTASIO; NOT FOUND; A.IV 19.1 % 10 ML x 200; IS5

73594; CIPROFLOXACINO MG ; CIPROFLOXACINO; CIPROFLOXACINO; SOL INJ BOLS 400 MG 200 ML x 1; IS5

58690; CEZOLIN ; CEZOLIN; NOT FOUND; F.AMP C/DILU 1 G 3 ML x 1; I_B

61566; CUTENOX ; CUTENOX; NOT FOUND; SER.PRE-ENCH 20 MG 0.20 ML x 10; I_B

61739; CEMAX ; CEMAX; NOT FOUND; F.AMP C/DILU 1 G 3 ML x 1; I_B

69474; CEMAX ; CEMAX; NOT FOUND; F.AMP S/DILU 2 G x 50; I_B

163242; CUTENOX ; CUTENOX; NOT FOUND; SER PR-EN DS 80 MG 0.80 ML x 2; I_B

61569; CUTENOX ; CUTENOX; NOT FOUND; SER.PRE-ENCH 40 MG 0.40 ML x 10; I_B

77153; CLOR.CEFEPIMA MG ; CLOR CEFEPIMA; CLORIDRATO CEFEPIMA; F.AMP 1 G x 50; I_B

163243; CUTENOX ; CUTENOX; NOT FOUND; SER PR-EN DS 40 MG 0.40 ML x 10; I_B

58687; CEFAZIMA ; CEFAZIMA; NOT FOUND; F.AMP S/DILU 1 G x 50; I_B

55139; CEFAZIMA ; CEFAZIMA; NOT FOUND; F.AMP SOLV 1 G x 1; I_B

61570; CUTENOX ; CUTENOX; NOT FOUND; SER.PRE-ENCH 60 MG 0.60 ML x 2; I_B

163244; CUTENOX ; CUTENOX; NOT FOUND; SER PR-EN DS 60 MG 0.60 ML x 2; I_B

69478; CLORTAMINA ; CLORTAMINA; NOT FOUND; F.AMP 50 MG 10 ML x 5 (/ML); I_B

77506; CLOR.CEFEPIMA MG ; CLOR CEFEPIMA; CLORIDRATO CEFEPIMA; F.AMP 2 G x 50; I_B

58691; CEZOLIN ; CEZOLIN; NOT FOUND; F.AMP S/DILU 1 G x 50; I_B

67852; CONCERTA ; CONCERTA; NOT FOUND; CPR RETARD 54 MG x 30; J_C

64424; CAELYX ; CAELYX; NOT FOUND; F.AMP INFUS 2 MG 10 ML x 1 (/ML); J_C

62564; CONCERTA ; CONCERTA; NOT FOUND; CPR RETARD 36 MG x 30; J_C

62563; CONCERTA ; CONCERTA; NOT FOUND; CPR RETARD 18 MG x 30; J_C

33983; CETONAX ; CETONAX; NOT FOUND; CPR 200 MG x 10; J_C

49096; CETONAX ; CETONAX; NOT FOUND; CREME 20 MG 30 G x 1 (/G); J_C

47247; CETONAX SHAMPOO ; CETONAX SHAMPOO; NOT FOUND; XAMP 2 % 100 ML x 1; J_C

65343; CARDIONATO H ; CARDIONATO H; NOT FOUND; CPR 25 MG x 30 (/10); L3B

65342; CARDIONATO ; CARDIONATO; NOT FOUND; CPR 20 MG x 30; L3B

65341; CARDIONATO ; CARDIONATO; NOT FOUND; CPR 10 MG x 30; L3B

65344; CARDIONATO H ; CARDIONATO H; NOT FOUND; CPR 12.5 MG x 30 (/20); L3B

65348; CARDVITA H ; CARDVITA H; NOT FOUND; CPR REVEST 12.5 MG x 14 (/50); L3B

132734; CARDVITA ; CARDVITA; NOT FOUND; CPR REVEST 25 MG x 500; L3B

65347; CARDVITA ; CARDVITA; NOT FOUND; CPR REVEST 50 MG x 28; L3B

65346; CARDVITA ; CARDVITA; NOT FOUND; CPR REVEST 50 MG x 14; L3B

65349; CARDVITA H ; CARDVITA H; NOT FOUND; CPR REVEST 12.5 MG x 28 (/50); L3B

65345; CARDVITA ; CARDVITA; NOT FOUND; CPR REVEST 25 MG x 28; L3B

65350; CARDVITA H ; CARDVITA H; NOT FOUND; CPR REVEST 25 MG x 30 (/100); L3B

99507; CARDVITA ; CARDVITA; NOT FOUND; CPR REVEST 50 MG x 30; L3B

61196; CICLOLATO ; CICLOLATO; NOT FOUND; SOLN OFTAL 10 MG 5 ML x 1 (/ML); L3F

61193; CICLOMIDRIN ; CICLOMIDRIN; NOT FOUND; SOLN OFTAL 1 % 5 ML x 1; L3F

48613; CEFAGRAN ; CEFAGRAN; NOT FOUND; DRAG 500 MG x 8; LG6

93541; CORIZZ NOITE ; CORIZZ NOITE; NOT FOUND; CPR x 200; LG6

68318; CETORO.TROMETAM.MG ; CETORO TROMETAM; NOT FOUND; SOLN OFTAL 0.50 % 5 ML x 1; LG6

77957; CIT SILDENAFILA MG ; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 8; LG6

69089; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR. INF 20 MG 100 ML x 1 (/ML); LG6

55426; CLORASEPTIC ; CLORASEPTIC; NOT FOUND; SPRAY 25 ML x 1; LG6

68194; CLOR.NAFAZOLINA MG ; CLOR NAFAZOLINA; CLORIDRATO NAFAZOLINA; SOLN NASAL 0.50 MG 30 ML x 1 (; LG6

62441; CELERG ; CELERG; NOT FOUND; CPR x 20; LG6

2621; COLIRIO LEGRAND ; COLIRIO LEGRAND; NOT FOUND; COLIRIO 20 ML x 1; LG6

