323964; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 30 MG/ML. SOLUCAO TOPICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; UNIDADE; 0
386056; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 1 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; CÃPSULA; 0

291951; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 10 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 3.00 ML

427586; NEOMICINA; NEOMICINA; NEOMICINA; TARTARATO DE BISMUTO E SODIO. PROCAINA. 15 MG. 25 MG. 15 MG. SUSPENSAO ORAL; NO_ACR; FRASCO; 20.00 ML

412415; NATAMICINA; NATAMICINA; NATAMICINA; 50 MG/ML. SOLUCAO OFTALMICA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 5.00 ML

426046; NITISINONA; NITISINONA; NITISINONA; 10 MG; NO_ACR; CÃPSULA; 0

376106; NICOTINA; NICOTINA; NICOTINA; LIBERACAO DE 14 MG  EM 24 HORAS. ADESIVO TRANSDERMICO; NO_ACR; UNIDADE; 0

396703; NIMESULIDA; NIMESULIDA; NIMESULIDA; NIMESULIDA BETACICLODEXTRINA. 400 MG; NO_ACR; COMPRIMIDO; 0

287481; NICOTINA; NICOTINA; NICOTINA; 2 MG. GOMA DE MASCAR; NO_ACR; UNIDADE; 0

266788; NISTATINA; NISTATINA; NISTATINA; 25.000 UI/G. CREME VAGINAL; NO_ACR; BISNAGA; 40.00 G

267728; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 10 MG; NO_ACR; CÃPSULA; 0

295267; NUTRIÃÃO PARENTERAL; NUTRICAO PARENTERAL; NOT FOUND; SOL. AMINOACIDOS C/ GLUTAMINA. C/EMULSAO LIPIDICA. PODENDO OU NAO TER ADICAO DE: IONS CA.NA.K.CL.P.MG. OLIGOELEMENTOS. VITAMINAS. HEPARINA E INSULINA. COMPONENTES EM CONCENTRACOES E VOLUMES VARIADOS. PREPARACAO INJETAVEL ESPECIAL; NO_ACR; MILILITRO; 0

273167; NEOMICINA; NEOMICINA; NEOMICINA; ASSOCIADA COM BACITRACINA. 5MG + 250UI/G. POMADA; NO_ACR; BISNAGA; 20.00 G

268501; NALBUFINA CLORIDRATO; NALBUFINA CLORIDRATO; NOT FOUND; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML

305698; NIMODIPINO; NIMODIPINO; NIMODIPINO; 0.2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 25.00 ML

394662; NEOMICINA; NEOMICINA; NEOMICINA; 5 MG/G. POMADA; NO_ACR; BISNAGA; 15.00 G

323964; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 30 MG/ML. SOLUCAO TOPICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 100.00 ML

367664; NATALIZUMABE; NATALIZUMABE; NATALIZUMABE; 20 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 15.00 ML

323964; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 30 MG/ML. SOLUCAO TOPICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 30.00 ML

273164; NEOMICINA; NEOMICINA; NEOMICINA; 500 MG; NO_ACR; BISNAGA; 10.00 G

267731; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 20 MG. RETARD; NO_ACR; CÃPSULA; 0

272400; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; 0.5 MG/ML. SOLUCAO NASAL; NO_ACR; FRASCO; 10.00 ML

291951; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 10 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML

386056; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 1 MG/ML. SOLUCAO ORAL. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 120.00 ML

273706; NARATRIPTANA CLORIDRATO; NARATRIPTANA CLORIDRATO; NOT FOUND; 2.5 MG; NO_ACR; COMPRIMIDO; 0

272408; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA COM SULFATO DE ZINCO. 0.5MG + 2.5MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 20.00 ML

392558; NEOMICINA; NEOMICINA; NEOMICINA; 500MG. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; CÃPSULA; 0

270007; NIMODIPINO; NIMODIPINO; NIMODIPINO; 30 MG; NO_ACR; COMPRIMIDO; 0

267729; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 20 MG; NO_ACR; COMPRIMIDO; 0

268851; NORFLOXACINO; NORFLOXACINO; NORFLOXACINO; 400 MG; NO_ACR; COMPRIMIDO; 0

270779; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; ASSOCIADA AO ATENOLOL. 20MG + 50MG; NO_ACR; COMPRIMIDO; 0

272406; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA COM FENIRAMINA MALEATO. 0.25MG + 3MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML

271607; NORTRIPTILINA CLORIDRATO; NORTRIPTILINA CLORIDRATO; NOT FOUND; 75 MG; NO_ACR; CÃPSULA; 0

428012; NISTATINA; NISTATINA; NISTATINA; ASSOCIADA COM OXIDO DE ZINCO. 100.000UI + 200 MG/G. CREME. ESPECIALMENTE MANIPULADO; NO_ACR; BISNAGA; 40.00 G

272405; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; SAL NITRATO. SOLUCAO 1:1000. SOLUCAO NASAL; NO_ACR; FRASCO; 15.00 ML

305714; NITROFURANTOÃNA; NITROFURANTOINA; NITROFURANTOINA; 5 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML

275116; NITRENDIPINO; NITRENDIPINO; NITRENDIPINO; 10 MG; NO_ACR; COMPRIMIDO; 0

306506; NADROPARINA CÃLCICA; NADROPARINA CALCICA; NADROPARINA CALCICA; 5.700UI AXA. SOLUCAO INJETAVEL; NO_ACR; SERINGA; 0

271606; NORTRIPTILINA CLORIDRATO; NORTRIPTILINA CLORIDRATO; NOT FOUND; 25 MG; NO_ACR; CÃPSULA; 0

345754; NITROGLICERINA; NITROGLICERINA; NITROGLICERINA; 0.4 MG/DOSE. LIQUIDO PULVERIZAVEL; NO_ACR; FRASCO; 200.00 DOSE(S)

428012; NISTATINA; NISTATINA; NISTATINA; ASSOCIADA COM OXIDO DE ZINCO. 100.000UI + 200 MG/G. CREME. ESPECIALMENTE MANIPULADO; NO_ACR; BISNAGA; 60.00 G

305698; NIMODIPINO; NIMODIPINO; NIMODIPINO; 0.2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 50.00 ML

273711; NIMESULIDA; NIMESULIDA; NIMESULIDA; 50 MG/ML. SOLUCAO ORAL - GOTAS; NO_ACR; FRASCO; 15.00 ML

420858; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 20 MG/ML. SOLUCAO TOPICA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; UNIDADE; 0

267378; NISTATINA; NISTATINA; NISTATINA; 100.000 UI/ML. SUSPENSAO ORAL; NO_ACR; BISNAGA; 60.00 G

273712; NIMESULIDA; NIMESULIDA; NIMESULIDA; 10MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 15.00 ML

273705; NAPROXENO; NAPROXENO; NAPROXENO; 550 MG; NO_ACR; COMPRIMIDO; 0

272690; NANDROLONA; NANDROLONA; NANDROLONA; SAL DECANOATO. 50 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

362573; NIMESULIDA; NIMESULIDA; NIMESULIDA; 20 MG/G. GEL; NO_ACR; BISNAGA; 50.00 G

305356; NICOTINA; NICOTINA; NICOTINA; 4 MG. GOMA DE MASCAR; NO_ACR; UNIDADE; 0

272400; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; 0.5 MG/ML. SOLUCAO NASAL; NO_ACR; FRASCO; 36.00 ML

267730; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 10 MG. RETARD; NO_ACR; CÃPSULA; 0

273167; NEOMICINA; NEOMICINA; NEOMICINA; ASSOCIADA COM BACITRACINA. 5MG + 250UI/G. POMADA; NO_ACR; BISNAGA; 15.00 G

266788; NISTATINA; NISTATINA; NISTATINA; 25.000 UI/G. CREME VAGINAL; NO_ACR; BISNAGA; 60.00 G

420910; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 100 MG/ML. SOLUCAO TOPICA. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 3.00 ML

267733; NORETISTERONA; NORETISTERONA; NORETISTERONA; 0.35 MG. BLISTER CALENDARIO COM 35 UNIDADES; NO_ACR; BLISTER; 0

368640; NITAZOXANIDA; NITAZOXANIDA; NITAZOXANIDA; 20 MG/ML. PO P/ SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML

273164; NEOMICINA; NEOMICINA; NEOMICINA; 500 MG; NO_ACR; BISNAGA; 15.00 G

268970; NITROGLICERINA; NITROGLICERINA; NITROGLICERINA; 5 MG/ML. INJETAVEL; NO_ACR; AMPOLA; 10.00 ML

272407; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA COM SULFATO DE ZINCO. 0.15MG + 0.3MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML

273167; NEOMICINA; NEOMICINA; NEOMICINA; ASSOCIADA COM BACITRACINA. 5MG + 250UI/G. POMADA; NO_ACR; FRASCO; 100.00 ML

273166; NEOMICINA; NEOMICINA; NEOMICINA; 3.5MG/G. POMADA; NO_ACR; BISNAGA; 15.00 G

273167; NEOMICINA; NEOMICINA; NEOMICINA; ASSOCIADA COM BACITRACINA. 5MG + 250UI/G. POMADA; NO_ACR; BISNAGA; 10.00 G

349666; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 5 G. BASTAO; NO_ACR; UNIDADE; 0

272408; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA COM SULFATO DE ZINCO. 0.5MG + 2.5MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML

274527; NITROFURAL; NITROFURAL; NITROFURAL; 2 MG/ML. SOLUCAO; NO_ACR; FRASCO; 100.00 ML

272400; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; 0.5 MG/ML. SOLUCAO NASAL; NO_ACR; FRASCO; 20.00 ML

273710; NIMESULIDA; NIMESULIDA; NIMESULIDA; 100 MG; NO_ACR; COMPRIMIDO; 0

267446; NAPROXENO; NAPROXENO; NAPROXENO; 25 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML

270779; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; ASSOCIADA AO ATENOLOL. 20MG + 50MG; NO_ACR; CÃPSULA; 0

305714; NITROFURANTOÃNA; NITROFURANTOINA; NITROFURANTOINA; 5 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 120.00 ML

268273; NITROFURANTOÃNA; NITROFURANTOINA; NITROFURANTOINA; 100 MG; NO_ACR; CÃPSULA; 0

273712; NIMESULIDA; NIMESULIDA; NIMESULIDA; 10MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 60.00 ML

274527; NITROFURAL; NITROFURAL; NITROFURAL; 2 MG/ML. SOLUCAO; NO_ACR; FRASCO; 500.00 ML

268285; NITRAZEPAM; NITRAZEPAM; NITRAZEPAM; 5 MG; NO_ACR; COMPRIMIDO; 0

305714; NITROFURANTOÃNA; NITROFURANTOINA; NITROFURANTOINA; 5 MG/ML. SUSPENSAO ORAL; NO_ACR; CÃPSULA; 0

267728; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 10 MG; NO_ACR; COMPRIMIDO; 0

273712; NIMESULIDA; NIMESULIDA; NIMESULIDA; 10MG/ML. SUSPENSAO ORAL; NO_ACR; COMPRIMIDO; 0

287253; NICOTINA; NICOTINA; NICOTINA; 4 MG; NO_ACR; PASTILHA; 0

273164; NEOMICINA; NEOMICINA; NEOMICINA; 500 MG; NO_ACR; CÃPSULA; 0

321779; NEOMICINA; NEOMICINA; NEOMICINA; SULFATO. 33 MG/ML. SOLUCAO ORAL. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 100.00 ML

376105; NICOTINA; NICOTINA; NICOTINA; LIBERACAO DE 7 MG EM 24 HORAS. ADESIVO TRANSDERMICO; NO_ACR; UNIDADE; 0

267731; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 20 MG. RETARD; NO_ACR; COMPRIMIDO; 0

295268; NUTRIÃÃO PARENTERAL; NUTRICAO PARENTERAL; NOT FOUND; SOL. AMINOACIDOS C/ GLUTAMINA. S/EMULSAO LIPIDICA. PODENDO OU NAO TER ADICAO DE: IONS CA.NA.K.CL.P.MG. OLIGOELEMENTOS. VITAMINAS. HEPARINA E INSULINA. COMPONENTES EM CONCENTRACOES E VOLUMES VARIADOS. PREPARACAO INJETAVEL ESPECIAL; NO_ACR; MILILITRO; 0

268274; NITROFURAL; NITROFURAL; NITROFURAL; 2 MG/G. POMADA; NO_ACR; BISNAGA; 20.00 G

271610; NORTRIPTILINA CLORIDRATO; NORTRIPTILINA CLORIDRATO; NOT FOUND; 50 MG; NO_ACR; CÃPSULA; 0

323964; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 30 MG/ML. SOLUCAO TOPICA. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; UNIDADE; 0

304845; NITROGLICERINA; NITROGLICERINA; NITROGLICERINA; 50 MG. DISCO ADESIVO. 10 MG/24HS; NO_ACR; AMPOLA; 10.00 ML

273167; NEOMICINA; NEOMICINA; NEOMICINA; ASSOCIADA COM BACITRACINA. 5MG + 250UI/G. POMADA; NO_ACR; BISNAGA; 50.00 G

423130; NUTRIÃÃO PARENTERAL; NUTRICAO PARENTERAL; NOT FOUND; AMINOACIDOS EM SOLUCAO FISIOLOGICA. L-ARGININA + L-LISINA. 2.5% + 2.5%. PREPARACAO INJETAVEL ESPECIALMENTE MANIPULADA; NO_ACR; MILILITRO; 0

273703; NAPROXENO; NAPROXENO; NAPROXENO; 500 MG; NO_ACR; COMPRIMIDO; 0

362573; NIMESULIDA; NIMESULIDA; NIMESULIDA; 20 MG/G. GEL; NO_ACR; BISNAGA; 30.00 G

291951; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 10 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 5.00 ML

328627; NITRITO DE SÃDIO; NITRITO SODIO; NITRITO SODIO; 30 MG/ML. SOLUCAO INJETAVEL. ESPECIALMENTE MANIPULADA; NO_ACR; AMPOLA; 10.00 ML

268273; NITROFURANTOÃNA; NITROFURANTOINA; NITROFURANTOINA; 100 MG; NO_ACR; FRASCO; 60.00 ML

273710; NIMESULIDA; NIMESULIDA; NIMESULIDA; 100 MG; NO_ACR; CÃPSULA; 0

394662; NEOMICINA; NEOMICINA; NEOMICINA; 5 MG/G. POMADA; NO_ACR; BISNAGA; 50.00 G

272400; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; 0.5 MG/ML. SOLUCAO NASAL; NO_ACR; FRASCO; 15.00 ML

272411; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOC. COM FENOLSULFONATO DE ZINCO E BERBERINA. 0.5MG + 1MG + 0.025MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 10.00 ML

268274; NITROFURAL; NITROFURAL; NITROFURAL; 2 MG/G. POMADA; NO_ACR; BISNAGA; 30.00 G

426045; NITISINONA; NITISINONA; NITISINONA; 5 MG; NO_ACR; CÃPSULA; 0

273711; NIMESULIDA; NIMESULIDA; NIMESULIDA; 50 MG/ML. SOLUCAO ORAL - GOTAS; NO_ACR; FRASCO; 60.00 ML

428028; NISTATINA; NISTATINA; NISTATINA; ASSOCIADA A LIDOCAINA. 100.000 UI/ML + 2%. SUSPENSAO ORAL. ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 50.00 ML

305714; NITROFURANTOÃNA; NITROFURANTOINA; NITROFURANTOINA; 5 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 100.00 ML

349666; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 5 G. BASTAO; NO_ACR; FRASCO; 5.00 ML

272689; NANDROLONA; NANDROLONA; NANDROLONA; SAL DECANOATO. 25 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

279297; NISTATINA; NISTATINA; NISTATINA; ASSOCIADA COM OXIDO DE ZINCO. 100.000UI + 200MG/G. CREME; NO_ACR; BISNAGA; 40.00 G

366914; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; SAL CLORIDRATO. 0.12 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 15.00 ML

273166; NEOMICINA; NEOMICINA; NEOMICINA; 3.5MG/G. POMADA; NO_ACR; BISNAGA; 20.00 G

267378; NISTATINA; NISTATINA; NISTATINA; 100.000 UI/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 40.00 ML

273164; NEOMICINA; NEOMICINA; NEOMICINA; 500 MG; NO_ACR; BISNAGA; 20.00 G

268353; NEVIRAPINA; NEVIRAPINA; NEVIRAPINA; 200 MG; NO_ACR; FRASCO; 240.00 ML

276856; NORETISTERONA; NORETISTERONA; NORETISTERONA; 10MG; NO_ACR; COMPRIMIDO; 0

291951; NITRATO DE PRATA; NITRATO PRATA; NITRATO PRATA; 10 MG/ML. SOLUCAO OFTALMICA; NO_ACR; UNIDADE; 0

267733; NORETISTERONA; NORETISTERONA; NORETISTERONA; 0.35 MG. BLISTER CALENDARIO COM 35 UNIDADES; NO_ACR; COMPRIMIDO; 0

273167; NEOMICINA; NEOMICINA; NEOMICINA; ASSOCIADA COM BACITRACINA. 5MG + 250UI/G. POMADA; NO_ACR; CÃPSULA; 0

368640; NITAZOXANIDA; NITAZOXANIDA; NITAZOXANIDA; 20 MG/ML. PO P/ SUSPENSAO ORAL; NO_ACR; FRASCO; 30.00 ML

267730; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 10 MG. RETARD; NO_ACR; COMPRIMIDO; 0

268500; NADROPARINA CÃLCICA; NADROPARINA CALCICA; NADROPARINA CALCICA; 2.850UI AXA. SOLUCAO INJETAVEL; NO_ACR; SERINGA; 0

333661; NEOMICINA; NEOMICINA; NEOMICINA; 1 G. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; CÃPSULA; 0

268970; NITROGLICERINA; NITROGLICERINA; NITROGLICERINA; 5 MG/ML. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML

304844; NITROGLICERINA; NITROGLICERINA; NITROGLICERINA; 25 MG. DISCO ADESIVO. 5 MG/24HS; NO_ACR; UNIDADE; 0

273166; NEOMICINA; NEOMICINA; NEOMICINA; 3.5MG/G. POMADA; NO_ACR; CÃPSULA; 0

368612; NITAZOXANIDA; NITAZOXANIDA; NITAZOXANIDA; 500 MG; NO_ACR; FRASCO; 100.00 ML

406992; NIMESULIDA; NIMESULIDA; NIMESULIDA; 200 MG. ACAO PROLONGADA; NO_ACR; COMPRIMIDO; 0

345754; NITROGLICERINA; NITROGLICERINA; NITROGLICERINA; 0.4 MG/DOSE. LIQUIDO PULVERIZAVEL; NO_ACR; UNIDADE; 0

366914; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; SAL CLORIDRATO. 0.12 MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 24.00 ML

396703; NIMESULIDA; NIMESULIDA; NIMESULIDA; NIMESULIDA BETACICLODEXTRINA. 400 MG; NO_ACR; CÃPSULA; 0

268274; NITROFURAL; NITROFURAL; NITROFURAL; 2 MG/G. POMADA; NO_ACR; POTE; 500.00 G

305708; NISTATINA; NISTATINA; NISTATINA; 500.000 UI; NO_ACR; FRASCO; 50.00 ML

272407; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA COM SULFATO DE ZINCO. 0.15MG + 0.3MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 20.00 ML

270778; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; ASSOCIADA AO ATENOLOL. 10MG + 25MG; NO_ACR; COMPRIMIDO; 0

305717; NOREPINEFRINA; NOREPINEFRINA; NOREPINEFRINA; SAL BITARTARATO. 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML

305718; NOREPINEFRINA; NOREPINEFRINA; NOREPINEFRINA; SAL BITARTARATO. 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML

268501; NALBUFINA CLORIDRATO; NALBUFINA CLORIDRATO; NOT FOUND; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

273266; NALTREXONA CLORIDRATO; NALTREXONA CLORIDRATO; NOT FOUND; 50 MG; NO_ACR; COMPRIMIDO; 0

272408; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA COM SULFATO DE ZINCO. 0.5MG + 2.5MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 15.00 ML

321780; NEOMICINA; NEOMICINA; NEOMICINA; SULFATO. 33 MG/ML. XAROPE. MEDICAMENTO ESPECIALMENTE MANIPULADO; NO_ACR; FRASCO; 100.00 ML

394662; NEOMICINA; NEOMICINA; NEOMICINA; 5 MG/G. POMADA; NO_ACR; BISNAGA; 10.00 G

405962; NIMOTUZUMABE; NIMOTUZUMABE; NIMOTUZUMABE; 5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; FRASCO; 10.00 ML

272402; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA SO CLORETO DE BENZALCONIO. 0.5MG + 0.1MG/ML. SOLUCAO NASAL; NO_ACR; FRASCO; 20.00 ML

295270; NUTRIÃÃO PARENTERAL; NUTRICAO PARENTERAL; NOT FOUND; SOL. AMINOACIDOS S/ GLUTAMINA. S/EMULSAO LIPIDICA. PODENDO OU NAO TER ADICAO DE: IONS CA.NA.K.CL.P.MG. OLIGOELEMENTOS. VITAMINAS. HEPARINA E INSULINA. COMPONENTES EM CONCENTRACOES E VOLUMES VARIADOS. PREPARACAO INJETAVEL ESPECIAL; NO_ACR; MILILITRO; 0

376107; NICOTINA; NICOTINA; NICOTINA; LIBERACAO DE 21 MG EM 24 HORAS. ADESIVO TRANSDERMICO; NO_ACR; UNIDADE; 0

268970; NITROGLICERINA; NITROGLICERINA; NITROGLICERINA; 5 MG/ML. INJETAVEL; NO_ACR; UNIDADE; 0

271609; NORTRIPTILINA CLORIDRATO; NORTRIPTILINA CLORIDRATO; NOT FOUND; 10 MG; NO_ACR; CÃPSULA; 0

395438; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA A MEPIRAMINA MALEATO E D-PANTENOL. 1 MG + 0.2 MG + 5 MG/ML. SOLUCAO NASAL; NO_ACR; FRASCO; 20.00 ML

274150; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 30 MG; NO_ACR; COMPRIMIDO; 0

273719; NITROPRUSSETO DE SÃDIO; NITROPRUSSETO SODIO; NITROPRUSSETO SODIO; 50 MG. INJETAVEL; NO_ACR; FRASCO-AMPOLA; 0

272326; NALOXONA CLORIDRATO; NALOXONA CLORIDRATO; NOT FOUND; 0.4 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML

279297; NISTATINA; NISTATINA; NISTATINA; ASSOCIADA COM OXIDO DE ZINCO. 100.000UI + 200MG/G. CREME; NO_ACR; SACHÃ; 10.00 G

396702; NEBIVOLOL; NEBIVOLOL; NEBIVOLOL; SAL CLORIDRATO. 5 MG; NO_ACR; COMPRIMIDO; 0

273164; NEOMICINA; NEOMICINA; NEOMICINA; 500 MG; NO_ACR; FRASCO; 100.00 ML

267729; NIFEDIPINO; NIFEDIPINO; NIFEDIPINO; 20 MG; NO_ACR; CÃPSULA; 0

268816; NEVIRAPINA; NEVIRAPINA; NEVIRAPINA; 10 MG/ML. SUSPENSAO ORAL; NO_ACR; FRASCO; 240.00 ML

272402; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA SO CLORETO DE BENZALCONIO. 0.5MG + 0.1MG/ML. SOLUCAO NASAL; NO_ACR; FRASCO; 36.00 ML

295269; NUTRIÃÃO PARENTERAL; NUTRICAO PARENTERAL; NOT FOUND; SOL. AMINOACIDOS S/ GLUTAMINA. C/EMULSAO LIPIDICA. PODENDO OU NAO TER ADICAO DE: IONS CA.NA.K.CL.P.MG. OLIGOELEMENTOS. VITAMINAS. HEPARINA E INSULINA. COMPONENTES EM CONCENTRACOES E VOLUMES VARIADOS. PREPARACAO INJETAVEL ESPECIAL; NO_ACR; MILILITRO; 0

427586; NEOMICINA; NEOMICINA; NEOMICINA; TARTARATO DE BISMUTO E SODIO. PROCAINA. 15 MG. 25 MG. 15 MG. SUSPENSAO ORAL; NO_ACR; BISNAGA; 15.00 G

273166; NEOMICINA; NEOMICINA; NEOMICINA; 3.5MG/G. POMADA; NO_ACR; FRASCO; 20.00 ML

273166; NEOMICINA; NEOMICINA; NEOMICINA; 3.5MG/G. POMADA; NO_ACR; BISNAGA; 10.00 G

272400; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; 0.5 MG/ML. SOLUCAO NASAL; NO_ACR; FRASCO; 30.00 ML

287252; NICOTINA; NICOTINA; NICOTINA; 2 MG; NO_ACR; PASTILHA; 0

272411; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOC. COM FENOLSULFONATO DE ZINCO E BERBERINA. 0.5MG + 1MG + 0.025MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 24.00 ML

272406; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA COM FENIRAMINA MALEATO. 0.25MG + 3MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 15.00 ML

368612; NITAZOXANIDA; NITAZOXANIDA; NITAZOXANIDA; 500 MG; NO_ACR; COMPRIMIDO; 0

304844; NITROGLICERINA; NITROGLICERINA; NITROGLICERINA; 25 MG. DISCO ADESIVO. 5 MG/24HS; NO_ACR; AMPOLA; 5.00 ML

362573; NIMESULIDA; NIMESULIDA; NIMESULIDA; 20 MG/G. GEL; NO_ACR; BISNAGA; 60.00 G

272407; NAFAZOLINA; NAFAZOLINA; NAFAZOLINA; ASSOCIADA COM SULFATO DE ZINCO. 0.15MG + 0.3MG/ML. SOLUCAO OFTALMICA; NO_ACR; FRASCO; 15.00 ML

362573; NIMESULIDA; NIMESULIDA; NIMESULIDA; 20 MG/G. GEL; NO_ACR; BISNAGA; 20.00 G

273711; NIMESULIDA; NIMESULIDA; NIMESULIDA; 50 MG/ML. SOLUCAO ORAL - GOTAS; NO_ACR; COMPRIMIDO; 0

