520704301160419, CANDISTATIN, CANDISTATIN, NOT FOUND, CREME VAG BISN C/60G, TTB
520707601114417, CLORTIL, CLORTIL, NOT FOUND, 25 MG COM CT 2 BL AL PLAS INC X 20, TTB
520707602110415, CLORTIL, CLORTIL, NOT FOUND, 50 MG COM CT 2 BL AL PLAS INC X 15, TTB
520707701161417, CLOTREN, CLOTREN, NOT FOUND, CREME DERM BISN. C/ 50 GR, TTB
520725601163114, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, 10 MG/G CREM DERM CT BG AL X 50 G, TTB
520707801172410, COLIRIO TEUTO, COLIRIO TEUTO, NOT FOUND, SOL OFT FR X 20ML, TTB
520707902165411, COLPATRIN, COLPATRIN, NOT FOUND, 100 MG/G + 20.000 UI/G CREM VAG CT BG AL X 50 G + APLIC , TTB
520707901169411, COLPATRIN, COLPATRIN, NOT FOUND, CREME VAG. BISN X 40 G, TTB
520708001110419, CO-PRESSOTEC, CO PRESSOTEC, NOT FOUND, 10 MG + 25 MG COM CT ENV AL POLIET X 30, TTB
520708002117417, CO-PRESSOTEC, CO PRESSOTEC, NOT FOUND, 20 MG + 12.5 MG COM CT ENV AL POLIET X 30, TTB
520724201110414, CORDIL, CORDIL, NOT FOUND, 60 MG COM CT BL AL PVDC LEITOSO X 50, TTB
520724202117412, CORDIL, CORDIL, NOT FOUND, 90 MG CAP AP CT FR VD AMB X 20, TTB
520704301160419, CANDISTATIN, CANDISTATIN, NOT FOUND, CREME VAG BISN C/60G, TTB
520723301138411, CANDITRAT, CANDITRAT, NOT FOUND, 100.000 UI/ML SUS OR CT 50 FR VD AMB X 50 ML (EMB HOSP) , TTB
520723302134418, CANDITRAT, CANDITRAT, NOT FOUND, 100.000 UI/ML SUS OR CT FR VD AMB X 50 ML , TTB
520704406116411, CAPRIL, CAPRIL, NOT FOUND, 25 MG COM CT 20 BL AL PLAS INC X 15 (EMB HOSP), TTB
520704403117415, CAPRIL, CAPRIL, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 15, TTB
520704405111414, CAPRIL, CAPRIL, NOT FOUND, 50 MG COM CT 2 BL AL PLAS INC X 15, TTB
520704404113413, CAPRIL, CAPRIL, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 15, TTB
520704401114419, CAPRIL, CAPRIL, NOT FOUND, COMP 12.5MG CX C/15, TTB
520704402110417, CAPRIL, CAPRIL, NOT FOUND, COMP 12.5MG CX C/30, TTB
520723602111111, CAPTOPRIL GEN, CAPTOPRIL GEN, NOT FOUND, 12.5 MG COM CT BL AL PLAS INC X 30, TTB
520723603118111, CAPTOPRIL GEN, CAPTOPRIL GEN, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30, TTB
520723601115113, CAPTOPRIL GEN, CAPTOPRIL GEN, NOT FOUND, 50 MG COM CT BL AL PLAST INC X 30, TTB
520725001115119, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 20, TTB
520725003118115, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 50 (EMB HOSP), TTB
520725005110111, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 500 (EMB HOSP), TTB
520725002111117, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 20, TTB
520725004114113, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 50 (EMB HOSP), TTB
520725006117111, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 500 (EMB HOSP), TTB
520704501119412, CARBIDOL, CARBIDOL, NOT FOUND, COMP 25 ML/250MG CX C/30, TTB
520704602111417, CARBITAL, CARBITAL, NOT FOUND, 100 MG COM CT BL AL PLAS X 20, TTB
520704601131414, CARBITAL, CARBITAL, NOT FOUND, SOL ORAL 4% C/ 1, TTB
520704802119411, CARDCOR, CARDCOR, NOT FOUND, 0.25 MG COM CT BL AL PLAS INC X 20, TTB
520704801112413, CARDCOR, CARDCOR, NOT FOUND, COMP 0.25MG C/100, TTB
520720901118415, CARDICORON, CARDICORON, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 20, TTB
520720902114413, CARDICORON, CARDICORON, NOT FOUND, 200 MG COM CT BL AL PLAS INC X 20, TTB
520704901117417, CARMAZIN, CARMAZIN, NOT FOUND, COMP 200MG CX C/20, TTB
520704902113415, CARMAZIN, CARMAZIN, NOT FOUND, COMP 400MG CX C/20, TTB
520730901110111, CEFADROXILA, CEFADROXILA, CEFADROXILA, 500 MG CAP GEL DURA CT BL AL PVDC INC X 8, TTB
520705005131114, CEFALEXINA, CEFALEXINA, CEFALEXINA, 50 MG/ML PO P/SUS OR CX 50 FR VD AMB X 60 ML + 50 CP MED (EMB HOSP), TTB
520705002116114, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COM CT 5 BL AL PLAS INC X 8, TTB
520705003112112, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COM CT BL AL PLAS INC X 10, TTB
520705004119110, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COM CT BL AL PLAS INC X 80 (EMB HOSP) , TTB
520705001111119, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COMP. - CX C/ 08, TTB
520705006138112, CEFALEXINA, CEFALEXINA, CEFALEXINA, 5O MG/ML PO P/SUS OR CT FR VD AMB X 100 ML + CP MED, TTB
520705201151114, CEFALOTINA, CEFALOTINA, CEFALOTINA, PO P/ SOL INJ 1G CX C/01 FR/AMP, TTB
520705202158112, CEFALOTINA, CEFALOTINA, CEFALOTINA, PO P/ SOL INJ 1G CX C/50 FR/AMP, TTB
520731601110414, CEFANAXIL, CEFANAXIL, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PVDC INC X 8, TTB
520705301113419, CEFNAX, CEFNAX, NOT FOUND, CAPS 400MG CX C/5, TTB
520705501155417, CEFTEN, CEFTEN, NOT FOUND, 1G PO SOL INJ FR AMP VD AMB + AMP DIL X 10ML, TTB
520729401134415, CETIRTEC, CETIRTEC, NOT FOUND, 1 MG/ML SOL OR CT FR VD AMB X 120 ML + COP, TTB
520705805170114, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 20 MG/G SHAMP CT FR PLAS OPC X 100 ML, TTB
520705801116115, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, COMP. 200 MG - CX C/ 10, TTB
520705802112113, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, COMP. 200 MG - CX C/ 100, TTB
520705803119111, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, COMP. 200 MG - CX C/ 30, TTB
520705804166113, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, CREME 2% BISN. C/ 30 GR, TTB
520727301167110, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA, CETOCONAZOL DIPROPIONATO BETAMETASONA, NOT FOUND, 20 MG/G + 0.5 MG/G POM DERM CT BG AL X 30G, TTB
520725103163112, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA, CETOCONAZOL DIPROPIONATO BETAMETASONA, NOT FOUND, 20MG/G + 0.5 MG/G CREM DERM CT BG AL X 30G, TTB
520725102167114, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 20 MG/G + 0.5 MG/G + 1.68 MG/G CREM DERM CT BG AL X 30 G, TTB
520725101160116, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 20 MG/G + 0.5 MG/G + 1.68 MG/G POM DERM CT BG AL X 30 G, TTB
520705901161414, CETOCORT, CETOCORT, NOT FOUND, CREME BISN X 30G, TTB
520705902168412, CETOCORT, CETOCORT, NOT FOUND, POMADA BISN X 30G, TTB
520706003159419, CEVITA, CEVITA, NOT FOUND, 100 MG/ML SOL INJ CT 100 AMP VD X 5 ML, TTB
520706005151415, CEVITA, CEVITA, NOT FOUND, 100 MG/ML SOL INJ CT 120 AMP VD AMB X 5 ML (EMB HOSP), TTB
520706106111117, CIMETIDINA, CIMETIDINA, CIMETIDINA, 200 MG COM CT BL AL PLAS LAR X 20, TTB
520706101118113, CIMETIDINA, CIMETIDINA, CIMETIDINA, 200MG COM CT 10BL AL PLAS LAR X 10 (EMB HOSP), TTB
520706102114111, CIMETIDINA, CIMETIDINA, CIMETIDINA, 200MG COM CT 1BL AL PLAS LAR X 10, TTB
520706103110111, CIMETIDINA, CIMETIDINA, CIMETIDINA, 200MG COM CT 4BL AL PLAS LAR X 10, TTB
520706104117118, CIMETIDINA, CIMETIDINA, CIMETIDINA, 400MG COM CT 2BL AL PLAS LAR X 8, TTB
520706105156117, CIMETIDINA, CIMETIDINA, CIMETIDINA, GEN SOL INJ 150MG/ML CX C/6 AMP X 2ML, TTB
520723001118413, CIPRANE, CIPRANE, NOT FOUND, 2 MG + 0.035 MG DRG CT BL AL PLAS INC X 21 EST CALEND, TTB
520706201112419, CIPROFLOX, CIPROFLOX, NOT FOUND, COMP REV 250MG CX C/06, TTB
520706202119417, CIPROFLOX, CIPROFLOX, NOT FOUND, COMP REV 250MG CX C/14, TTB
520706203115415, CIPROFLOX, CIPROFLOX, NOT FOUND, COMP REV 500MG CX C/06, TTB
520706204111413, CIPROFLOX, CIPROFLOX, NOT FOUND, COMP REV 500MG CX C/14, TTB
520706301117412, CLAMIBEN, CLAMIBEN, NOT FOUND, COMP 5MG CX C/30, TTB
520706401111416, CLINDAMIN, CLINDAMIN, NOT FOUND, CAPS 300 MG - CX. C/ 16, TTB
520724101159411, CLOCEF, CLOCEF, NOT FOUND, 1 G PO INJ CT FR AMP VD AMB+DIL X 3.0 ML, TTB
520724103151418, CLOCEF, CLOCEF, NOT FOUND, 1 G PO INJ CX 50 FR AMP VD AMB (EMB HOSP), TTB
520724102155411, CLOCEF, CLOCEF, NOT FOUND, 2 G PO INJ CT FR AMP VD AMB, TTB
520724104158416, CLOCEF, CLOCEF, NOT FOUND, 2 G PO INJ CX 50 FR AMP VD AMB (EMB HOSP), TTB
520706701158116, CLOR DOPAMINA, CLOR DOPAMINA, CLORIDRATO DOPAMINA, 5 MG/ML - CX C/ 10 AMP 10 ML, TTB
520706801152111, CLOR LINCOMICINA, CLOR LINCOMICINA, CLORIDRATO LINCOMICINA, SOL INJ 600MG/ML CX C/ 1 AMP X 2ML, TTB
520706901114112, CLOR. PROPRANOLOL, CLOR PROPRANOLOL, CLORIDRATO PROPRANOLOL, COMP. 40 MG - CX C/ 100, TTB
520706903117119, CLOR. PROPRANOLOL, CLOR PROPRANOLOL, CLORIDRATO PROPRANOLOL, COMP. 40 MG - CX C/ 30, TTB
520706904113117, CLOR. PROPRANOLOL, CLOR PROPRANOLOL, CLORIDRATO PROPRANOLOL, COMP. 40 MG - CX C/ 40, TTB
520706906116113, CLOR. PROPRANOLOL, CLOR PROPRANOLOL, CLORIDRATO PROPRANOLOL, COMP. 80 MG - CX C/ 20, TTB
520706907112111, CLOR. PROPRANOLOL, CLOR PROPRANOLOL, CLORIDRATO PROPRANOLOL, COMP. 80 MG - CX C/ 30, TTB
520707001151117, CLOR. RANTIDINA, CLOR RANTIDINA, NOT FOUND, 25 MG/ML SOL. INJ. - CX. C/ 100 AMP X 2 ML, TTB
520707002156112, CLOR. RANTIDINA, CLOR RANTIDINA, NOT FOUND, 25 MG/ML SOL. INJ. - CX. C/ 5 AMP X 2 ML, TTB
520707202139416, CLORAFENIL, CLORAFENIL, NOT FOUND, 0.5 PCC SOL OFT CT FR PLAS GOT X 8 ML, TTB
520707201116412, CLORAFENIL, CLORAFENIL, NOT FOUND, 250 MG CAP GEL DURA CT 25 ENV AL PLAS X 4, TTB
520707401115411, CLORDOX, CLORDOX, NOT FOUND, DRG 100MG C/15, TTB
520706605132111, CLORIDRATO DE AMBROXOL, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 3 MG/ML XPE CT FR PET AMB X 120 ML + CP MED , TTB
520706606139118, CLORIDRATO DE AMBROXOL, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 3 MG/ML XPE CX 50 FR PET AMB X 120 ML + 50 CP MED (EMB HOSP), TTB
520706607135116, CLORIDRATO DE AMBROXOL, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 6 MG/ML XPE CT FR PET AMB X 120 ML + CP MED , TTB
520706608131114, CLORIDRATO DE AMBROXOL, CLORIDRATO AMBROXOL, CLORIDRATO AMBROXOL, 6 MG/ML XPE CX 50 FR PET AMB X 120 ML + 50 CP MED (EMB HOSP), TTB
520728802119117, CLORIDRATO DE AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, 25 MG COM REV CT BL AL PLAS INC X 20, TTB
520728801112119, CLORIDRATO DE AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, 25 MG COM REV CX BL AL PLAS INC X 100 (EMB HOSP), TTB
520726402156116, CLORIDRATO DE CIMETIDINA, CLORIDRATO CIMETIDINA, CLORIDRATO CIMETIDINA, 150 MG / ML SOL INJ CX 120 AMP VD INC X 2 ML (EMB HOSP), TTB
520726401151110, CLORIDRATO DE CIMETIDINA, CLORIDRATO CIMETIDINA, CLORIDRATO CIMETIDINA, 150 MG/ML SOL INJ CX 100 AMP VD INC X 2ML (EMB HOSP), TTB
520725201114116, CLORIDRATO DE CLINDAMICINA, CLORIDRATO CLINDAMICINA, CLORIDRATO CLINDAMICINA MONOIDRATADO, 300 MG CAP GEL DURA CT BL AL PLAS INC X 16, TTB
520728301152111, CLORIDRATO DE DOPAMINA, CLORIDRATO DOPAMINA, CLORIDRATO DOPAMINA, 5 MG/ML SOL INJ CX 50 AMP VD AMB X 10 ML (EMB HOSP) , TTB
520729901171115, CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL, CLORIDRATO DORZOLAMIDA MALEATO TIMOLOL, NOT FOUND, 20 MG/ML + 5MG/ML SOL OFT CT FR PLAS OPC GOT X 5.0 ML, TTB
520726901111118, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS INC X 28, TTB
520726902116113, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS INC X 70(EMB HOSP), TTB
520730001152118, CLORIDRATO DE LIDOCAÍNA, CLORIDRATO LIDOCAINA, CLORIDRATO LIDOCAINA, 20 MG/ML SOL INJ CX 50 FA VD INC X 20 ML (EMB HOSP) , TTB
520728003119116, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM CT BL AL PLAS INC X 30, TTB
520728001116111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM CT BL AL PLAS INC X 50 (EMB HOSP), TTB
520728002112118, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM CT BL AL PLAS INC X 60, TTB
520714403152110, CLORIDRATO DE METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, 5 MG/ML SOL INJ CT 120 AMP VD INC X 2 ML (EMB HOSP), TTB
520714401151419, CLORIDRATO DE METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, SOL INJ 10MG/2ML CX C/100AMPX2ML, TTB
520714402131411, CLORIDRATO DE METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, SOL ORAL GTS 4MG/ML FR X 10ML, TTB
520725301178116, CLORIDRATO DE NAFAZOLINA, CLORIDRATO NAFAZOLINA, CLORIDRATO NAFAZOLINA, 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML, TTB
520725401172111, CLORIDRATO DE OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.25 MG/ML SOL NASAL CT FR PLAS OPC X 20 ML, TTB
520725402179118, CLORIDRATO DE OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.50 MG/ML SOL NASAL CT FR PLAS OPC X 10 ML, TTB
520725403175116, CLORIDRATO DE OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.50 MG/ML SOL NASAL CT FR PLAS OPC X 30 ML, TTB
520707508114119, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT BL AL/AL X 20, TTB
520707501111114, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CX 10 ENV X 10, TTB
520707502116111, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CX 2 ENV X 10, TTB
520707503112118, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CX ENV X 10, TTB
520707505158115, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 25 MG/ML SOL INJ CT 120 AMP VD AMB X 2 ML (EMB HOSP), TTB
520707506111112, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CT ENV AL X 20, TTB
520707507118110, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CX ENV AL X 100 (EMB HOSP), TTB
520707504119116, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV CX ENV X 10, TTB
520730502119113, CLORIDRATO DE SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PLAS TRANS X 10, TTB
520730501112115, CLORIDRATO DE SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PLAS TRANS X 30, TTB
520730503115111, CLORIDRATO DE SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PLAS TRANS X 60, TTB
520730601117119, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 20, TTB
520730602113117, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 30, TTB
520728101110113, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 50 MG CAP GEL DURA CT BL AL PLAS INC X 10, TTB
520728102117111, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 50 MG CAP GEL DURA CT BL AL PLAS INC X 50 (EMB HOSP), TTB
520728103156110, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 50 MG/ML SOL INJ CT 60 AMP VD AMB X 1 ML (EMB HOSP), TTB
520728104152119, CLORIDRATO DE TRAMADOL, CLORIDRATO TRAMADOL, CLORIDRATO TRAMADOL, 50 MG/ML SOL INJ CT 60 AMP VD AMB X 2 ML (EMB HOSP), TTB
520725501150118, CLORIDRATO DE VANCOMICINA, CLORIDRATO VANCOMICINA, CLORIDRATO VANCOMICINA, 500 MG PO LIOF INJ CT FA VD INC, TTB
520725502157116, CLORIDRATO DE VANCOMICINA, CLORIDRATO VANCOMICINA, CLORIDRATO VANCOMICINA, 500 MG PO LIOF INJ CX 50 FA VD INC (EMB HOSP), TTB
520707101111117, CLORIDRATO DE VERAPAMIL, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 80 MG COM REV CT BL AL PLAS LARANJA X 150 (EMB HOSP), TTB
520707102118115, CLORIDRATO DE VERAPAMIL, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 80 MG COM REV CT BL AL PLAS LARANJA X 30, TTB
520707601114417, CLORTIL, CLORTIL, NOT FOUND, 25 MG COM CT 2 BL AL PLAS INC X 20, TTB
520707602110415, CLORTIL, CLORTIL, NOT FOUND, 50 MG COM CT 2 BL AL PLAS INC X 15, TTB
520707701161417, CLOTREN, CLOTREN, NOT FOUND, CREME DERM BISN. C/ 50 GR, TTB
520725601163114, CLOTRIMAZOL, CLOTRIMAZOL, CLOTRIMAZOL, 10 MG/G CREM DERM CT BG AL X 50 G, TTB
520707801172410, COLIRIO TEUTO, COLIRIO TEUTO, NOT FOUND, SOL OFT FR X 20ML, TTB
520707902165411, COLPATRIN, COLPATRIN, NOT FOUND, 100 MG/G + 20.000 UI/G CREM VAG CT BG AL X 50 G + APLIC , TTB
520707901169411, COLPATRIN, COLPATRIN, NOT FOUND, CREME VAG. BISN X 40 G, TTB
520708001110419, CO-PRESSOTEC, CO PRESSOTEC, NOT FOUND, 10 MG + 25 MG COM CT ENV AL POLIET X 30, TTB
520708002117417, CO-PRESSOTEC, CO PRESSOTEC, NOT FOUND, 20 MG + 12.5 MG COM CT ENV AL POLIET X 30, TTB
520724201110414, CORDIL, CORDIL, NOT FOUND, 60 MG COM CT BL AL PVDC LEITOSO X 50, TTB
520724202117412, CORDIL, CORDIL, NOT FOUND, 90 MG CAP AP CT FR VD AMB X 20, TTB
520704301160419, CANDISTATIN, CANDISTATIN, NOT FOUND, CREME VAG BISN C/60G, TTB
520723301138411, CANDITRAT, CANDITRAT, NOT FOUND, 100.000 UI/ML SUS OR CT 50 FR VD AMB X 50 ML (EMB HOSP) , TTB
520723302134418, CANDITRAT, CANDITRAT, NOT FOUND, 100.000 UI/ML SUS OR CT FR VD AMB X 50 ML , TTB
520704406116411, CAPRIL, CAPRIL, NOT FOUND, 25 MG COM CT 20 BL AL PLAS INC X 15 (EMB HOSP), TTB
520704403117415, CAPRIL, CAPRIL, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 15, TTB
520704405111414, CAPRIL, CAPRIL, NOT FOUND, 50 MG COM CT 2 BL AL PLAS INC X 15, TTB
520704404113413, CAPRIL, CAPRIL, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 15, TTB
520704401114419, CAPRIL, CAPRIL, NOT FOUND, COMP 12.5MG CX C/15, TTB
520704402110417, CAPRIL, CAPRIL, NOT FOUND, COMP 12.5MG CX C/30, TTB
520723602111111, CAPTOPRIL GEN, CAPTOPRIL GEN, NOT FOUND, 12.5 MG COM CT BL AL PLAS INC X 30, TTB
520723603118111, CAPTOPRIL GEN, CAPTOPRIL GEN, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30, TTB
520723601115113, CAPTOPRIL GEN, CAPTOPRIL GEN, NOT FOUND, 50 MG COM CT BL AL PLAST INC X 30, TTB
520725001115119, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 20, TTB
520725003118115, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 50 (EMB HOSP), TTB
520725005110111, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 500 (EMB HOSP), TTB
520725002111117, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 20, TTB
520725004114113, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 50 (EMB HOSP), TTB
520725006117111, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 500 (EMB HOSP), TTB
520704501119412, CARBIDOL, CARBIDOL, NOT FOUND, COMP 25 ML/250MG CX C/30, TTB
520704602111417, CARBITAL, CARBITAL, NOT FOUND, 100 MG COM CT BL AL PLAS X 20, TTB
520704601131414, CARBITAL, CARBITAL, NOT FOUND, SOL ORAL 4% C/ 1, TTB
520704802119411, CARDCOR, CARDCOR, NOT FOUND, 0.25 MG COM CT BL AL PLAS INC X 20, TTB
520704801112413, CARDCOR, CARDCOR, NOT FOUND, COMP 0.25MG C/100, TTB
520720901118415, CARDICORON, CARDICORON, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 20, TTB
520720902114413, CARDICORON, CARDICORON, NOT FOUND, 200 MG COM CT BL AL PLAS INC X 20, TTB
520704901117417, CARMAZIN, CARMAZIN, NOT FOUND, COMP 200MG CX C/20, TTB
520704902113415, CARMAZIN, CARMAZIN, NOT FOUND, COMP 400MG CX C/20, TTB
520730901110111, CEFADROXILA, CEFADROXILA, CEFADROXILA, 500 MG CAP GEL DURA CT BL AL PVDC INC X 8, TTB
520705005131114, CEFALEXINA, CEFALEXINA, CEFALEXINA, 50 MG/ML PO P/SUS OR CX 50 FR VD AMB X 60 ML + 50 CP MED (EMB HOSP), TTB
520705002116114, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COM CT 5 BL AL PLAS INC X 8, TTB
520705003112112, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COM CT BL AL PLAS INC X 10, TTB
520705004119110, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COM CT BL AL PLAS INC X 80 (EMB HOSP) , TTB
520705001111119, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COMP. - CX C/ 08, TTB
520705006138112, CEFALEXINA, CEFALEXINA, CEFALEXINA, 5O MG/ML PO P/SUS OR CT FR VD AMB X 100 ML + CP MED, TTB
520705201151114, CEFALOTINA, CEFALOTINA, CEFALOTINA, PO P/ SOL INJ 1G CX C/01 FR/AMP, TTB
520705202158112, CEFALOTINA, CEFALOTINA, CEFALOTINA, PO P/ SOL INJ 1G CX C/50 FR/AMP, TTB
520731601110414, CEFANAXIL, CEFANAXIL, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PVDC INC X 8, TTB
520705301113419, CEFNAX, CEFNAX, NOT FOUND, CAPS 400MG CX C/5, TTB
520705501155417, CEFTEN, CEFTEN, NOT FOUND, 1G PO SOL INJ FR AMP VD AMB + AMP DIL X 10ML, TTB
520729401134415, CETIRTEC, CETIRTEC, NOT FOUND, 1 MG/ML SOL OR CT FR VD AMB X 120 ML + COP, TTB
520705805170114, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 20 MG/G SHAMP CT FR PLAS OPC X 100 ML, TTB
520705801116115, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, COMP. 200 MG - CX C/ 10, TTB
520705802112113, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, COMP. 200 MG - CX C/ 100, TTB
520705803119111, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, COMP. 200 MG - CX C/ 30, TTB
