520733801133414, DILABRONCO, DILABRONCO, NOT FOUND, 10 MG/ML XPE CT FR PLAS OPC X 120 ML + CP MED, NO_ACR
528525501160114, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G CREM DERM CT BG AL X 30G, NO_ACR
525064207134112, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G LOC CT FR PLAS OPC X 60 G, NO_ACR
525004304176416, DESONOL, DESONOL, NOT FOUND, 0.5 MG/G LOC CT FR PLAS OPC X 60 G, NO_ACR
531605903168118, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G LOC CREM CT FR PLAS OPC X 60 G, NO_ACR
526118703167110, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G LOC CREM CT FR PLAS OPC X 60 G , NO_ACR
507726703167116, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G LOC CREM CT FR PLAS OPC X 60 G, NO_ACR
528525502167112, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G LOC DERM CT FR PLAS OPC X 60 G, NO_ACR
526129403178414, DERMATOL, DERMATOL, NOT FOUND, 1.0MG/G LOC CAP CT FR PLAS OPC GOT X 30G, NO_ACR
525004302173312, DESONOL, DESONOL, NOT FOUND, 1 MG/G LOC CAP CT FR PLAS OPC GOT X 30 G, NO_ACR
531605904164116, DESONIDA, DESONIDA, DESONIDA, 1 MG/G LOC CAPIL CT FR PLAS OPC GOT X 30 G , NO_ACR
526118704163119, DESONIDA, DESONIDA, DESONIDA, 1 MG/G LOC CAPIL CT FR PLAS OPC GOT X 30 G, NO_ACR
507726704163114, DESONIDA, DESONIDA, DESONIDA, 1 MG/G LOC CAPIL CT FR PLAS TRANS GOT X 30 G , NO_ACR
506314060028504, DEXADEN, DEXADEN, NOT FOUND, 0.1MG/ML ELX CT FR VD AMB X 100 ML + COP, NO_ACR
500510407139416, DECADRON, DECADRON, NOT FOUND, 0.5 MG/ML + 3.5 MG/ML + 5 MG/ML SOL NAS CT FR PLAS OPC SPR X 20 ML, NO_ACR
525914070019206, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 100 ML + COP , NO_ACR
525914070019306, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 50 FR VD AMB X 100 ML + 50 COP (EMB HOSP), NO_ACR
525914070019406, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR PET AMB X 100 ML + COP , NO_ACR
525914070019506, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 50 FR PET AMB X 100 ML + 50 COP (EMB HOSP) , NO_ACR
520714100092903, DEXASON, DEXASON, NOT FOUND, 4MG COM CT BL AL PLAS AMB X 10, NO_ACR
508303302132118, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR PET AMB X 100 ML + CP MED, NO_ACR
508303304135114, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 100 ML + CP MED , NO_ACR
508303306138110, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 100 FR PET AMB X 100 ML + 100 CP MED (EMB HOSP), NO_ACR
508303307134119, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 100 FR VD AMB X 100 ML + 100 CP MED (EMB HOSP), NO_ACR
508303310135112, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 60 FR PET AMB X 100 ML + 60 CP MED (EMB HOSP), NO_ACR
508303311131110, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 60 FR VD AMB X 100 ML + 60 CP MED (EMB HOSP), NO_ACR
508303313134117, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 50 FR PLAS AMB X 100 ML + 50 COP (EMB HOSP), NO_ACR
508303315137113, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 50 FR VD AMB X 100 ML + 50 COP (EMB HOSP), NO_ACR
520708501131113, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX  CT FR VD AMB X 100 ML + CP MED, NO_ACR
520708502136119, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1MG/ML ELX CT FR PET AMB X 100ML + CP MED, NO_ACR
520708605131411, DEXASON, DEXASON, NOT FOUND, 0.1 MG/ML ELX CT FR VD AMB X 100 ML, NO_ACR
503402503135417, DEXAGLOS, DEXAGLOS, NOT FOUND, 0.1 MG/ML ELX CT FR VD AMB X 100 ML, NO_ACR
533502504135410, DEXAMEX, DEXAMEX, NOT FOUND, 0.10 MG/ML ELIXIR CT FR VD AMB X 100 ML, NO_ACR
533502505131419, DEXAMEX, DEXAMEX, NOT FOUND, 0.10 MG/ML ELIXIR CT 50 FR VD AMB X 100 ML, NO_ACR
528502010136117, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 50 FR PLAS OPC X 100 ML  + 50 CP MED   ( EMB HOSP) , NO_ACR
531606904133111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED, NO_ACR
510408401132114, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED, NO_ACR
508303301136111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 60 FR PET AMB X 120 ML + 60 CP MED (EMB HOSP), NO_ACR
508303303139116, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR PET AMB X 120 ML + CP MED, NO_ACR
508303305131112, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED, NO_ACR
508303308130117, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 100 FR PET AMB X 120 ML + 100 CP MED (EMB HOSP), NO_ACR
508303309137115, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 100 FR VD AMB X 120 ML + 100 CP MED (EMB HOSP), NO_ACR
508303312138119, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 60 FR VD AMB X 120 ML + 60 CP MED (EMB HOSP), NO_ACR
508303314130115, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 50 FR PLAS AMB X 120 ML + 50 COP (EMB HOSP), NO_ACR
508303316133111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 50 FR VD AMB X 120 ML + 50 COP (EMB HOSP), NO_ACR
519003201131419, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED, NO_ACR
519003202138115, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 50 FR VD AMB X 120 ML + 50 CP MED, NO_ACR
506703801131111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML  ELX CT FR VD AMB X 120 ML + CP MED, NO_ACR
526116104134111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED, NO_ACR
525004401139112, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED X 10 ML, NO_ACR
503901901136417, DEXMENE, DEXMENE, NOT FOUND, 0.5 MG/5ML ELX FR120ML, NO_ACR
507709501136112, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML, NO_ACR
500510406132418, DECADRON, DECADRON, NOT FOUND, 0.1 MG/ML ELX CT FR VD AMB X 120 ML + COP, NO_ACR
530802701136110, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML, NO_ACR
516707901136112, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ ML ELX CT FR VD AMB X 120 ML + CP MED, NO_ACR
528502008131111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR PLAS OPC X 120 ML + CP MED, NO_ACR
528502011132115, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CX 50 FR PLAS OPC X 120 ML + 50 CP MED ( EMB HOSP), NO_ACR
517002001167410, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 PCC CREM DERM CX 50 BG AL X 10 G, NO_ACR
531606901118111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.5 MG COM CT BL AL PLAS OPC X 20, NO_ACR
503402502112413, DEXAGLOS, DEXAGLOS, NOT FOUND, 0.5 MG COM CX CT STR X 20, NO_ACR
526116103111118, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.5 MG COM CT BL AL PLAS OPC X 20, NO_ACR
503901902116411, DEXMENE, DEXMENE, NOT FOUND, 0.5 MGCOMP 2BL X 10, NO_ACR
507709502116115, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.5 MG COM CT BL AL PLAS OPC X 20, NO_ACR
500510401114411, DECADRON, DECADRON, NOT FOUND, 0.5 MG COM CT BL AL PLAS INC X 20, NO_ACR
526116101119111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.75 MG COM CT BL AL PLAS OPC X 20, NO_ACR
503901903112418, DEXMENE, DEXMENE, NOT FOUND, 0.75 MG COMP 2 BLX10, NO_ACR
507709503112113, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.75 MG COM CT BL AL PLAS OPC X 20, NO_ACR
500510402110411, DECADRON, DECADRON, NOT FOUND, 0.75 MG COM CT BL AL PLAS INC X 20, NO_ACR
520708604168419, DEXASON, DEXASON, NOT FOUND, 1 MG/G CREM DERM CT BG AL X 10 G, NO_ACR
520708608163411, DEXASON, DEXASON, NOT FOUND, 1.0 MG/G CREM DERM CT 50 BG AL X 10 G (EMB.HOSP), NO_ACR
533502502167412, DEXAMEX, DEXAMEX, NOT FOUND, 1.0 MG/G CREM DERM CT BG AL X 10 G, NO_ACR
533502503163410, DEXAMEX, DEXAMEX, NOT FOUND, 1.0 MG/G CREM DERM CT 50 BG AL X 10 G, NO_ACR
506703701161418, DEXAMESON, DEXAMESON, NOT FOUND, 1 MG/G CREM DERM CX 50 BG AL X 10 G, NO_ACR
503901904161412, DEXMENE, DEXMENE, NOT FOUND, 1MG/G CREME BISN10 G, NO_ACR
533023201167414, DEXANOM, DEXANOM, NOT FOUND, 1 MG/G POM OFT CT BG AL X 3.5 G, NO_ACR
533023202171415, DEXANOM, DEXANOM, NOT FOUND, 1 MG/ML SUS OFT CT FR PLAS OPC GOT X 5 ML, NO_ACR
500510403151411, DECADRON, DECADRON, NOT FOUND, 2MG/ML SOL INJ CT 2 AMP X 1 ML, NO_ACR
538820402116111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 4 MG COM CT BL AL PLAS OPC X 10, NO_ACR
520708503116111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 4 MG COM CT BL AL PLAS AMB X 10, NO_ACR
520708603110417, DEXASON, DEXASON, NOT FOUND, 4 MG COM CT BL AL PLAS X 10, NO_ACR
526116102115111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 4 MG COM CT BL AL PLAS OPC X 10, NO_ACR
503901905115414, DEXMENE, DEXMENE, NOT FOUND, 4 MG COMP 1 BL X 10, NO_ACR
507709504119111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 4 MG COM CT BL AL PLAS OPC X 10   , NO_ACR
500510404113416, DECADRON, DECADRON, NOT FOUND, 4.0 MG COM CT BL AL PLAS INC X 10, NO_ACR
520712100085106, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 4MG COM CT BL AL PLAS AMB X 200 (EMB HOSP), NO_ACR
500510405152415, DECADRON, DECADRON, NOT FOUND, 4MG/ML SOL INJ CT 1 FA X 2.5 ML, NO_ACR
538820401111114, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.75 MG COM CT BL AL PLAS OPC X 20, NO_ACR
505202904132417, DEXAZONA, DEXAZONA, NOT FOUND, 0.1MG/ML ELIX CT FR VD AMB X 100 ML, NO_ACR
505202902113415, DEXAZONA, DEXAZONA, NOT FOUND, 0.5 MG COM CT BL AL PLAS INC X 10, NO_ACR
505202903160417, DEXAZONA, DEXAZONA, NOT FOUND, 1MG/G + 5MG/G CREM CT BG AL X 15G, NO_ACR
505202901133412, DEXAZONA, DEXAZONA, NOT FOUND, 1MG/ML + 3.5MG/ML SOL OFT CT FR PLAS CGT X 5ML, NO_ACR
505202905155410, DEXAZONA, DEXAZONA, NOT FOUND, 2 MG / ML SOL INJ CT 2 AMP VD INC X 1 ML, NO_ACR
504101901156412, DEXA-CRONOBE, DEXA CRONOBE, NOT FOUND, SOL INJ CT 3 AMP VD AMB X 2 ML + 3 AMP VD INC X 1 ML, NO_ACR
510412100078406, DEXAMETASONA+SULFATO DE NEOMICINA+SULFATO DE POLIMIXINA B, DEXAMETASONA SULFATO NEOMICINA SULFATO POLIMIXINA B, NOT FOUND, 1.0 MG/ML + 3.5 MG/ML + 6.000 UI/ML SUS OFT CT FR PLAS OPC GOT X 5 ML , NO_ACR
510412100078506, DEXAMETASONA+SULFATO DE NEOMICINA+SULFATO DE POLIMIXINA B, DEXAMETASONA SULFATO NEOMICINA SULFATO POLIMIXINA B, NOT FOUND, 1.0 MG/ML + 3.5 MG/ML + 6.000 UI/ML SUS OFT CX 50 FR PLAS OPC GOT X 5 ML (EMB HOSP), NO_ACR
501112070019202, DEXILANT, DEXILANT, NOT FOUND, 30 MG CAP LIB RETARD CT BL AL/AL X 10, NO_ACR
501112070019102, DEXILANT, DEXILANT, NOT FOUND, 30 MG CAP LIB RETARD CT BL AL/AL X 2, NO_ACR
501112070019302, DEXILANT, DEXILANT, NOT FOUND, 30 MG CAP LIB RETARD CT BL AL/AL X 30, NO_ACR
501112070019402, DEXILANT, DEXILANT, NOT FOUND, 30 MG CAP LIB RETARD CT BL AL/AL X 60, NO_ACR
501112070019602, DEXILANT, DEXILANT, NOT FOUND, 60 MG CAP LIB RETARD CT BL AL/AL X 10, NO_ACR
501112070019502, DEXILANT, DEXILANT, NOT FOUND, 60 MG CAP LIB RETARD CT BL AL/AL X 2, NO_ACR
501112070019702, DEXILANT, DEXILANT, NOT FOUND, 60 MG CAP LIB RETARD CT BL AL/AL X 30, NO_ACR
501112070019802, DEXILANT, DEXILANT, NOT FOUND, 60 MG CAP LIB RETARD CT BL AL/AL X 60, NO_ACR
528514120126604, DEXPROTENOL, DEXPROTENOL, NOT FOUND, 50 MG/G POM DERM CT BG AL X 30 G, NO_ACR
528514120126704, DEXPROTENOL, DEXPROTENOL, NOT FOUND, 50 MG/G POM DERM CX 100 BG AL X 30 G, NO_ACR
503101001173315, DEXPANTENOL - EPITEGEL, DEXPANTENOL EPITEGEL, NOT FOUND, 50 MG/G GEL OFT CT BG PLAS OPC 10 G, NO_ACR
542012060001504, DEPANTEX, DEPANTEX, NOT FOUND, 50 MG/G POM DERM CT BG AL X 30 G, NO_ACR
504113501115313, DTN-FOL, DTN FOL, NOT FOUND, 400 MCG + 10 MG CAP GEL MOLE CT FR PLAS X 90, NO_ACR
513900701114416, DIGESNORMA, DIGESNORMA, NOT FOUND, CX COM 2 BL X 10 COMP, NO_ACR
526103601118414, DIAZEFAST, DIAZEFAST, NOT FOUND, 10 MG COM CT BL ALPVDC LEIT X 10, NO_ACR
531624002111414, DIAZEPAM NQ, DIAZEPAM NQ, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
531625002115418, DIAZEFAST, DIAZEFAST, NOT FOUND, 10 MG COM CT BL AL PVDC LEIT X 20, NO_ACR
502822501110411, DIENPAX, DIENPAX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
538808201114110, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
519028802112414, DIENZEPAX, DIENZEPAX, NOT FOUND, 10MG COM CT BL AL PLAS INC X 20, NO_ACR
519030902110113, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
507709701119114, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
529903701111117, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
538812040040706, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 30, NO_ACR
519030903117111, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 30, NO_ACR
507709705114117, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 30, NO_ACR
510013100012906, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CX BL AL PLAS TRANS X 500 (EMB HOSP), NO_ACR
531624001115416, DIAZEPAM NQ, DIAZEPAM NQ, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
531625001119411, DIAZEFAST, DIAZEFAST, NOT FOUND, 5 MG COM CT BL AL PVDC LEIT X 20, NO_ACR
502822502117411, DIENPAX, DIENPAX, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
538808202110119, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
519028801116416, DIENZEPAX, DIENZEPAX, NOT FOUND, 5MG COM CT BL AL PLAS INC X 20, NO_ACR
519030904113111, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
507709702115112, DIAZEPAM, DIAZEPAM, DIAZEPAM, (B1) 5 MG 2 BL X 10 COMP, NO_ACR
529903702118115, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
538812040040606, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG COM CT BL AL PLAS INC X 30, NO_ACR
519030901114115, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG COM CT BL AL PLAS INC X 30, NO_ACR
507709706110115, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG COM CT BL AL PLAS INC X 30, NO_ACR
530702301152112, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG/ML SOL INJ CX 100 AMP VD AMB X 2ML (EMB HOSP), NO_ACR
520727601152119, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG/ML SOL INJ CT 72 AMP VD AMB X 2 ML( EMB HOSP), NO_ACR
511611001151111, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML (EMB HOSP), NO_ACR
511611003152113, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML (EMB HOSP) , NO_ACR
533004202153119, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML (EMB HOSP), NO_ACR
533004502173417, DICLOGENOM, DICLOGENOM, NOT FOUND, 1 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML, NO_ACR
505504301163413, DORFLAN, DORFLAN, NOT FOUND, 1 PCC GEL TOP CT BG AL X 60 G, NO_ACR
529912901160129, DICLOFENACO DIETILAMÔNIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/G GEL CT BG AL REV X 60 G  , NO_ACR
525418501111118, DICLOFENACO SÓDICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 100 MG CAP GEL DURA MICROG EST CART BL AL PLAS INC X 10, NO_ACR
529903901110114, DICLOFENACO SODICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 100 MG COM DESINT LENTA CT BL AL PLAS INC X 10, NO_ACR
514001506139411, DELTAREN, DELTAREN, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC CGT X 10 ML, NO_ACR
526118901139113, DICLOFENACO RESINATO, DICLOFENACO RESINATO, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML , NO_ACR
525004801137117, DICLOFENACO RESINATO, DICLOFENACO RESINATO, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
507729201138114, DICLOFENACO RESINATO, DICLOFENACO RESINATO, NOT FOUND, 15MG/ML SUS OR GOTAS FR COM 20ML, NO_ACR
510802302156410, DECORFEN, DECORFEN, NOT FOUND, 75 MG SOL INJ CX X 50 AMP VD INC X 3 ML, NO_ACR
510802303152419, DECORFEN, DECORFEN, NOT FOUND, 75 MG/3ML SOL INJ CT  X 3 AMP VD INC X 3 ML, NO_ACR
505504402156412, DORGEN, DORGEN, NOT FOUND, 25 MG/ML SOL INJ CX C/ 5 AMP INC X 3 ML, NO_ACR
533004401156118, DICLOFENACO SODICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 25 MG/ML SOL INJ IM CT 5 AMP VD INC X 3 ML, NO_ACR
533004402152116, DICLOFENACO SODICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 25 MG/ML SOL INJ IM CT 50 AMP VD INC X 3 ML (EMB HOSP), NO_ACR
514001502117411, DELTAREN, DELTAREN, NOT FOUND, 50 MG DRG CT BL AL PLAS INC X 10, NO_ACR
520708803111115, DICLOFENACO, DICLOFENACO, DICLOFENACO, 50 MG COM DIS CT BL AL PLAS INC X 20, NO_ACR
514001503113411, DELTAREN, DELTAREN, NOT FOUND, 50 MG DRG CT BL AL PLAS INC X 20, NO_ACR
510802301117411, DECORFEN, DECORFEN, NOT FOUND, 50 MG DRG CT ENV AL POLIET X 20, NO_ACR
505504401117413, DORGEN, DORGEN, NOT FOUND, 50 MG COM CT BL AL PLAST INC X 20, NO_ACR
533004301119415, DICLO P, DICLO P, DICLORIDRATO PROFLAVINA, 50 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
531619801117417, DICLOSTIR, DICLOSTIR, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 10, NO_ACR
538808503110411, DRYLTAC, DRYLTAC, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BRANCO LEITOSO X 10, NO_ACR
526116203116111, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 10, NO_ACR
507727203117118, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 10  , NO_ACR
507735501113413, DRYLTAC, DRYLTAC, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BRANCO LEITOSO X 10, NO_ACR
531619802113415, DICLOSTIR, DICLOSTIR, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 14, NO_ACR
538808502114411, DRYLTAC, DRYLTAC, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BRANCO LEITOSO X 14, NO_ACR
538813601117113, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS OPC X 14, NO_ACR
526116201113115, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 14, NO_ACR
507727201114111, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 14, NO_ACR
507735502111414, DRYLTAC, DRYLTAC, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BRANCO LEITOSO X 14, NO_ACR
531619803111416, DICLOSTIR, DICLOSTIR, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 20, NO_ACR
538808501118413, DRYLTAC, DRYLTAC, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BRANCO LEITOSO X 20, NO_ACR
538813602113111, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS OPC X 20, NO_ACR
526116202111116, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 20, NO_ACR
507727202110111, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 20, NO_ACR
507735503116411, DRYLTAC, DRYLTAC, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BRANCO LEITOSO X 20, NO_ACR
507727204113116, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 66 (EMB FRAC), NO_ACR
538820701131110, DICLOFENACO RESINATO, DICLOFENACO RESINATO, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
520709101135111, DICLOFENACO RESINATO, DICLOFENACO RESINATO, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
525004501117110, DICLOFENACO DE COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS INC X 14, NO_ACR
525004502113119, DICLOFENACO DE COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS INC X 20, NO_ACR
531608701167115, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10MG/G GEL CREM CT BG AL X 60G, NO_ACR
506408401169113, DICLOFENACO DIETILAMÔNIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/G GEL CT BG AL X 60 G, NO_ACR
520708901162113, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/G GEL CREM CT BG AL X 60 G, NO_ACR
506704001161111, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/G GEL CREM CT BG AL X 60 G, NO_ACR
525004601162118, DICLOFENACO DIETILAMÔNIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/G GEL CREM CT BG AL X 60 G, NO_ACR
521105301161119, DICLOFENACO DIETILAMÔNIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/G GEL CREM CT BG AL X 60 G, NO_ACR
528523501163117, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/G GEL CREM CT BG AL X 60 G , NO_ACR
