502813030064504, VECLESA, VECLESA, NOT FOUND, 2 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 21, NO_ACR
511609701131111, VALPROATO DE SÓDIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ ML XPE CT FR VD AMB X 100 ML + CP MED, NO_ACR
511609702138118, VALPROATO DE SÓDIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ ML XPE CX 50 FR VD AMB X 100 ML + 50 CP MED (EMB HOSP) , NO_ACR
511609703134116, VALPROATO DE SÓDIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ ML XPE CX 50 FR PLAS AMB X 100 ML + 50 CP MED (EMB HOSP), NO_ACR
511609704130114, VALPROATO DE SÓDIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ ML XPE CT FR PLAS AMB X 100 ML + CP MED, NO_ACR
526119201130111, VALPROATO DE SÓDIO, VALPROATO SODIO, VALPROATO SODIO, 50MG/ML XPE CT FR VD AMB X 100 ML, NO_ACR
504106201136118, VALPROATO DE SÓDIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ML XPE CT FR VD AMB X 100 ML, NO_ACR
507730001139110, VALPROATO DE SÓDIO, VALPROATO SODIO, VALPROATO SODIO, 50MG/ML XPE CT FR VD AMB X 100 ML, NO_ACR
528512070120906, VALPROATO DE SODIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ML XPE FR VD AMB X 100 ML + CP MED, NO_ACR
528512070121006, VALPROATO DE SODIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ML XPE FR PLAS OPC X 100 ML + CP MED, NO_ACR
528512070121106, VALPROATO DE SODIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ML XPE FR PET AMB X 100 ML + CP MED, NO_ACR
528512070121206, VALPROATO DE SODIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ML XPE CX 50 FR VD AMB X 100 ML + 50 CP MED (EMB HOSP), NO_ACR
528512070121306, VALPROATO DE SODIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ML XPE CX 50 FR PET AMB X 100 ML + 50 CP MED (EMB HOSP), NO_ACR
528512070121406, VALPROATO DE SODIO, VALPROATO SODIO, VALPROATO SODIO, 50 MG/ML XPE CX 50 FR PLAS OPC X 100 ML +50 CP MED (EMB HOSP), NO_ACR
502819402115415, VALPAKINE, VALPAKINE, NOT FOUND, 200 MG COM REV CT FR VD AMB X 40, NO_ACR
502819401135412, VALPAKINE, VALPAKINE, NOT FOUND, 200 MG/ML SOL ORAL CT FR VD AMB X 40 ML, NO_ACR
502819403111413, VALPAKINE, VALPAKINE, NOT FOUND, 500 MG COM REV CT FR VD AMB X 40, NO_ACR
543514060000004, VALTANA, VALTANA, NOT FOUND, 80 MG COM REV CT BL AL PLAS AL AL X 30, NO_ACR
543514060000104, VALTANA, VALTANA, NOT FOUND, 160 MG COM REV CT BL AL PLAS AL AL X 30, NO_ACR
543514060000204, VALTANA, VALTANA, NOT FOUND, 320 MG COM REV CT BL AL PLAS AL AL X 30, NO_ACR
525073102110115, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL/AL X 15, NO_ACR
511518702119116, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL/AL X 28, NO_ACR
538806701111114, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL AL X 30, NO_ACR
538807102112413, VALSACOR, VALSACOR, NOT FOUND, 160 MG COM REV CT BL AL/AL X 30, NO_ACR
504614020019106, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL PLAS TRANS X 30, NO_ACR
506912060025206, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL AL X 30, NO_ACR
526134601111118, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL AL X 30, NO_ACR
525073103117113, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL/AL X 30, NO_ACR
521112070056006, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL/AL X 30, NO_ACR
507744403110117, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL AL X 30, NO_ACR
508014010101504, VARTAZ, VARTAZ, NOT FOUND, 160 MG COM REV CT BL AL /AL X 30, NO_ACR
525309702116111, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV. CT BL AL/AL X 30, NO_ACR
525073104113111, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL/AL X 60, NO_ACR
525073111111110, VALSARTANA, VALSARTANA, VALSARTANA, 160 MG COM REV CT BL AL/AL X 90 (EMB FRAC), NO_ACR
525073101114117, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL/AL X 15, NO_ACR
511518703115114, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL/AL X 28, NO_ACR
538806703112118, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL AL X 30, NO_ACR
538807103119411, VALSACOR, VALSACOR, NOT FOUND, 320 MG COM REV CT BL AL/AL X 30, NO_ACR
504614020019206, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL PLAS TRANS X 30, NO_ACR
506912060025306, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL AL X 30, NO_ACR
526134602116113, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL AL X 30, NO_ACR
525073110113111, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL/AL X 30, NO_ACR
521112070056106, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL/AL X 30, NO_ACR
507744402114119, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV. CT BL AL/AL X 30, NO_ACR
508014010101604, VARTAZ, VARTAZ, NOT FOUND, 320 MG COM REV CT BL AL /AL X 30, NO_ACR
525309703112111, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV. CT BL AL/AL X 30, NO_ACR
525073108119114, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL/AL X 60, NO_ACR
525073109115112, VALSARTANA, VALSARTANA, VALSARTANA, 320 MG COM REV CT BL AL/AL X 90 (EMB FRAC), NO_ACR
506912060025006, VALSARTANA, VALSARTANA, VALSARTANA, 40 MG COM REV CT BL AL AL X 30, NO_ACR
526134603112111, VALSARTANA, VALSARTANA, VALSARTANA, 40 MG COM REV CT BL AL AL X 30, NO_ACR
507744401118110, VALSARTANA, VALSARTANA, VALSARTANA, 40 MG COM REV CT BL AL AL X 30, NO_ACR
525073105111112, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL/AL X 15, NO_ACR
511518701112118, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL/AL X 28, NO_ACR
538806702116111, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL AL X 30, NO_ACR
538807101116415, VALSACOR, VALSACOR, NOT FOUND, 80 MG COM REV CT BL AL/AL X 30, NO_ACR
504614020019006, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL PLAS TRANS X 30, NO_ACR
506912060025106, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL AL X 30, NO_ACR
526134604119111, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL AL X 30, NO_ACR
525073106116118, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL/AL X 30, NO_ACR
521112070055906, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL/AL X 30, NO_ACR
507744404117115, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL AL X 30, NO_ACR
508014010101404, VARTAZ, VARTAZ, NOT FOUND, 80 MG COM REV CT BL AL / AL X 30, NO_ACR
525309701111116, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV. CT BL AL/AL X 30, NO_ACR
525073107112116, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL/AL X 60, NO_ACR
525073112116116, VALSARTANA, VALSARTANA, VALSARTANA, 80 MG COM REV CT BL AL/AL X 90 (EMB FRAC), NO_ACR
541312030011104, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO INJ CX 100 FA VD INC (EMB HOSP), NO_ACR
541312030010804, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO INJ CX 20 FA VD INC + 20 AMP  DIL X 10 ML  , NO_ACR
541312030010904, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO INJ CX 20 FA VD INC +  20 DIL AMP PLAS X 10 ML , NO_ACR
541312030011004, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO INJ CX 20 FA VD INC (EMB HOSP), NO_ACR
533020401114115, VARFARINA SÓDICA, VARFARINA SODICA, VARFARINA SODICA, 5 MG COM CT STR AL X 10, NO_ACR
533020402110113, VARFARINA SÓDICA, VARFARINA SODICA, VARFARINA SODICA, 5 MG COM CT STR AL X 100 (EMB HOSP), NO_ACR
533020403117111, VARFARINA SÓDICA, VARFARINA SODICA, VARFARINA SODICA, 5 MG COM CT STR AL X 200 (EMB HOSP), NO_ACR
520728701118115, VARFARINA SÓDICA, VARFARINA SODICA, VARFARINA SODICA, 5 MG COM CT BL AL PVDC OPC X 30, NO_ACR
533020404113111, VARFARINA SÓDICA, VARFARINA SODICA, VARFARINA SODICA, 5 MG COM CT STR AL X 30, NO_ACR
520728702114113, VARFARINA SÓDICA, VARFARINA SODICA, VARFARINA SODICA, 5 MG COM CT BL AL PVDC OPC X 50 (EMB HOSP), NO_ACR
533020405111110, VARFARINA SÓDICA, VARFARINA SODICA, VARFARINA SODICA, 5 MG COM CT STR AL X 500 (EMB HOSP), NO_ACR
526516402175210, VISUDYNE, VISUDYNE, NOT FOUND, 15 MG PO LIOF CT FA VD INC X 826 MG, NO_ACR
524813010008003, VICOG, VICOG, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 10 , NO_ACR
524803501111314, VICOG, VICOG, NOT FOUND, 5 MG COM CT  BL AL PLAS INC X 30 , NO_ACR
529800901150417, VINCRISAN, VINCRISAN, NOT FOUND, 1.0 MG/ML SOL INJ CX 5 AMP VD AMB X 1 ML, NO_ACR
538015020016506, VORICONAZOL, VORICONAZOL, VORICONAZOL, 50 MG COM REV CT BL AL PLAS INC X 5, NO_ACR
538015020016606, VORICONAZOL, VORICONAZOL, VORICONAZOL, 50 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
538015020016706, VORICONAZOL, VORICONAZOL, VORICONAZOL, 50 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
538015020016806, VORICONAZOL, VORICONAZOL, VORICONAZOL, 50 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
538015020016906, VORICONAZOL, VORICONAZOL, VORICONAZOL, 200 MG COM REV CT BL AL PLAS INC X 2, NO_ACR
538015020017006, VORICONAZOL, VORICONAZOL, VORICONAZOL, 200 MG COM REV CT BL AL PLAS INC X 5, NO_ACR
538015020017106, VORICONAZOL, VORICONAZOL, VORICONAZOL, 200 MG COM REV CT BL AL PLAS INC X 7, NO_ACR
538015020017206, VORICONAZOL, VORICONAZOL, VORICONAZOL, 200 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
538015020017306, VORICONAZOL, VORICONAZOL, VORICONAZOL, 200 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
538015020017406, VORICONAZOL, VORICONAZOL, VORICONAZOL, 200 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
538015020017506, VORICONAZOL, VORICONAZOL, VORICONAZOL, 200 MG COM REV CT BL AL PLAS INC X 100 (EMB HOSP), NO_ACR
538015020017606, VORICONAZOL, VORICONAZOL, VORICONAZOL, 50 MG COM REV CT BL AL PLAS INC X 2, NO_ACR
538015020017706, VORICONAZOL, VORICONAZOL, VORICONAZOL, 50 MG COM REV CT BL AL PLAS INC X 7, NO_ACR
538015020017806, VORICONAZOL, VORICONAZOL, VORICONAZOL, 50 MG COM REV CT BL AL PLAS INC X 100 (EMB HOSP), NO_ACR
522204002111210, VFEND, VFEND, NOT FOUND, 200 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
522204001156210, VFEND, VFEND, NOT FOUND, 200 MG PO LIOF SOL INJ INFUS IV CT 1 FA VD INC, NO_ACR
522204003116216, VFEND, VFEND, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X  14, NO_ACR
525513100016003, VACINA ADSORVIDA HEPATITE A (INATIVADA), VACINA ADSORVIDA HEPATITE A INATIVADA, NOT FOUND, 25 U SUS INJ IM CT 10 FA VD INC X 0.5 ML, NO_ACR
525513100016103, VACINA ADSORVIDA HEPATITE A (INATIVADA), VACINA ADSORVIDA HEPATITE A INATIVADA, NOT FOUND, 50 U SUS INJ IM CT 10 FA VD INC X 1.0 ML, NO_ACR
525514020016502, VACINA HERPES ZOSTER (ATENUADA), VACINA HERPES ZOSTER ATENUADA, NOT FOUND, PO LIOF INJ CT FA VD INC + FA VD INC DIL X 3 ML, NO_ACR
505209303169410, VOLTRIX, VOLTRIX, NOT FOUND, 10 MG/G GEL TOP CT BG X 30 G, NO_ACR
540414090008803, VITER C, VITER C, NOT FOUND, 200 MG / ML SOL OR CX 50 FR PLAS OPC GOT X 20 ML (EMB HOSP ), NO_ACR
540414090008703, VITER C, VITER C, NOT FOUND, 500 MG COM CX ENV ALU/ALU X 500 (EMB HOSP), NO_ACR
500401301135411, VITAXON C, VITAXON C, NOT FOUND, 1 G COM EFERV EST TB PLAS X 10 (SABOR LARANJA), NO_ACR
540412090004904, VITER C, VITER C, NOT FOUND, 1 G COM EFEV CT TB PLAS X 10 (SABOR LARANJA) , NO_ACR
506314801139414, VITERGYL C, VITERGYL C, NOT FOUND, 1G COM EFEV CT ENV ALU TB PLAS X 10, NO_ACR
540412090005004, VITER C, VITER C, NOT FOUND, 1 G COM EFEV CT TB PLAS X 30 (SABOR LARANJA) , NO_ACR
506314802135412, VITERGYL C, VITERGYL C, NOT FOUND, 1G COM EFEV CT ENV ALU TB PLAS X 30, NO_ACR
508302701157418, VITAMINA C, VITAMINA C, NOT FOUND, 0.500G + 0.1157G + 0.0005G + 0.005G / 5 ML SOL INJ CX COM 100 AMP VD AMB X 5 ML, NO_ACR
508302702153416, VITAMINA C, VITAMINA C, NOT FOUND, 0.500G + 0.1157G + 0.0005G + 0.005G / 5 ML SOL INJ CX COM 50 AMP VD AMB X 5 ML, NO_ACR
541312030003204, VITARISTON C, VITARISTON C, NOT FOUND, 100 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 5ML, NO_ACR
504414010050418, VITARISTON C, VITARISTON C, NOT FOUND, 100 MG/ML SOL INJ CX 50 AMP VD AMB X 5ML (EMB HOSP), NO_ACR
501801502152411, VITARISTON C, VITARISTON C, NOT FOUND, 100 MG/ML SOL INJ IM/IV CX 50 AMP VD INC X 5 ML , NO_ACR
501801504155418, VITARISTON C, VITARISTON C, NOT FOUND, 100 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 5ML, NO_ACR
500401302131411, VITAXON C, VITAXON C, NOT FOUND, 2 G COM EFERV EST TB PLAS X 10 (SABOR LARANJA), NO_ACR
506314804111413, VITERGYL C, VITERGYL C, NOT FOUND, 2G COM EFEV CT ENV ALU TB PLAS X 10, NO_ACR
540400602130419, VITER C, VITER C, NOT FOUND, 200 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
510406101131418, VITACIN, VITACIN, NOT FOUND, 200 MG/ML SOL OR CT FR VD AMB GOT X 20 ML, NO_ACR
506314803131410, VITERGYL C, VITERGYL C, NOT FOUND, 200 MG/ML SOL OR CT FR VD AMB CTG X 20 ML, NO_ACR
510807101132426, VITAMICE, VITAMICE, NOT FOUND, 200MG/ML CX C/ 1 FR X 20ML, NO_ACR
503904501139413, VITACOR, VITACOR, NOT FOUND, 200MG/ML SOL FR 20ML, NO_ACR
508302703151417, VITAMINA C, VITAMINA C, NOT FOUND, 1.00G + 0.2315G + 0.00075G + 0.0075G / 5ML SOL INJ CX COM 100 AMP VD AMB X 5ML, NO_ACR
508302704156412, VITAMINA C, VITAMINA C, NOT FOUND, 1.00G + 0.2315G + 0.00075G + 0.0075G / 5ML SOL INJ CX COM 50 AMP VD AMB X 5ML, NO_ACR
541312030003304, VITARISTON C, VITARISTON C, NOT FOUND, 200 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 5ML, NO_ACR
504414010050518, VITARISTON C, VITARISTON C, NOT FOUND, 200 MG/ML SOL INJ CX 50 AMP VD AMB X 5ML (EMB HOSP), NO_ACR
501801501156413, VITARISTON C, VITARISTON C, NOT FOUND, 200 MG/ML SOL INJ IM/IV CX 50 AMP VD INC X 5 ML , NO_ACR
501801503159411, VITARISTON C, VITARISTON C, NOT FOUND, 200 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 5ML, NO_ACR
508027402115418, VAGIVIT, VAGIVIT, NOT FOUND, 250 MG COM VAG CT BL AL/AL X 3 + 3 APLICADORES, NO_ACR
524803601114315, VAGI C, VAGI C, NOT FOUND, 250 MG COM VAG CT BL AL PLAS LEI X 6 + APLIC, NO_ACR
508027401119411, VAGIVIT, VAGIVIT, NOT FOUND, 250 MG COM VAG CT BL AL/AL X 6 + 6 APLICADORES, NO_ACR
540400601118415, VITER C, VITER C, NOT FOUND, 500 MG COM CT ENV ALU/ALU X 20, NO_ACR
506314805118411, VITERGYL C, VITERGYL C, NOT FOUND, 500 MG COM CT ENV AL POLIET X 20, NO_ACR
510807102112429, VITAMICE, VITAMICE, NOT FOUND, 500 MG COM CT ENV AL X 20, NO_ACR
541100202161313, VERUTEX, VERUTEX, NOT FOUND, 20 MG/G CREM DERM CT BG AL X 10G, NO_ACR
541100201163312, VERUTEX, VERUTEX, NOT FOUND, 20MG/G CREM DERM CT BG AL X 15G, NO_ACR
519028701162416, VERUF, VERUF, NOT FOUND, 20 MG/G CREM DERM CT BG AL X 15 G, NO_ACR
526516101175416, VISCOTEARS, VISCOTEARS, NOT FOUND, 2.0 MG/G GEL OFT CT TB LAM X 10 G, NO_ACR
503100701163411, VIDISIC GEL, VIDISIC GEL, NOT FOUND, 2 MG/G GEL OFT CT TB PLAS X 10G, NO_ACR
533507401164427, VITAGLÓS, VITAGLOS, NOT FOUND, 5500UI/G + 990UI/G + 150MG/G POM CT BG AL X 45G, NO_ACR
533507402160425, VITAGLÓS, VITAGLOS, NOT FOUND, 5500UI/G + 990UI/G + 150MG/G POM CX 50 BG AL X 45G, NO_ACR
